,title,director,distributor,distributor_group,release_date,release_season,nation,screen,genre,rate,expert_rating,starring_actors,running_times,audience_rating,rating_audiences,director_power,sequel,original,actor_power,before_news,after_news
40,47 미터,요하네스 로버츠,씨네그루(주)키다리이엔티,B,7/19/2017,summer,영국,733,스릴러,15세이상관람가,4.0,"맨디 무어,클레어 홀트",89,7.56928839,267,1682006.0,0,0,1770108,1474.0,175.0
41,정글북,존 파브로,월트디즈니컴퍼니코리아(주),B,6/9/2016,summer,미국,924,어드벤처,12세이상관람가,7.02,"닐 세티,빌 머레이,스칼렛 요한슨",106,8.672590567,1463,4889524.0,1,0,63521355,7045.0,330.0
42,어느날,이윤기,"오퍼스픽쳐스(유),CGV아트하우스",D,4/5/2017,spring,한국,532,멜로/로맨스,15세이상관람가,6.0,"김남길,천우희",114,8.589655172,290,232016.0,0,0,137960006,992949.0,2968.0
43,쓰리 썸머 나잇,김상진,"(주)리틀빅픽쳐스,(주)인벤트스톤",D,7/15/2015,summer,한국,297,코미디,청소년관람불가,0.0,"김동욱,임원희,손호준",106,7.724137931,58,77621.0,0,0,25884227,4193.0,247.0
44,노 게임 노 라이프 -제로-,이시즈카 아츠코,(주)박수엔터테인먼트,D,10/19/2017,autumn,일본,121,애니메이션,12세이상관람가,0.0,"마츠오카 요시츠구,카야노 아이,히카사 요코",107,8.0,1,90643.0,1,0,764747,413.0,1.0
45,칠곡 가시나들,김재환,"(주)인디플러그,(주)더 피플",D,2/27/2019,winter,한국,138,다큐멘터리,전체관람가,6.6,"박금분,곽두조,강금연",100,9.283018868,53,47053.0,0,0,248688,915.0,87.0
46,19곰 테드 2,세스 맥팔레인,유니버설픽쳐스인터내셔널 코리아(유),B,6/25/2015,summer,미국,297,코미디,청소년관람불가,5.0,"마크 월버그,아만다 사이프리드,세스 맥팔레인",115,8.293233082999999,133,403465.0,0,1,42722646,761.0,109.0
47,동주,이준익,메가박스중앙(주)플러스엠,A,2/17/2016,winter,한국,499,드라마,12세이상관람가,7.5,"강하늘,박정민,김인우",110,9.38358209,670,5052135.0,1,0,188638488,52394.0,714.0
48,데드풀,팀 밀러,이십세기폭스코리아(주),B,2/17/2016,winter,미국,1036,액션,청소년관람불가,6.89,라이언 레이놀즈,106,8.609405362999999,2573,9043454.0,1,1,49550627,13760.0,644.0
49,감쪽같은 그녀,허인무,메가박스중앙(주)플러스엠,A,12/4/2019,winter,한국,761,드라마,전체관람가,5.0,"나문희,김수안",104,9.047619048,126,436207.0,0,0,19801869,2685.0,398.0
50,말레피센트 2,요아킴 뢰닝,월트디즈니컴퍼니코리아 유한책임회사,B,10/17/2019,autumn,미국,1108,어드벤처,12세이상관람가,5.67,"안젤리나 졸리,엘르 패닝,미셸 파이퍼",119,8.996296296,270,7535850.0,1,1,28573267,3821.0,657.0
51,대호,박훈정,(주)넥스트엔터테인먼트월드(NEW),C,12/16/2015,winter,한국,892,사극,12세이상관람가,7.08,최민식,139,8.371273712999999,738,12181628.0,0,0,77982965,57066.0,1130.0
52,보루토 - 나루토 더 무비,야마시타 히로유키,와이드 릴리즈(주),D,12/10/2015,winter,일본,219,애니메이션,12세이상관람가,0.0,"산페이 유코,키쿠치 코코로,타케우치 준코",95,9.707792207999999,154,63954.0,1,1,507912,46.0,10.0
53,베일리 어게인,라세 할스트롬,(주)홈초이스,C,11/22/2018,autumn,미국,189,어드벤처,전체관람가,5.4,"조시 게드,데니스 퀘이드,K.J. 아파",100,9.442553191,235,1214936.0,0,0,42008060,1058.0,213.0
54,파라노말 액티비티: 더 고스트 디멘션,그레고리 플로킨,(주)박수엔터테인먼트,D,4/21/2016,spring,미국,353,미스터리,15세이상관람가,3.0,"크리스 J. 머레이,브릿 쇼,아이비 조지",88,6.55,40,54972.0,0,1,329832,66.0,24.0
55,서울역,연상호,(주)넥스트엔터테인먼트월드(NEW),C,8/17/2016,summer,한국,440,애니메이션,15세이상관람가,6.92,"류승룡,심은경,이준",93,5.224334601,263,35729066.0,1,1,364936261,298464.0,1089.0
56,오늘의 연애,박진표,씨제이이앤엠(주),A,1/14/2015,winter,한국,709,멜로/로맨스,15세이상관람가,4.0,"이승기,문채원,이서진",118,8.060514372,661,1891993.0,0,0,81655172,43397.0,1239.0
57,계춘할망,창,(주)콘텐츠 난다긴다,D,5/19/2016,spring,한국,526,드라마,15세이상관람가,6.16,"윤여정,김고은",116,8.732394366,355,3319476.0,0,0,86340422,7447.0,440.0
58,82년생 김지영,김도영,롯데컬처웍스(주)롯데엔터테인먼트,A,10/23/2019,autumn,한국,1486,드라마,12세이상관람가,6.79,"정유미,공유",118,9.485499463,931,3678156.0,0,1,195990311,17439.0,1865.0
59,인페르노,론 하워드,유니버설픽쳐스인터내셔널 코리아(유),B,10/19/2016,autumn,미국,754,미스터리,15세이상관람가,4.67,"톰 행크스,펠리시티 존스,벤 포스터",121,8.2,610,4302393.0,1,1,39444273,3081.0,214.0
60,해피 데스데이 2 유,크리스토퍼 랜던,유니버설픽쳐스인터내셔널 코리아(유),B,2/14/2019,winter,미국,657,공포,15세이상관람가,6.0,"제시카 로테,이스라엘 브로우사드,피 부",100,8.399491094,393,3177810.0,1,0,0,614.0,293.0
61,데드풀 2,데이빗 레이치,이십세기폭스코리아(주),B,5/16/2018,spring,미국,1576,액션,청소년관람불가,5.86,"라이언 레이놀즈,조슈 브롤린,재지 비츠",117,9.184284617000001,3907,12043900.0,1,1,194540501,10416.0,778.0
62,항거:유관순 이야기,조민호,롯데컬처웍스(주)롯데엔터테인먼트,A,2/27/2019,winter,한국,1094,드라마,12세이상관람가,6.2,"고아성,김새벽,김예은",105,9.42996988,1328,1157583.0,0,1,13074257,4648.0,1051.0
63,오두막,스튜어트 하젤딘,판씨네마(주),D,4/20/2017,spring,미국,396,드라마,12세이상관람가,4.0,"샘 워싱턴,옥타비아 스펜서,라다 미첼",132,8.492537313,67,72849.0,1,0,7595372,17101.0,101.0
64,극장판 파워레인저: 애니멀포스 VS 닌자포스 미래에서 온 메시지,타케모토 노보루,(주)넥스트엔터테인먼트월드(NEW),C,11/9/2017,autumn,일본,370,액션,전체관람가,0.0,"나카오 마사키,야나기 미키,난바 쇼헤이",58,8.866666667,60,65895.0,1,1,0,19.0,5.0
65,빅풋 주니어,"제레미 드그루손,벤 스타센",(주)이수C&E,B,8/9/2017,summer,기타,437,애니메이션,전체관람가,0.0,"우정신,임채헌",92,8.88,100,2272485.0,0,0,3939137,400.0,47.0
66,패트리어트 데이,피터 버그,(주)이수C&E,B,4/6/2017,spring,미국,375,드라마,15세이상관람가,5.0,마크 월버그,133,9.025316456,158,915475.0,1,0,24593332,559.0,34.0
67,저스티스 리그,잭 스나이더,워너브러더스 코리아(주),B,11/15/2017,autumn,미국,1308,액션,12세이상관람가,5.83,"벤 애플렉,갤 가돗,제이슨 모모아",120,8.01030303,1650,8426762.0,1,1,53621322,6920.0,522.0
68,아가씨,박찬욱,씨제이이앤엠(주),A,6/1/2016,summer,한국,1171,스릴러,청소년관람불가,7.68,"김민희,김태리,하정우",144,7.559087205,3681,386200.0,1,0,496420797,140704.0,1497.0
69,호텔 뭄바이,앤소니 마라스,"글뫼 주식회사,(주)에스와이코마드",D,5/8/2019,spring,기타,207,스릴러,15세이상관람가,6.2,"데브 파텔,아미 해머,나자닌 보니아디",123,9.0,26,72950.0,0,1,9949914,4402.0,242.0
70,헬보이,닐 마샬,메가박스중앙(주)플러스엠,A,4/10/2019,spring,미국,726,액션,청소년관람불가,5.4,"데이빗 하버,밀라 요보비치",121,7.951807229,415,323098.0,0,1,2540078,2698.0,468.0
71,열정같은소리하고있네,정기훈,(주)넥스트엔터테인먼트월드(NEW),C,11/25/2015,autumn,한국,566,드라마,15세이상관람가,5.47,"정재영,박보영",106,8.036036036,333,2380561.0,1,0,63837509,7362.0,583.0
72,기생수 파트2,야마자키 타카시,판씨네마(주),D,5/7/2015,spring,일본,260,SF,청소년관람불가,7.17,"소메타니 쇼타,아베 사다오,후카츠 에리",118,7.8,55,2255313.0,1,1,4528571,331.0,34.0
73,어글리 돌,캘리 애스버리,판씨네마(주),D,5/1/2019,spring,미국,353,애니메이션,전체관람가,6.0,"켈리 클락슨,닉 조나스,자넬 모네",87,8.942307692,52,905037.0,0,0,1271129,548.0,244.0
74,하트 오브 더 씨,론 하워드,워너브러더스 코리아(주),B,12/3/2015,winter,미국,535,액션,12세이상관람가,6.45,"크리스 헴스워스,킬리언 머피,벤 위쇼",121,8.3125,240,4302393.0,1,0,306671823,1066.0,208.0
75,트럼보,제이 로치,"그린나래미디어(주),(주)프레인글로벌",D,4/7/2016,spring,미국,310,드라마,15세이상관람가,7.6,"브라이언 크랜스톤,다이안 레인,헬렌 미렌",124,8.641025641,39,58784.0,1,0,20169203,6783.0,167.0
76,셀프/리스,타셈 싱,(주)이수C&E,B,9/10/2015,autumn,미국,340,SF,15세이상관람가,5.17,"라이언 레이놀즈,매튜 구드,벤 킹슬리",117,7.945652174,92,687277.0,0,0,92382758,1350.0,59.0
77,앤트맨,페이튼 리드,월트디즈니컴퍼니코리아(주),B,9/3/2015,autumn,미국,949,액션,12세이상관람가,7.09,"폴 러드,마이클 더글라스,에반젤린 릴리",117,8.691348402000001,1283,11127668.0,1,0,67216268,11052.0,342.0
78,패터슨,짐 자무쉬,그린나래미디어(주),D,12/21/2017,winter,프랑스,62,드라마,12세이상관람가,8.2,"아담 드라이버,골쉬프테 파라하니",118,8.626436782,174,29277.0,0,0,17197515,15247.0,40.0
79,나를 차버린 스파이,수잔나 포겔,(주)누리픽쳐스,D,8/22/2018,summer,미국,278,액션,15세이상관람가,5.8,"밀라 쿠니스,케이트 맥키넌",117,8.375,16,264766.0,0,0,2978914,644.0,169.0
80,극장판 도라에몽: 신 진구의 버스 오브 재팬,야쿠와 신노스케,(주)넥스트엔터테인먼트월드(NEW),C,12/21/2016,winter,일본,282,애니메이션,전체관람가,0.0,"채민지,김정아,최낙윤",103,8.975806452,124,225239.0,1,1,1239740,76.0,33.0
81,두번할까요,박용집,(주)리틀빅픽쳐스,D,10/17/2019,autumn,한국,658,코미디,15세이상관람가,3.5,"권상우,이정현,이종혁",112,8.046875,64,174938.0,0,0,31620240,22476.0,499.0
82,너의 결혼식,이석근,메가박스중앙(주)플러스엠,A,8/22/2018,summer,한국,962,멜로/로맨스,12세이상관람가,6.57,"박보영,김영광",110,9.092165899,2170,2820029.0,0,0,62854980,41615.0,996.0
83,성난황소,김민호,(주)쇼박스,C,11/22/2018,autumn,한국,1010,범죄,15세이상관람가,4.67,"마동석,송지효",115,8.740901683999999,1841,1593386.0,0,0,263186047,7936.0,860.0
84,온리 더 브레이브,조셉 코신스키,㈜코리아스크린,D,3/7/2018,spring,미국,301,드라마,12세이상관람가,6.5,"조슈 브롤린,마일즈 텔러,제프 브리지스",133,9.444444444,36,47540.0,0,0,160276110,391.0,31.0
85,아이리시맨,마틴 스코세이지,판씨네마(주),D,11/20/2019,autumn,미국,68,범죄,청소년관람불가,9.11,"로버트 드 니로,알 파치노,조 페시",209,8.870588235,85,809305.0,0,1,51829915,3128.0,193.0
86,나의 절친 악당들,임상수,이십세기폭스코리아(주),B,6/25/2015,summer,한국,384,범죄,청소년관람불가,5.5,"류승범,고준희,류현경",110,5.9,80,1281925.0,0,0,54661329,6258.0,311.0
87,킹스맨 : 시크릿 에이전트,매튜 본,이십세기폭스코리아(주),B,2/11/2015,winter,미국,706,액션,청소년관람불가,7.58,"콜린 퍼스,태런 에저튼,사무엘 L. 잭슨",128,8.96078431372549,918,17202955.0,1,0,319404847,9350.0,380.0
88,국가대표 2,김종현,메가박스중앙(주)플러스엠,A,8/10/2016,summer,한국,562,드라마,12세이상관람가,5.5,"수애,오달수,오연서",126,8.880952381,882,703024.0,1,1,269072510,532296.0,2728.0
89,죽여주는 여자,이재용,CGV아트하우스,A,10/6/2016,autumn,한국,317,드라마,청소년관람불가,6.94,"윤여정,전무송,윤계상",111,8.457943925,107,1736767.0,0,0,57162172,3681.0,372.0
90,터널,김성훈B,(주)쇼박스,C,8/10/2016,summer,한국,1105,드라마,12세이상관람가,7.21,"하정우,배두나,오달수",126,8.66082965,5882,10247082.0,1,0,768530405,482225.0,2026.0
91,악의 연대기,백운학,씨제이이앤엠(주),A,5/14/2015,spring,한국,776,스릴러,15세이상관람가,5.81,"손현주,마동석,최다니엘",102,8.428093645,598,2191793.0,0,0,288312402,12252.0,530.0
92,"당신, 거기 있어줄래요",홍지영,롯데쇼핑㈜롯데엔터테인먼트,A,12/14/2016,winter,한국,767,판타지,12세이상관람가,5.44,"김윤석,변요한,채서진",111,8.872954764,1039,2335092.0,1,0,207758574,7758.0,613.0
93,스카이스크래퍼,로슨 마샬 터버,유니버설픽쳐스인터내셔널 코리아(유),B,7/11/2018,summer,미국,831,액션,12세이상관람가,4.25,"드웨인 존슨,니브 캠벨",102,8.733990148,406,1002858.0,0,0,138652064,1370.0,373.0
94,퍼펙트맨,용수,(주)쇼박스,C,10/2/2019,autumn,한국,894,코미디,15세이상관람가,5.0,"설경구,조진웅",116,8.858757062,177,1144894.0,0,0,446854846,6318.0,544.0
95,마션,리들리 스콧,이십세기폭스코리아(주),B,10/8/2015,autumn,미국,1132,액션,12세이상관람가,7.91,"맷 데이먼,제시카 차스테인,세바스찬 스탠",144,8.774937343,1995,21424146.0,1,0,87204658,9183.0,505.0
96,목소리의 형태,야마다 나오코,(주)디스테이션,D,5/9/2017,spring,일본,466,애니메이션,전체관람가,7.6,"이리노 미유,하야미 사오리",129,8.811145511,646,279898.0,1,0,1169642,160394.0,508.0
97,윈드 리버,테일러 쉐리던,(주)유로커뮤니케이션,D,9/14/2017,autumn,미국,330,액션,15세이상관람가,7.33,"제레미 레너,엘리자베스 올슨",111,8.368421052999999,38,54241.0,0,0,43979183,2936.0,56.0
98,파더 앤 도터,가브리엘 무치노,(주)박수엔터테인먼트,D,12/10/2015,winter,미국,352,드라마,15세이상관람가,6.25,"아만다 사이프리드,러셀 크로우,아론 폴",91,8.259259259,27,69055.0,0,0,38476993,197.0,35.0
99,나쁜 녀석들: 더 무비,손용호,씨제이이앤엠(주),A,9/11/2019,autumn,한국,1511,범죄,15세이상관람가,4.83,"마동석,김상중,김아중",114,8.485527544,1071,5429882.0,0,1,284560713,7659.0,1223.0
100,안나,뤽 베송,판씨네마(주),D,8/28/2019,summer,프랑스,431,액션,15세이상관람가,5.0,"사샤 루스,킬리언 머피,루크 에반스",119,8.277777777999999,54,5161781.0,0,0,31874086,89193.0,386.0
101,원더풀 고스트,조원희,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",D,9/26/2018,autumn,한국,351,코미디,12세이상관람가,4.83,"마동석,김영광,이유영",97,8.281767956,181,450374.0,0,0,289195474,3951.0,434.0
102,셜록 놈즈,존 스티븐슨,"씨네그루(주)키다리이엔티,(주)삼백상회",B,10/3/2018,autumn,미국,440,애니메이션,전체관람가,4.5,"조니 뎁,에밀리 블런트,제임스 맥어보이",86,8.276785713999999,112,86784.0,1,0,129753398,312.0,153.0
103,스폰지밥 3D,폴 티비트,씨제이이앤엠(주),A,2/18/2015,winter,미국,357,애니메이션,전체관람가,5.5,"전태열,이인성,안토니오 반데라스",92,7.947826087,345,325016.0,1,0,6953074,544.0,63.0
104,봉이 김선달,박대민,씨제이이앤엠(주),A,7/6/2016,summer,한국,942,사극,12세이상관람가,5.14,"유승호,조재현,고창석",121,8.317815577000001,1117,2044564.0,1,0,22800872,10087.0,593.0
105,부라더,장유정,메가박스중앙(주)플러스엠,A,11/2/2017,autumn,한국,889,코미디,12세이상관람가,5.8,"마동석,이동휘,이하늬",102,7.884267631,553,1468301.0,1,0,340542202,11870.0,569.0
106,극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,유야마 쿠니히코,(주)이수C&E,B,6/6/2018,summer,일본,588,애니메이션,전체관람가,6.0,"임채헌,이선호,정미숙",90,8.042780749,374,7587500.0,1,1,5305273,125.0,32.0
107,분노의 질주: 홉스&쇼,데이빗 레이치,유니버설픽쳐스인터내셔널 코리아(유),B,8/14/2019,summer,미국,1311,액션,12세이상관람가,6.0,"드웨인 존슨,제이슨 스타뎀,이드리스 엘바",136,9.019567456,971,12043900.0,1,0,183510449,3230.0,643.0
108,극장판 소드 아트 온라인 -오디널 스케일-,이토 토모히코,(주)박수엔터테인먼트,D,2/23/2017,winter,일본,124,애니메이션,12세이상관람가,0.0,"마츠오카 요시츠구,토마츠 하루카,이토 카나에",120,9.27647868,727,117401.0,1,0,1517840,1.0,0.0
109,플립,롭 라이너,(주)팝엔터테인먼트,D,7/12/2017,summer,미국,249,드라마,12세이상관람가,6.0,"매들린 캐롤,캘런 맥오리피",90,9.184501845,542,0.0,1,0,11476,44405.0,313.0
110,블레이드 러너 2049,드니 빌뇌브,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,10/12/2017,autumn,미국,664,SF,15세이상관람가,8.22,"라이언 고슬링,해리슨 포드",163,7.955555556,270,2530063.0,1,1,22782482,2142.0,270.0
111,명탐정 코난:전율의 악보,야마모토 야스이치로,씨제이이앤엠(주),A,2/14/2019,winter,일본,213,애니메이션,12세이상관람가,6.0,"타카야마 미나미,야마자키 와카나,쿠와시마 호우코",116,0.0,0,3213932.0,1,1,12376584,139.0,92.0
112,딥,줄리오 소토 거피드,(주)이수C&E,B,10/3/2017,autumn,기타,441,애니메이션,전체관람가,0.0,"심규혁,사문영,이인성",85,7.905109489,137,226933.0,0,0,3300919,159505.0,318.0
113,두 남자,이성태,씨네그루(주)키다리이엔티,B,11/30/2016,autumn,한국,397,범죄,청소년관람불가,5.44,"마동석,최민호",91,7.733333332999999,90,674609.0,0,0,237471197,136988.0,429.0
114,너와 100번째 사랑,츠키카와 쇼,(주)디스테이션,D,5/25/2017,spring,일본,140,드라마,12세이상관람가,4.67,"사카구치 켄타로,미와,류세이 료",116,8.440677966,59,1088390.0,0,0,604221,435.0,36.0
115,빅,트레버 월,(주)이수C&E,B,7/27/2016,summer,미국,332,애니메이션,전체관람가,0.0,"롭 슈나이더,헤더 그레이엄,켄 정",91,8.246200607999999,329,0.0,0,0,0,1760812.0,3710.0
116,그물,김기덕,(주)넥스트엔터테인먼트월드(NEW),C,10/6/2016,autumn,한국,381,드라마,15세이상관람가,7.25,"류승범,이원근,김영민",114,8.276595745,94,100391.0,0,0,48603991,126783.0,545.0
117,소셜포비아,홍석재,CGV아트하우스,A,3/12/2015,spring,한국,368,스릴러,15세이상관람가,7.18,"변요한,이주승,류준열",102,7.655555556,90,248215.0,0,0,176158055,9307.0,281.0
118,여곡성,유영선,(주)스마일이엔티,D,11/8/2018,autumn,한국,212,공포,15세이상관람가,3.75,"서영희,손나은,이태리",94,5.75,4,67368.0,1,0,49155,3598.0,339.0
119,오빠생각,이한,(주)넥스트엔터테인먼트월드(NEW),C,1/21/2016,winter,한국,855,드라마,12세이상관람가,5.66,"임시완,고아성",124,8.72,500,6268514.0,1,0,12659161,190208.0,1344.0
120,인비저블 게스트,오리올 파울로,(주)더블앤조이픽쳐스,D,9/21/2017,autumn,기타,232,범죄,15세이상관람가,6.5,"마리오 카사스,바바라 레니,호세 코로나도",106,9.41509434,53,161014.0,0,0,377127,287.0,49.0
121,아메리칸 스나이퍼,클린트 이스트우드,워너브러더스 코리아(주),B,1/14/2015,winter,미국,308,액션,청소년관람불가,7.25,"브래들리 쿠퍼,시에나 밀러,제이크 맥더맨",132,8.669902913,206,1943736.0,1,0,12791205,1740.0,144.0
122,석조저택 살인사건,"정식,김휘",씨네그루(주)키다리이엔티,B,5/9/2017,spring,한국,539,스릴러,15세이상관람가,4.67,"고수,김주혁,문성근",109,8.382857142999999,525,4218513.0,1,0,214378311,4390.0,330.0
123,모털 엔진,크리스찬 리버스,유니버설픽쳐스인터내셔널 코리아(유),B,12/5/2018,winter,미국,661,액션,12세이상관람가,5.5,"헤라 힐마,로버트 시한,휴고 위빙",128,7.185430464,151,267896.0,0,1,6688104,596.0,313.0
124,매직빈,조이 주,(주)영화사 빅,D,5/3/2018,spring,기타,534,애니메이션,전체관람가,5.0,"황창영,민아,장병관",72,6.6363636360000005,11,55804.0,0,0,1249384,473.0,57.0
125,그대 이름은 장미,조석현,(주)리틀빅픽쳐스,D,1/16/2019,winter,한국,540,코미디,12세이상관람가,6.5,"유호정,박성웅,오정세",126,7.847457627000001,59,88054.0,0,0,38935258,4382.0,607.0
126,히트맨: 에이전트 47,알렉산더 바흐,이십세기폭스코리아(주),B,9/3/2015,autumn,미국,272,액션,15세이상관람가,5.5,"루퍼트 프렌드,한나 웨어,재커리 퀸토",98,7.833333333,84,63073.0,1,1,378804,310.0,29.0
127,다크 플레이스,질스 파겟-브레너,"(주)스톰픽쳐스코리아,주식회사 우리네트웍스",D,7/15/2015,summer,미국,268,드라마,청소년관람불가,6.0,"샤를리즈 테론,니콜라스 홀트,클로이 모레츠",113,7.609756097999999,41,66075.0,1,0,154159411,2262.0,60.0
128,아이 엠 마더,피에르 모렐,"(주)삼백상회,(주)팬엔터테인먼트",D,4/11/2019,spring,미국,213,액션,15세이상관람가,5.25,제니퍼 가너,102,8.492537313,67,201594.0,0,0,1214509,1222.0,144.0
129,노아의 방주: 남겨진 녀석들,토비 젠켈,씨네그루(주)다우기술,B,4/30/2015,spring,기타,436,애니메이션,전체관람가,6.16,"김하영,배진홍,윤세웅",85,8.408866995,203,497626.0,0,0,3197734,217.0,92.0
130,할로윈,데이빗 고든 그린,유니버설픽쳐스인터내셔널 코리아(유),B,10/31/2018,autumn,미국,536,공포,청소년관람불가,7.43,"제이미 리 커티스,주디 그리어",106,7.299435027999999,177,2511.0,1,0,4565888,49504.0,2019.0
131,패신저스,모튼 틸덤,유니버설픽쳐스인터내셔널 코리아(유),B,1/4/2017,winter,미국,608,어드벤처,12세이상관람가,5.5,"제니퍼 로렌스,크리스 프랫,마이클 쉰",116,8.060927152,755,3487587.0,0,0,135851597,2622.0,244.0
132,이미테이션 게임,모튼 틸덤,메가박스중앙(주)플러스엠,A,2/17/2015,winter,영국,541,드라마,15세이상관람가,7.25,"베네딕트 컴버배치,키이라 나이틀리,매튜 구드",114,8.726821192000001,604,3487587.0,1,0,69343290,3397.0,810.0
133,쥬만지: 새로운 세계,제이크 캐스단,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,1/3/2018,winter,미국,791,액션,12세이상관람가,5.33,"드웨인 존슨,잭 블랙,케빈 하트",118,8.473394495,545,4472312.0,1,1,237067369,2408.0,350.0
134,아일라,칸 울카이,(주)영화사 빅,D,6/21/2018,summer,기타,371,드라마,15세이상관람가,5.25,"김설,이스마일 하지오글루",123,9.128205128,39,36335.0,0,1,0,2475.0,92.0
135,"나, 다니엘 블레이크",켄 로치,(주)영화사 진진,D,12/8/2016,winter,영국,63,드라마,12세이상관람가,8.4,"데이브 존스,헤일리 스콰이어",100,9.352941176,102,79130.0,1,0,0,1753.0,54.0
136,소공녀,전고운,CGV아트하우스,A,3/22/2018,spring,한국,284,멜로/로맨스,15세이상관람가,6.75,"이솜,안재홍",106,8.957446809,94,58340.0,0,1,40739127,6595.0,178.0
137,로마의 휴일,이덕희,메가박스중앙(주)플러스엠,A,8/30/2017,summer,한국,436,코미디,15세이상관람가,3.0,"임창정,공형진,정상훈",108,7.98630137,73,0.0,0,0,4935977,7722.0,169.0
138,그레이트 월,장예모,유니버설픽쳐스인터내셔널 코리아(유),B,2/15/2017,winter,미국,598,판타지,12세이상관람가,4.5,"맷 데이먼,윌렘 대포,페드로 파스칼",103,8.00536193,373,564800.0,1,0,56549854,3346.0,232.0
139,슈퍼 빼꼼: 스파이 대작전,임아론,메가박스중앙(주)플러스엠,A,5/3/2017,spring,한국,358,애니메이션,전체관람가,4.5,"김태균B,최정현",77,8.26056338,284,96462.0,1,0,608984,149.0,41.0
140,번 더 스테이지: 더 무비,박준수,월트디즈니컴퍼니코리아 유한책임회사,B,11/15/2018,autumn,한국,243,다큐멘터리,전체관람가,6.0,"RM,진,슈가",83,0.0,0,966094.0,0,1,0,1245.0,325.0
141,"그날, 바다",김지영,(주)엣나인필름,D,4/12/2018,spring,한국,611,다큐멘터리,15세이상관람가,6.4,정우성,110,9.881427072000001,953,540558.0,0,0,108856533,33062.0,983.0
142,게이트,신재호,(주)제이앤씨미디어그룹,D,2/28/2018,winter,한국,208,범죄,15세이상관람가,3.0,"정려원,임창정,정상훈",92,9.255813952999999,43,102512.0,0,0,4692006,521152.0,850.0
143,너의 이름은.,신카이 마코토,메가박스중앙(주)플러스엠,A,1/4/2017,winter,일본,947,애니메이션,12세이상관람가,7.55,"카미키 류노스케,카미시라이시 모네",106,9.215101193999999,3854,7896586.0,0,0,14473898,196933.0,1065.0
144,신데렐라,케네스 브래너,월트디즈니컴퍼니코리아(주),B,3/19/2015,spring,미국,531,멜로/로맨스,전체관람가,6.5,"릴리 제임스,리차드 매든,케이트 블란쳇",113,8.403278689,305,1520015.0,1,0,64688576,105099.0,464.0
145,커런트 워,알폰소 고메즈-레존,(주)이수C&E,B,8/22/2019,summer,미국,276,드라마,12세이상관람가,5.5,"베네딕트 컴버배치,톰 홀랜드,니콜라스 홀트",108,6.5,6,210945.0,0,1,108743526,728.0,180.0
146,로빈슨 크루소,"벤 스타센,빈센트 케스텔루트",(주)영화사 빅,D,9/7/2016,autumn,기타,329,애니메이션,전체관람가,7.0,"유리 로웬탈,데이비드 호워드,콜린 메츠거",90,8.43902439,82,2683233.0,1,0,0,2237.0,87.0
147,더 포스트,스티븐 스필버그,CGV아트하우스,A,2/28/2018,winter,미국,281,드라마,12세이상관람가,7.63,"메릴 스트립,톰 행크스",116,8.805309735,113,6576583.0,0,1,27455545,349124.0,1504.0
148,슈퍼 프렌즈,"이경호,이원재",씨네그루(주)키다리이엔티,B,8/10/2016,summer,한국,255,애니메이션,전체관람가,6.0,"변현우,김지혜,박조호",82,8.866071429,224,258879.0,1,0,517758,6100.0,40.0
149,장난스런 키스,프랭키 첸,"오드,(주)홈초이스",D,3/27/2019,spring,기타,532,멜로/로맨스,12세이상관람가,4.75,"왕대륙,임윤",122,8.566666667,240,1239593.0,0,0,16706,9311.0,380.0
150,극장판 뽀잉: 슈퍼 변신의 비밀,정미화,"(주)이수C&E,(주)시너지미디어",B,9/20/2018,autumn,한국,294,애니메이션,전체관람가,7.0,"전태열,엄상현,홍소영",72,8.035714286000001,28,41054.0,0,1,27724759,187.0,100.0
151,엑스맨: 아포칼립스,브라이언 싱어,이십세기폭스코리아(주),B,5/25/2016,spring,미국,1262,액션,12세이상관람가,7.35,"제임스 맥어보이,마이클 패스벤더,제니퍼 로렌스",143,8.295994327999999,2821,20367686.0,1,1,196722734,3644.0,461.0
152,도라에몽 : 스탠 바이 미,"야마자키 타카시,야기 류이치",(주)넥스트엔터테인먼트월드(NEW),C,2/12/2015,winter,일본,432,애니메이션,전체관람가,7.0,"미즈타,와사비,오오하라 메구미,카카즈 유미",95,8.517928287,251,3510600.0,1,1,3290420,661.0,120.0
153,명탐정 피카츄,롭 레터맨,워너브러더스 코리아(주),B,5/9/2019,spring,미국,817,액션,전체관람가,5.5,"라이언 레이놀즈,저스티스 스미스",104,8.777777777999999,216,1281521.0,0,1,59854794,1589.0,468.0
154,슈퍼미니 2,"토마스 자보,헬레네 지라드",(주)박수엔터테인먼트,D,2/27/2019,winter,프랑스,345,애니메이션,전체관람가,7.67,"브루노 살로몬,티에리 프레몽",92,7.5,38,146826.0,1,0,0,37557.0,66.0
155,스누피: 더 피너츠 무비,스티브 마티노,이십세기폭스코리아(주),B,12/24/2015,winter,미국,348,애니메이션,전체관람가,6.0,"빌 멜렌데즈,노아 스납",93,7.867149757999999,414,1804446.0,1,1,0,1607.0,87.0
