,id,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분,expert_rating,starring_actors,running_times,audience_rating,rating_audiences,개봉일_int
473,473,범죄도시,강윤성,"(주)홍필름,(주)비에이엔터테인먼트",,"메가박스중앙(주)플러스엠,(주)키위미디어그룹",2017-10-03,개봉영화,장편,한국,1315,56077813249,6851297,14046905449,1670254,범죄,청소년관람불가,일반영화,6.00,"마동석(마석도), 윤계상(장첸)",121분,9.320817490494296,2104,2017
474,474,군함도,류승완,"(주)외유내강,(주)필름케이",,씨제이이앤엠(주),2017-07-26,개봉영화,장편,한국,2027,50510565168,6592151,11091878868,1398649,액션,15세이상관람가,일반영화,6.17,"황정민(이강옥), 소지섭(최칠성), 송중기(박무영)",132분,7.542178323545115,3746,2017
475,475,청년경찰,김주환,"(주)무비락,(주)도서관옆스튜디오,베리굿스튜디오(주)",,롯데쇼핑㈜롯데엔터테인먼트,2017-08-09,개봉영화,장편,한국,1102,44241099316,5636259,9885607016,1207318,액션,15세이상관람가,일반영화,5.10,"박서준(기준), 강하늘(희열)",109분,9.095669036845507,1547,2017
476,476,킹스맨: 골든 서클,매튜 본,,이십세기폭스코리아(주),이십세기폭스코리아(주),2017-09-27,개봉영화,장편,미국,1687,40987484736,4945484,12306638886,1419759,액션,청소년관람불가,일반영화,5.00,"콜린 퍼스(해리 하트), 줄리안 무어(포피), 태런 에저튼(에그시)",141분,8.748452264581298,3069,2017
477,477,토르: 라그나로크,타이카 와이티티,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2017-10-25,개봉영화,장편,미국,1640,39227691395,4853778,12078816595,1417791,액션,12세이상관람가,일반영화,6.13,"크리스 헴스워스(토르), 마크 러팔로(헐크), 톰 히들스턴(로키)",130분,9.030628945522562,4277,2017
478,478,꾼,장창원,(주)영화사두둥,,(주)쇼박스,2017-11-22,개봉영화,장편,한국,1314,31312029795,4018035,7524164445,931841,범죄,15세이상관람가,일반영화,4.40,"현빈(황지성), 유지태(박희수 검사), 배성우(고석동)",117분,8.346560846560847,1512,2017
479,479,강철비,양우석,"(주)와이웍스엔터테인먼트,(주)모팩",,(주)넥스트엔터테인먼트월드(NEW),2017-12-14,개봉영화,장편,한국,1426,31983233566,4012889,7836617016,954933,액션,15세이상관람가,일반영화,7.18,"정우성(엄철우), 곽도원(곽철우)",139분,8.811791383219955,2205,2017
480,480,남한산성,황동혁,(주)싸이런픽쳐스,,씨제이이앤엠(주),2017-10-03,개봉영화,장편,한국,1229,31067321992,3829891,7375553392,889444,사극,15세이상관람가,일반영화,7.50,"이병헌(최명길), 김윤석(김상헌), 박해일(인조)",139분,8.154387611450023,2131,2017
481,481,슈퍼배드 3,"피에르 꼬팽,카일 발다",,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-07-26,개봉영화,장편,미국,1057,24216987019,3324861,5558252919,723552,애니메이션,전체관람가,일반영화,5.00,"스티브 카렐(그루/드루 목소리), 크리스틴 위그(루시 와일드 목소리), 트레이 파커(발타자르 브래트 목소리)",90분,8.793984962406014,3325,2017
482,482,아이 캔 스피크,김현석,"주식회사 영화사 시선,(주)명필름",,"롯데쇼핑㈜롯데엔터테인먼트,(주)리틀빅픽쳐스",2017-09-21,개봉영화,장편,한국,1140,25526451186,3279296,6406642486,796298,코미디,12세이상관람가,일반영화,7.25,"나문희(나옥분), 이제훈(박민재)",119분,9.257869249394673,826,2017
483,483,덩케르크,크리스토퍼 놀란,,워너브러더스 코리아(주),워너브러더스 코리아(주),2017-07-20,개봉영화,장편,미국,1252,24550541348,2788732,9437670298,986967,액션,12세이상관람가,일반영화,8.55,"핀 화이트헤드(토미), 마크 라이런스(도슨), 톰 하디(파리어)",106분,8.561823802163833,1294,2017
484,484,살인자의 기억법,원신연,"(주)쇼박스,(주)더블유픽처스,(주)그린피쉬,영화사 이창",,(주)쇼박스,2017-09-06,개봉영화,장편,한국,1064,21361479492,2656694,5389419142,643595,범죄,15세이상관람가,일반영화,5.78,"설경구(김병수), 김남길(민태주), 설현(은희)",118분,8.194319880418535,669,2017
485,485,혹성탈출: 종의 전쟁,맷 리브스,,이십세기폭스코리아(주),이십세기폭스코리아(주),2017-08-15,개봉영화,장편,미국,1017,16851234778,2050909,4721118278,538479,액션,12세이상관람가,일반영화,7.75,"앤디 서키스(시저), 우디 해럴슨(대령), 스티브 잔(배드 에이프)",140분,8.210034013605442,1176,2017
486,486,1987,장준환,(주)우정필름,,씨제이이앤엠(주),2017-12-27,개봉영화,장편,한국,1299,15254004037,1942077,3826119887,473352,드라마,15세이상관람가,일반영화,8.08,"김윤석(박처장), 하정우(공안부장), 유해진(한병용)",129분,9.273395394414504,2041,2017
487,487,애나벨 : 인형의 주인,데이비드 F. 샌드버그,,워너브러더스 코리아(주),워너브러더스 코리아(주),2017-08-10,개봉영화,장편,미국,1006,15526858738,1934192,3970570338,472569,공포(호러),15세이상관람가,일반영화,7.00,"스테파니 시그만(수녀 샬럿), 탈리타 베이트먼(재니스), 앨리시아 벨라 베일리",109분,7.72676282051282,1248,2017
488,488,저스티스 리그,잭 스나이더,,워너브러더스 코리아(주),워너브러더스 코리아(주),2017-11-15,개봉영화,장편,미국,1308,14629677795,1786383,4549730995,524158,액션,12세이상관람가,일반영화,5.83,"벤 애플렉(브루스 웨인/배트맨), 갤 가돗(다이애나 프린스/원더 우먼), 제이슨 모모아(아서 커리/아쿠아맨)",120분,8.01030303030303,1650,2017
489,489,킬러의 보디가드,패트릭 휴즈,,(유)조이앤시네마,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",2017-08-30,개봉영화,장편,미국,482,14020395800,1721757,4048575300,488376,액션,15세이상관람가,일반영화,5.60,"라이언 레이놀즈(마이클 브라이스), 사무엘 L. 잭슨(다리우스 킨케이드)",125분,8.909090909090908,77,2017
490,490,부라더,장유정,"(주)홍필름,(주)수필름",,메가박스중앙(주)플러스엠,2017-11-02,개봉영화,장편,한국,889,11590908298,1468301,2357877298,287039,코미디,12세이상관람가,일반영화,5.80,"마동석(석봉), 이동휘(주봉), 이하늬(오로라)",102분,7.884267631103074,553,2017
491,491,기억의 밤,장항준,(주)비에이엔터테인먼트,,"메가박스중앙(주)플러스엠,주식회사 키위컴퍼니",2017-11-29,개봉영화,장편,한국,751,10646654660,1386611,2885227160,362625,미스터리,15세이상관람가,일반영화,5.67,"강하늘(진석), 김무열(유석)",109분,8.524390243902438,738,2017
492,492,해피 데스데이,크리스토퍼 랜던,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-11-08,개봉영화,장편,미국,714,11003095402,1382480,3024232752,365202,공포(호러),15세이상관람가,일반영화,-,"제시카 로테(트리 겔브먼), 이스라엘 브로우사드(카터 데이비스)",96분,8.4784,625,2017
493,493,브이아이피,박훈정,"(주)영화사 금월,(주)페퍼민트앤컴퍼니",,워너브러더스 코리아(주),2017-08-23,개봉영화,장편,한국,996,10956621835,1373316,2863320535,345963,범죄,청소년관람불가,일반영화,5.00,"장동건(박재혁), 김명민(채이도), 박희순(리대범)",128분,6.778050778050778,1221,2017
494,494,장산범,허정,(주)드림캡쳐,,(주)넥스트엔터테인먼트월드(NEW),2017-08-17,개봉영화,장편,한국,711,10332117083,1305145,2153814083,257679,미스터리,15세이상관람가,일반영화,5.80,"염정아(희연), 박혁권(민호)",100분,7.543103448275862,696,2017
495,495,지오스톰,"딘 데블린,대니 캐넌",,워너브러더스 코리아(주),워너브러더스 코리아(주),2017-10-19,개봉영화,장편,미국,854,8480864614,1028384,2098804714,238747,액션,12세이상관람가,일반영화,5.50,"제라드 버틀러(제이크), 짐 스터게스(맥스), 애비 코니쉬(사라)",109분,8.150684931506849,657,2017
496,496,스타워즈: 라스트 제다이,라이언 존슨,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2017-12-14,개봉영화,장편,미국,1107,8535886061,946547,3253329661,325647,액션,12세이상관람가,일반영화,7.75,"데이지 리들리(레이), 마크 해밀(루크 스카이워커), 아담 드라이버(카일로 렌)",152분,7.827302631578948,608,2017
497,497,그것,안드레스 무시에티,,워너브러더스 코리아(주),워너브러더스 코리아(주),2017-09-06,개봉영화,장편,미국,837,7331422607,888386,1958970207,224114,공포(호러),15세이상관람가,일반영화,6.6,"빌 스카스가드(페니 와이즈), 제이든 리버허(빌)",135분,7.609907120743034,323,2017
498,498,오리엔트 특급 살인,케네스 브래너,,이십세기폭스코리아(주),이십세기폭스코리아(주),2017-11-29,개봉영화,장편,미국,707,6636205163,863567,2593685463,323592,드라마,12세이상관람가,일반영화,5.88,"케네스 브래너(에르큘 포와로), 페넬로페 크루즈(필라 에스트라바도스), 윌렘 대포(게르하르트 하드만)",114분,8.071090047393366,422,2017
499,499,베이비 드라이버,에드가 라이트,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-09-14,개봉영화,장편,영국,778,6688509214,821419,2396693714,284626,액션,15세이상관람가,일반영화,7.67,"안셀 엘고트(베이비), 케빈 스페이시(박사), 릴리 제임스(데보라)",113분,8.642105263157895,285,2017
500,500,위대한 쇼맨,마이클 그레이시,,이십세기폭스코리아(주),이십세기폭스코리아(주),2017-12-20,개봉영화,장편,미국,702,6657039200,814587,2679793600,319709,드라마,12세이상관람가,일반영화,6.60,"휴 잭맨(P.T. 바넘), 잭 에프론(필립 칼라일), 미셸 윌리엄스(채러티 바넘)",104분,9.330445544554456,808,2017
501,501,뽀로로 극장판 공룡섬 대모험,"김현호,윤제완",(주)오콘,,(주)넥스트엔터테인먼트월드(NEW),2017-12-07,개봉영화,장편,한국,803,5826048600,770801,1029801100,129546,애니메이션,전체관람가,일반영화,-,"이선(뽀로로 목소리), 이미자(크롱 목소리), 함수정(에디 목소리)",79분,9.276190476190477,945,2017
502,502,47 미터,요하네스 로버츠,,(주)비엠컬쳐스,씨네그루(주)키다리이엔티,2017-07-19,개봉영화,장편,영국,733,4686022657,590036,1043910157,125764,스릴러,15세이상관람가,일반영화,4.0,"맨디 무어(리사), 클레어 홀트(케이트)",89분,7.569288389513108,267,2017
503,503,메리와 마녀의 꽃,요네바야시 히로마사,,씨제이이앤엠(주),CGV아트하우스,2017-12-07,개봉영화,장편,일본,751,4062304239,535084,1100013439,137829,애니메이션,전체관람가,일반영화,5.83,"스기사키 하나(메리 목소리), 카미키 류노스케(피터 목소리)",103분,8.01736111111111,288,2017
504,504,발레리안: 천 개 행성의 도시,뤽 베송,,판씨네마(주),판씨네마(주),2017-08-30,개봉영화,장편,프랑스,629,4047756408,511931,1318056208,157111,액션,12세이상관람가,일반영화,5.56,"데인 드한(발레리안), 카라 델레바인(로렐린)",137분,8.035911602209945,362,2017
505,505,카3: 새로운 도전,브라이언 피,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2017-07-13,개봉영화,장편,미국,800,3599544501,487916,854573801,108150,애니메이션,전체관람가,일반영화,5.50,"오웬 윌슨(라이트닝 맥퀸 목소리), 크리스텔라 알론조(크루즈 라미레즈 목소리), 아미 해머(잭슨 스톰 목소리)",109분,8.725,360,2017
506,506,침묵,정지우,(주)용필름,,씨제이이앤엠(주),2017-11-02,개봉영화,장편,한국,634,3873542364,487897,1140873764,139002,드라마,15세이상관람가,일반영화,6.09,"최민식(임태산), 박신혜(최희정), 류준열(김동명)",125분,8.224669603524228,454,2017
507,507,너의 췌장을 먹고 싶어,츠키카와 쇼,,(주)미디어캐슬,(주)넥스트엔터테인먼트월드(NEW),2017-10-25,개봉영화,장편,일본,218,3703660800,465265,1046559800,128333,드라마,12세이상관람가,독립/예술영화,7.33,"타카스기 마히로(나 목소리), 린(사쿠라 목소리)",109분,8.538461538461538,65,2017
508,508,명탐정 코난:진홍의 연가,시즈노 코분,,씨제이이앤엠(주),씨제이이앤엠(주),2017-08-02,개봉영화,장편,일본,582,3255598200,448381,770592800,102460,애니메이션,12세이상관람가,일반영화,6.00,"타카야마 미나미, 야마자키 와카나, 코야마 리키야",113분,9.121951219512194,410,2017
509,509,반드시 잡는다,김홍선,"(주)에이디사공육,씨네주 유한회사",,(주)넥스트엔터테인먼트월드(NEW),2017-11-29,개봉영화,장편,한국,565,3324033772,446379,794998472,102380,스릴러,15세이상관람가,일반영화,6.50,"백윤식(심덕수), 성동일(박평달)",110분,8.2986301369863,365,2017
510,510,극장판 포켓몬스터 너로 정했다!,유야마 쿠니히코,,(주)포켓몬코리아,(주)이수C&E,2017-12-21,개봉영화,장편,일본,626,3117529700,415255,591147400,76058,애니메이션,전체관람가,일반영화,6.00,"마츠모토 리카(사토시 목소리), 오오타니 이쿠에(피카츄 목소리)",98분,9.00152207001522,657,2017
511,511,넛잡 2,캘런 브런커,"(주)레드로버,툰박스 엔터테인먼트",,롯데쇼핑㈜롯데엔터테인먼트,2017-10-03,개봉영화,장편,한국,526,3038945100,407727,513530500,66475,애니메이션,전체관람가,일반영화,5.00,"윌 아넷(설리 목소리), 캐서린 헤이글(앤디 목소리), 성룡(미스터 펭 목소리)",91분,8.689473684210526,190,2017
512,512,아메리칸 메이드,더그 라이만,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-09-14,개봉영화,장편,미국,691,3175539145,401541,932267045,114257,범죄,15세이상관람가,일반영화,6.67,"톰 크루즈(배리 씰), 도널 글리슨(몬티 쉐퍼), 사라 라이트(루시 씰)",115분,8.115,200,2017
513,513,러빙 빈센트,"도로타 코비엘라,휴 웰치맨",,(주)퍼스트런,판씨네마(주),2017-11-09,개봉영화,장편,영국,272,3051639861,383517,1584998261,194304,애니메이션,15세이상관람가,독립/예술영화,7.50,"더글러스 부스(아르망 룰랭), 시얼샤 로넌(마르그리트 가셰), 제롬 플린(닥터 가셰)",107분,9.169934640522875,459,2017
514,514,대장 김창수,이원태,"(주)비에이엔터테인먼트,(주)무비스퀘어",,"씨네그루(주)키다리이엔티,주식회사 키위컴퍼니",2017-10-19,개봉영화,장편,한국,748,2871905115,380581,740794715,93920,드라마,12세이상관람가,일반영화,4.67,"조진웅(김창수), 송승헌(강형식)",115분,8.624223602484472,322,2017
515,515,플립,롭 라이너,,(주)팝엔터테인먼트,(주)팝엔터테인먼트,2017-07-12,개봉영화,장편,미국,249,2818791900,354601,1025482700,123030,드라마,12세이상관람가,일반영화,6.00,"매들린 캐롤(줄리 베이커), 캘런 맥오리피(브라이스 로스키)",90분,9.18450184501845,542,2017
516,516,7호실,이용승,(주)명필름,,롯데쇼핑㈜롯데엔터테인먼트,2017-11-15,개봉영화,장편,한국,629,2677284639,347790,784052239,98086,코미디,15세이상관람가,일반영화,6.43,"신하균(두식), 디오(태정)",100분,7.2898550724637685,276,2017
517,517,몬스터 패밀리,호거 태프,,(주)우성엔터테인먼트,씨네그루(주)키다리이엔티,2017-12-21,개봉영화,장편,독일,617,2531182700,341614,474831200,60474,애니메이션,전체관람가,일반영화,6.00,"에밀리 왓슨(엠마 목소리), 닉 프로스트(프랭크 목소리), 제시카 브라운 핀들레이(페이 목소리)",93분,8.306167400881057,454,2017
518,518,내 사랑,에이슬링 월쉬,,오드,오드,2017-07-12,개봉영화,장편,아일랜드,233,2434007625,333347,1181010825,158355,드라마,12세이상관람가,독립/예술영화,6.71,"샐리 호킨스(모드 루이스), 에단 호크(에버렛 루이스)",115분,9.14655172413793,116,2017
519,519,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,하시모토 마사카즈,,씨제이이앤엠(주),씨제이이앤엠(주),2017-07-20,개봉영화,장편,일본,547,2417712700,333082,369416200,47946,애니메이션,전체관람가,일반영화,-,"박영남(짱구 목소리), 양정화(덩덩이 목소리)",103분,8.703389830508474,118,2017
520,520,희생부활자,곽경택,"(주)영화사 신세계,(주)바른손이앤에이",,(주)쇼박스,2017-10-12,개봉영화,장편,한국,781,2515479835,323628,524639435,64620,미스터리,15세이상관람가,일반영화,5.17,"김래원(서진홍), 김해숙(최명숙)",91분,6.714285714285714,182,2017
521,521,블레이드 러너 2049,드니 빌뇌브,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-10-12,개봉영화,장편,미국,664,2760845365,321018,1162877565,128723,SF,15세이상관람가,일반영화,8.22,"라이언 고슬링(K), 해리슨 포드(릭 데커드)",163분,7.955555555555556,270,2017
522,522,빅풋 주니어,"제레미 드그루손,벤 스타센",,"(주)퍼스트런,유니콘미디어(주)",(주)이수C&E,2017-08-09,개봉영화,장편,벨기에,437,2245548900,318737,451385400,60164,애니메이션,전체관람가,독립/예술영화,-,"우정신, 임채헌",92분,8.88,100,2017
523,523,공범자들,최승호,한국탐사저널리즘센터,,(주)엣나인필름,2017-08-17,개봉영화,장편,한국,228,2017678800,258478,745661900,92054,다큐멘터리,15세이상관람가,독립/예술영화,6.44,"이명박(본인), 김재철(본인), 김장겸(본인)",106분,9.649484536082474,291,2017
524,524,미옥,이안규,(주)영화사 소중한,,씨네그루(주)키다리이엔티,2017-11-09,개봉영화,장편,한국,635,1897705564,238587,520190864,63596,범죄,청소년관람불가,일반영화,4.33,"김혜수(현정), 이선균(상훈)",91분,7.375,216,2017
525,525,딥,줄리오 소토 거피드,,(주)영화사 빅,(주)이수C&E,2017-10-03,개봉영화,장편,스페인,441,1746940500,226933,349568900,43492,애니메이션,전체관람가,독립/예술영화,-,"심규혁(딥 목소리), 사문영(앨리/노마 목소리), 이인성(이보 목소리)",85분,7.905109489051095,137,2017
526,526,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,"우시로 신지,요코이 타케시",,씨제이이앤엠(주),씨제이이앤엠(주),2017-09-27,개봉영화,장편,일본,486,1581375300,215203,302166700,39494,애니메이션,전체관람가,일반영화,5.00,"박경혜(민호 한국어 목소리), 홍범기(위스퍼 한국어 목소리), 김현지(지바냥 한국어 목소리)",90분,8.56637168141593,226,2017
527,527,어쌔신: 더 비기닝,마이클 쿠에스타,,(주)우성엔터테인먼트,(주)이수C&E,2017-12-07,개봉영화,장편,미국,528,1575027000,203045,427713600,53797,액션,15세이상관람가,일반영화,5.50,"딜런 오브라이언(미치 랩), 마이클 키튼(스탠 헐리), 산나 라단(아이린 케네디)",112분,8.53896103896104,154,2017
528,528,채비,조영준,(주)26컴퍼니,,오퍼스픽쳐스(유),2017-11-09,개봉영화,장편,한국,480,1249977864,175889,320185164,43533,드라마,12세이상관람가,일반영화,5.00,"고두심(애순), 김성균(인규)",114분,9.168,125,2017
529,529,"나는 내일, 어제의 너와 만난다",미키 타카히로,,(주)엔케이컨텐츠,(주)디스테이션,2017-10-12,개봉영화,장편,일본,206,1343600900,175367,450954600,58106,멜로/로맨스,12세이상관람가,독립/예술영화,6.00,"후쿠시 소우타(미나미야마 타카토시), 고마츠 나나(후쿠쥬 에미)",110분,8.40379403794038,369,2017
530,530,예수는 역사다,존 건,,(재)CBS,(재)CBS,2017-07-13,개봉영화,장편,미국,217,1229743400,170796,336647800,42982,드라마,전체관람가,독립/예술영화,4.00,"마이크 보겔(리 스트로벨), 에리카 크리스틴슨(레슬리 스트로벨), 페이 더너웨이(로버타 박사)",113분,9.153846153846153,65,2017
531,531,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,다카하시 아츠시,,대원미디어(주),(주)넥스트엔터테인먼트월드(NEW),2017-08-10,개봉영화,장편,일본,351,1175560900,166252,194738200,26136,애니메이션,전체관람가,일반영화,6.00,"미즈타 와사비(도라에몽 목소리), 오오하라 메구미(노비타 (진구) 목소리), 카카즈 유미(시즈카 목소리)",101분,8.8125,112,2017
532,532,아토믹 블론드,데이빗 레이치,,(주)메인타이틀픽쳐스,씨네그루(주)키다리이엔티,2017-08-30,개봉영화,장편,미국,471,1177725658,155368,486321658,62007,액션,청소년관람불가,일반영화,6.43,"샤를리즈 테론(로레인 브로튼), 제임스 맥어보이(데이빗 퍼시벌), 소피아 부텔라(델핀)",114분,8.0,147,2017
533,533,레고 닌자고 무비,찰리 빈,,워너브러더스 코리아(주),워너브러더스 코리아(주),2017-09-28,개봉영화,장편,미국,459,1149394400,154966,292991400,37758,애니메이션,전체관람가,일반영화,4.00,"데이브 프랭코(로이드 목소리), 올리비아 문(코코 목소리), 저스틴 서룩스(가마돈 목소리)",101분,8.821138211382113,123,2017
534,534,극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,닛타 노리오,,씨제이이앤엠(주),씨제이이앤엠(주),2017-09-07,개봉영화,장편,일본,232,1055895200,137052,230840900,29255,애니메이션,전체관람가,일반영화,-,"이지현(한미소 목소리), 여윤미(푸르밍 목소리), 여민정(럭키밍 목소리)",76분,-,-,2017
535,535,로마의 휴일,이덕희,(주)전망좋은 영화사,,메가박스중앙(주)플러스엠,2017-08-30,개봉영화,장편,한국,436,993321176,134827,217460976,28160,코미디,15세이상관람가,일반영화,3.00,"임창정(강인한), 공형진(진기주), 정상훈(정두만)",108분,7.986301369863014,73,2017
536,536,저수지 게임,최진성,프로젝트 부,,(주)스마일이엔티,2017-09-07,개봉영화,장편,한국,289,984605100,125402,390376200,47721,다큐멘터리,15세이상관람가,독립/예술영화,6.67,"주진우(본인), 조미래(본인), 정재호(본인)",100분,9.77710843373494,166,2017
537,537,파리로 가는 길,엘레노어 코폴라,,(주)티캐스트,(주)티캐스트,2017-08-03,개봉영화,장편,미국,79,931810300,118985,615973800,76126,드라마,12세이상관람가,독립/예술영화,5.17,"다이안 레인(앤), 알렉 볼드윈(마이클), 아르노 비야르(자크)",92분,8.176991150442477,113,2017
538,538,직쏘,"피터 스피어이그,마이클 스피어리그",,㈜코리아스크린,㈜코리아스크린,2017-11-02,개봉영화,장편,미국,175,966956500,110834,270275200,30685,공포(호러),청소년관람불가,일반영화,4.00,토빈 벨(직쏘/존 크레이머),92분,-,-,2017
539,539,더 테이블,김종관,볼미디어(주),,(주)엣나인필름,2017-08-24,개봉영화,장편,한국,272,830762100,103054,473573400,56654,드라마,12세이상관람가,독립/예술영화,5.50,"정유미(유진), 한예리(은희), 정은채(경진)",70분,8.317073170731707,328,2017
540,540,김광석,이상호,(주)씨네포트,,(주)비엠컬쳐스,2017-08-30,개봉영화,장편,한국,223,772483500,98231,346699400,41838,다큐멘터리,15세이상관람가,독립/예술영화,6.00,"김광석(본인), 이상호(본인), 박학기(본인)",82분,8.928571428571429,56,2017
541,541,다크타워: 희망의 탑,니콜라이 아르셀,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-08-23,개봉영화,장편,미국,497,761759275,97017,261769275,31833,액션,15세이상관람가,일반영화,4.25,"이드리스 엘바(롤랜드/건슬링어), 매튜 맥커너히(맨 인 블랙/월터), 톰 테일러(제이크 챔버스)",95분,7.4393939393939394,132,2017
542,542,인비저블 게스트,오리올 파울로,,(주)더블앤조이픽쳐스,(주)더블앤조이픽쳐스,2017-09-21,개봉영화,장편,스페인,232,758162200,94281,367271800,44659,범죄,15세이상관람가,독립/예술영화,6.50,"마리오 카사스(아드리안 도리아), 바바라 레니(로라 비달), 호세 코로나도(토마스 가리도)",106분,9.415094339622641,53,2017
543,543,노 게임 노 라이프 -제로-,이시즈카 아츠코,,(주)애니플러스,(주)박수엔터테인먼트,2017-10-19,개봉영화,장편,일본,121,738618300,90643,201840300,24227,애니메이션,12세이상관람가,독립/예술영화,-,"마츠오카 요시츠구(리쿠), 카야노 아이(슈비), 히카사 요코",107분,8.0,1,2017
544,544,몬스터 콜,후안 안토니오 바요나,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2017-09-14,개봉영화,장편,스페인,349,686273900,87841,299085800,36865,판타지,12세이상관람가,독립/예술영화,6.88,"루이스 맥더겔(코너), 시고니 위버(할머니), 펠리시티 존스(엄마)",108분,8.905405405405405,74,2017
545,545,킹 오브 프리즘 - 프라이드 더 히어로,히시다 마사카즈,,동우에이앤이(주),"동우에이앤이(주),(주)박수엔터테인먼트",2017-06-10,개봉영화,장편,일본,92,676167500,82863,520124000,61867,애니메이션,15세이상관람가,일반영화,-,"남도형(미하마 코우지 한국어 목소리), 엄상현(하야미 히로 한국어 목소리), 이원찬(니시나 카즈키 / 히무로 히지리 한국어 목소리)",70분,9.88888888888889,36,2017
546,546,원더,스티븐 크보스키,,"CGV아트하우스,그린나래미디어(주)",CGV아트하우스,2017-12-27,개봉영화,장편,미국,183,632389700,81680,266568600,34246,드라마,전체관람가,독립/예술영화,6.86,"제이콥 트렘블레이(어기 풀먼), 줄리아 로버츠(이자벨 풀먼), 오웬 윌슨(네이트 풀먼)",113분,9.404761904761905,42,2017
547,547,드래곤 스펠: 마법 꽃의 비밀,마누크 데포얀,,㈜코리아스크린,㈜코리아스크린,2017-08-15,개봉영화,장편,독일,164,582071200,79446,113863100,15015,애니메이션,전체관람가,독립/예술영화,-,"방지원(니키 목소리), 이세원(록키 목소리), 박상우(에디 목소리)",86분,-,-,2017
548,548,오즈: 신기한 마법가루,블라디미르 토로프킨,,(주)스마일이엔티,(주)스마일이엔티,2017-07-20,개봉영화,장편,러시아,343,565456600,78440,136995800,18133,애니메이션,전체관람가,독립/예술영화,-,"이장원(어핀 목소리), 김하영(도로시 목소리)",91분,7.8,45,2017
549,549,극장판 파워레인저: 애니멀포스 VS 닌자포스 미래에서 온 메시지,타케모토 노보루,,대원미디어(주),(주)넥스트엔터테인먼트월드(NEW),2017-11-09,개봉영화,장편,일본,370,501257700,65895,113064100,13908,액션,전체관람가,일반영화,-,"나카오 마사키, 야나기 미키, 난바 쇼헤이",58분,8.866666666666667,60,2017
550,550,뷰티풀 투모로우,장재혁,(주)글러브엔터테인먼트,,씨제이 씨지브이(CJ CGV)(주),2017-10-26,개봉영화,장편,한국,47,552273700,63279,321810000,36802,드라마,12세이상관람가,일반영화,-,"박효신, 정재일",68분,-,-,2017
551,551,지랄발광 17세,켈리 프레몬,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-06-28,개봉영화,장편,미국,90,508342200,63258,184188200,22377,코미디,15세이상관람가,독립/예술영화,6.40,헤일리 스테인펠드(네이딘),102분,-,-,2017
552,552,리틀 프린세스 소피아 : 신비한 섬,제이미 미첼,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2017-09-28,개봉영화,장편,미국,135,441475500,62454,109518000,14532,애니메이션,전체관람가,일반영화,-,"김미랑(소피아 공주 목소리), 서지연(앰버 공주 목소리)",64분,8.55,100,2017
553,553,더 크리스마스,티모시 렉카트,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-12-21,개봉영화,장편,미국,158,461785500,62082,101184400,12861,애니메이션,전체관람가,일반영화,7.00,"스티븐 연(보 목소리), 지나 로드리게즈(마리아 목소리), 제커리 레비(요셉 목소리)",86분,8.6,5,2017
554,554,래빗 스쿨,우테 폰 뮌쇼폴,,예지림엔터테인먼트,예지림엔터테인먼트,2017-11-23,개봉영화,장편,독일,314,401768900,55784,82198100,10411,애니메이션,전체관람가,독립/예술영화,-,"황창영(맥스 목소리), 민아(에미 목소리), 최정현(헤르미온느 목소리)",76분,8.418604651162791,43,2017
