,전국스크린수,expert_rating,running_times,audience_rating,rating_audiences,director_power
923,54,6.33,96,9.6,10,37282.0
548,343,0.0,91,7.8,45,78440.0
560,398,6.83,141,7.1538461538461515,26,607751.0
298,904,7.08,127,8.592145015105741,1655,6578341.0
290,1158,5.68,112,8.826053442959918,3892,1176076.0
415,590,0.0,106,8.291071428571428,560,475310.0
313,765,5.78,129,8.239467849223947,451,2708447.0
421,588,5.25,126,8.327044025157234,159,1042788.0
657,1957,7.56,147,9.182002581596905,5423,19621922.0
122,437,6.17,125,8.727659574468085,470,2888009.0
780,657,6.0,100,8.399491094147582,393,3177810.0
840,1418,7.64,123,9.094818081587652,1814,5247794.0
361,164,0.0,57,8.575268817204302,186,1206342.0
336,263,5.83,127,7.473684210526316,19,212913.0
135,494,7.25,106,8.180925666199157,713,428855.0
788,784,6.67,114,9.25,96,287141.0
709,609,4.67,105,8.204419889502763,181,226969.0
651,371,5.25,123,9.128205128205126,39,36335.0
367,291,0.0,75,8.173913043478262,69,66562.0
890,658,3.5,112,8.046875,64,174938.0
839,1971,5.67,128,7.844660194174758,1133,18872418.0
619,545,3.67,102,8.064220183486238,109,140849.0
8,825,7.16,108,9.359840954274354,1006,8405847.0
97,365,5.56,88,6.148148148148147,27,46079.0
899,317,6.71,105,9.428571428571429,77,119839.0
348,400,5.0,90,8.738636363636363,88,352086.0
509,565,6.5,110,8.298630136986299,365,6153654.0
885,276,5.5,108,6.5,6,210945.0
703,628,4.75,116,8.297101449275363,276,284601.0
746,338,5.67,118,7.2666666666666675,45,34795.0
21,551,6.03,110,7.491289198606273,574,1826714.0
482,1140,7.25,119,9.257869249394671,826,7565055.0
895,561,6.0,68,6.8461538461538485,39,138118.0
405,809,6.5,130,7.83502538071066,394,836140.0
915,163,5.67,100,9.1,10,56787.0
786,673,7.15,96,8.418181818181818,220,0.0
478,1314,4.4,117,8.346560846560848,1512,0.0
590,769,5.33,103,7.378947368421053,285,1672226.0
491,751,5.67,109,8.524390243902438,738,1386611.0
46,411,5.94,114,8.02608695652174,115,6093136.0
364,357,6.79,101,8.10062893081761,159,72985.0
296,1200,5.34,129,8.588807785888077,2055,8210440.0
49,398,7.18,126,9.085,200,268255.0
487,1006,7.0,109,7.72676282051282,1248,7858350.0
224,551,5.06,108,7.894859813084112,428,634953.0
750,1311,6.0,128,9.495961227786752,619,1042788.0
219,637,6.4,123,8.771289537712898,411,848148.0
874,853,7.38,123,8.4640522875817,306,607751.0
761,1453,7.25,112,8.977810650887575,676,15864110.0
916,147,6.9,92,9.148936170212766,47,75910.0
647,156,5.67,114,9.5,4,40882.0
201,876,5.8,127,9.521487351417251,3281,3614670.0
562,154,5.33,108,0.0,0,44839.0
622,597,6.0,89,8.583333333333334,36,118612.0
920,109,6.86,107,7.75,12,1027046.0
63,318,0.0,60,7.558252427184466,206,907833.0
604,487,5.0,107,8.526315789473685,76,3213932.0
245,467,5.5,113,9.085714285714284,175,229059.0
442,454,4.71,100,8.642105263157895,190,124663.0
811,472,7.2,116,8.966666666666667,120,1943736.0
574,1090,5.0,143,8.50989010989011,910,10600985.0
0,1843,6.92,141,8.193181818181818,88,17567536.0
539,272,5.5,70,8.317073170731707,328,264690.0
767,1094,6.2,105,9.429969879518072,1328,1157583.0
762,973,5.17,107,9.164383561643836,365,1625451.0
689,762,6.0,68,8.859649122807017,912,678091.0
187,279,6.7,94,6.682926829268293,41,4460383.0
406,599,6.0,106,8.60706062931696,1303,2139132.0
148,363,7.2,119,8.893203883495145,103,658845.0
751,2100,6.86,123,8.304741833508956,4745,17403207.0
26,206,6.0,86,9.67,100,3846206.0
461,96,0.0,91,9.663636363636364,110,62033.0
670,1601,5.33,134,7.486516853932584,890,16840678.0
655,2235,6.31,141,8.671614712188685,6063,29332237.0
785,726,5.4,121,7.951807228915661,415,323098.0
59,398,5.0,101,8.149532710280374,107,212154.0
714,126,8.13,121,9.26369168356998,493,1027046.0
326,884,6.68,129,8.191629955947137,454,527611.0
424,566,5.67,115,7.361739130434782,575,355913.0
720,536,7.43,106,7.299435028248588,177,2511.0
477,1640,6.13,130,9.030628945522562,4277,4853778.0
43,561,4.75,127,6.739495798319327,119,2276400.0
661,1317,6.93,137,7.819280660377357,3392,4971261.0
635,150,0.0,82,9.090909090909092,44,87489.0
528,480,5.0,114,9.168,125,175889.0
736,110,0.0,104,0.0,0,140739.0
483,1252,8.55,106,8.561823802163833,1294,29392396.0
218,618,3.5,126,8.185185185185185,567,918678.0
741,294,7.0,72,8.035714285714286,28,41054.0
820,405,5.5,112,8.96078431372549,51,72412.0
922,155,6.83,89,8.853658536585368,41,38108.0
855,1078,7.13,122,8.095132743362832,452,1325391.0
609,213,2.67,105,8.440092165898617,434,597025.0
485,1017,7.75,140,8.210034013605442,1176,6053043.0
125,409,4.63,97,7.795031055900623,322,1840982.0
837,1660,7.23,103,9.086271567891972,1333,9426011.0
61,247,5.5,110,8.26206896551724,145,2255313.0
81,290,7.09,105,8.131578947368421,76,6578341.0
680,1016,6.78,114,8.786850477200424,943,1197675.0
324,511,6.58,116,8.416058394160585,685,2023958.0
385,1218,6.25,136,9.062323745064862,3546,4046909.0
921,56,7.33,121,9.782608695652174,46,39980.0
56,360,6.0,98,8.552301255230125,239,7587500.0
19,436,8.44,106,9.083129584352076,409,10113218.0
887,512,6.0,96,9.1125,80,188365.0
86,207,7.05,108,7.290322580645161,124,78049.0
838,2142,6.56,129,9.073556231003039,1645,22537735.0
758,1043,7.14,122,8.889075630252101,1190,1949372.0
649,233,6.38,125,8.954545454545455,44,552590.0
316,702,6.38,121,9.247206703910617,716,5262812.0
34,546,4.57,113,6.7211538461538485,208,465492.0
808,564,6.0,101,6.3555555555555525,90,308478.0
138,544,0.0,62,8.8997668997669,429,1321745.0
766,862,6.89,120,9.017738359201774,451,0.0
588,957,4.33,110,6.7469879518072275,415,765813.0
498,707,5.88,114,8.071090047393366,422,1520015.0
538,175,4.0,92,0.0,0,793320.0
800,624,4.17,116,7.547169811320754,159,172212.0
555,279,3.5,90,8.122807017543861,57,980923.0
96,212,6.45,122,7.4423076923076925,52,65415.0
83,255,6.25,131,8.136363636363637,22,1966151.0
446,393,6.78,96,7.516129032258066,248,122038.0
474,2027,6.17,132,7.542178323545115,3746,40559524.0
764,1132,7.22,116,7.80802437785678,1969,5732231.0
366,338,4.42,103,8.603174603174603,126,66883.0
697,763,6.5,123,8.38,200,5052135.0
585,1145,5.6,111,8.246355685131196,686,1077235.0
868,716,6.57,112,8.290909090909091,275,7896586.0
760,1285,5.25,133,7.299155609167673,829,1826714.0
401,915,6.0,117,6.6306513409961685,1305,1201576.0
759,1041,4.0,122,8.974522292993631,628,2888009.0
392,945,7.14,104,8.555189456342669,607,5732231.0
869,875,8.0,149,8.244736842105262,380,0.0
745,155,5.4,109,8.283783783783784,74,34897.0
271,396,4.65,100,8.201754385964913,114,86013.0
506,634,6.09,125,8.224669603524227,454,1325391.0
925,336,6.0,79,6.5,4,0.0
434,442,6.0,139,9.198776758409783,327,177601.0
648,331,0.0,97,7.517241379310343,29,37343.0
807,640,6.8,121,9.315217391304348,92,559404.0
561,398,7.25,121,7.304347826086956,69,2073043.0
207,635,6.57,134,8.487762237762238,1144,22415560.0
319,573,7.75,96,8.907035175879399,398,1943736.0
909,238,3.0,90,0.0,0,0.0
132,509,5.0,97,8.865148861646233,571,4223128.0
50,423,4.0,106,7.689075630252101,119,605273.0
238,409,4.0,114,8.375,208,294320.0
564,1972,6.4,127,8.635820234669028,4517,5694851.0
592,806,5.0,118,7.783625730994152,342,556300.0
450,433,6.5,107,8.810344827586208,232,915475.0
31,422,4.13,108,7.5646258503401365,147,519983.0
121,681,6.67,109,7.62,400,1046015.0
211,926,5.2,120,7.420155038759693,1290,2743672.0
351,422,5.5,92,8.342465753424658,73,96305.0
454,276,6.0,132,9.20253164556962,79,82177.0
302,726,6.67,90,8.703752468729428,3038,7075659.0
708,314,3.5,91,9.620689655172416,29,217444.0
88,297,5.75,114,8.37704918032787,61,75598.0
325,515,5.75,112,8.622535211267605,355,513202.0
323,320,5.25,98,7.5,8,552142.0
255,593,5.25,109,8.108219178082193,730,16840678.0
892,145,8.38,138,10.0,2,143944.0
570,1124,6.33,94,7.644761904761902,1050,3798104.0
545,92,0.0,70,9.888888888888893,36,307662.0
550,47,0.0,68,0.0,0,63279.0
359,130,0.0,89,9.196078431372547,306,96518.0
51,435,5.5,129,7.915384615384616,130,3564540.0
875,649,4.0,90,8.397321428571429,224,1682006.0
772,817,5.5,104,8.777777777777779,216,1281521.0
102,1075,6.63,130,9.09490639965172,2297,26081050.0
195,1812,5.94,126,8.632157581310121,6549,9699092.0
679,1081,6.9,124,6.906976744186046,774,1179031.0
805,213,6.0,116,0.0,0,3213932.0
628,344,7.82,94,8.75609756097561,123,97777.0
124,634,6.66,107,6.850356294536817,421,0.0
404,860,5.83,120,8.383561643835616,365,930866.0
730,68,7.14,121,7.90625,32,392466.0
287,1444,7.5,140,8.578849289541113,4293,15041788.0
831,55,7.0,100,8.913580246913579,162,41931.0
47,430,0.0,85,8.539370078740157,254,849876.0
725,179,5.0,105,8.9375,48,83474.0
587,355,5.25,123,9.0,8,903175.0
607,211,5.0,130,9.733333333333333,45,223740.0
433,435,2.25,118,7.874659400544959,367,597025.0
674,1297,5.14,139,7.436655405405406,2368,26081050.0
263,325,5.0,84,7.244131455399061,213,3207232.0
360,183,4.75,91,0.0,0,72071.0
75,109,6.57,101,8.342105263157897,76,384164.0
466,109,7.78,137,8.859649122807017,57,53779.0
299,827,5.97,123,8.411099949773982,3982,2853480.0
534,232,0.0,76,0.0,0,320490.0
584,874,5.43,108,7.765765765765765,222,0.0
493,996,5.0,128,6.778050778050778,1221,12181628.0
527,528,5.5,112,8.53896103896104,154,203045.0
168,141,0.0,181,8.193181818181818,88,355913.0
