,title,director,distributor,distributor_group,release_date,release_season,release,form,nation,screen,rev_nationwide,aud_nationwide,rev_seoul,rev_seoul.1,genre,rate,type,expert_rating,starring_actors,running_times,audience_rating,rating_audiences,realease_year,director_power,sequel,original,actor_power,director_count,director_movie_count,actor_movie_count,log_aud
846,터미네이터: 다크 페이트,팀 밀러,월트디즈니컴퍼니코리아 유한책임회사,B,10/30/2019,autumn,개봉영화,장편,미국,1315,20153895830.0,2409062,5463141420,622505,액션,15세이상관람가,일반영화,6.43,"맥켄지 데이비스,아놀드 슈왈제네거,린다 해밀턴",128,8.695592287,726,2019,3317196,1,0,358259,1,1,2,14.694748018086079
847,타짜: 원 아이드 잭,권오광,롯데컬처웍스(주)롯데엔터테인먼트,A,9/11/2019,autumn,개봉영화,장편,한국,1429,19673441214.0,2227671,4585277834,513548,범죄,청소년관람불가,일반영화,5.43,"박정민,류승범,최유화",139,7.0763274339999995,904,2019,0,1,1,38484193,1,0,18,14.616467203057383
848,신의 한 수: 귀수편,리건,씨제이이앤엠(주),A,11/7/2019,autumn,개봉영화,장편,한국,1246,18390976550.0,2146766,4084690170,463426,범죄,15세이상관람가,일반영화,5.0,"권상우,김희원,김성균",106,8.993224932,738,2019,0,1,1,14454390,1,0,15,14.579473081633777
849,변신,김홍선,(주)에이스메이커무비웍스,D,8/21/2019,summer,개봉영화,장편,한국,975,15417922925.0,1804112,3329066895,375676,공포,15세이상관람가,일반영화,4.5,"배성우,성동일,장영남",113,8.124497992,498,2019,475673,0,0,29620714,1,2,21,14.405579061934764
850,사자,김주환,롯데컬처웍스(주)롯데엔터테인먼트,A,7/31/2019,summer,개봉영화,장편,한국,1405,12917306145.0,1609737,3155811715,380265,미스터리,15세이상관람가,일반영화,4.78,"박서준,안성기,우도환",129,8.244784422999999,719,2019,5636259,0,0,8492968,1,1,3,14.291581369579655
851,말레피센트 2,요아킴 뢰닝,월트디즈니컴퍼니코리아 유한책임회사,B,10/17/2019,autumn,개봉영화,장편,미국,1108,12191395690.0,1444952,3153886600,352835,어드벤처,12세이상관람가,일반영화,5.67,"안젤리나 졸리,엘르 패닝,미셸 파이퍼",119,8.996296296,270,2019,3045449,1,1,4151621,1,1,7,14.18358666098386
852,유열의 음악앨범,정지우,CGV아트하우스,A,8/28/2019,summer,개봉영화,장편,한국,1078,10233455040.0,1245532,2970923290,346201,멜로/로맨스,12세이상관람가,일반영화,7.13,"김고은,정해인",122,8.095132742999999,452,2019,37420,0,0,10365254,1,1,8,14.0350733058473
853,포드 V 페라리,제임스 맨골드,월트디즈니컴퍼니코리아 유한책임회사,B,12/4/2019,winter,개봉영화,장편,미국,986,10552197680.0,1202394,3815040750,416331,액션,12세이상관람가,일반영화,7.63,"맷 데이먼,크리스찬 베일",152,9.344036697,218,2019,2070084,0,1,3752198,1,1,6,13.999825127388492
854,"힘을 내요, 미스터 리",이계벽,(주)넥스트엔터테인먼트월드(NEW),C,9/11/2019,autumn,개봉영화,장편,한국,990,9887863906.0,1176076,1965170736,229545,코미디,12세이상관람가,일반영화,5.17,"차승원,엄채영,박해준",111,8.467213115,366,2019,0,0,0,11406507,1,0,7,13.977694031202889
855,퍼펙트맨,용수,(주)쇼박스,C,10/2/2019,autumn,개봉영화,장편,한국,894,9604139750.0,1144894,1544313980,178228,코미디,15세이상관람가,일반영화,5.0,"설경구,조진웅",116,8.858757062,177,2019,0,0,0,25242735,1,0,13,13.950822614265801
856,장사리 : 잊혀진 영웅들,"곽경택,김태훈",워너브러더스 코리아(주),B,9/25/2019,autumn,개봉영화,장편,한국,1090,8997921050.0,1140876,1699010620,208596,드라마,12세이상관람가,일반영화,5.0,"김명민,최민호,김성철",104,8.503472222000001,288,2019,323628,0,1,6339333,2,1,9,13.947306946339008
857,마이펫의 이중생활 2,크리스 리노드,유니버설픽쳐스인터내셔널 코리아(유),B,7/31/2019,summer,개봉영화,장편,미국,933,8512830825.0,1114941,1937926035,239636,애니메이션,전체관람가,일반영화,6.0,"패튼 오스왈트,케빈 하트,제니 슬레이트",85,9.080555556,360,2019,2517805,1,0,5630669,1,1,3,13.924312046678113
858,쥬만지: 넥스트 레벨,제이크 캐스단,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,12/11/2019,winter,개봉영화,장편,미국,1195,8774705410.0,1054968,2201988140,252836,액션,12세이상관람가,일반영화,6.0,"드웨인 존슨,잭 블랙,케빈 하트",122,8.176724137999999,232,2019,1708672,1,1,18000731,1,1,11,13.869020992678733
859,천문: 하늘에 묻는다,허진호,롯데컬처웍스(주)롯데엔터테인먼트,A,12/26/2019,winter,개봉영화,장편,한국,1198,7808242950.0,965624,2113501840,258720,사극,12세이상관람가,일반영화,6.7,"최민식,한석규",132,9.022116903999999,633,2019,5593551,0,1,1362634,1,1,1,13.780529803469006
860,나랏말싸미,조철현,메가박스중앙(주)플러스엠,A,7/24/2019,summer,개봉영화,장편,한국,1211,7871240823.0,958775,1862210553,222884,사극,전체관람가,일반영화,6.45,"송강호,박해일,전미선",110,7.311239193,347,2019,0,0,1,19050874,1,0,7,13.773411706942936
861,레드슈즈,"홍성호,홍성호",(주)넥스트엔터테인먼트월드(NEW),C,7/25/2019,summer,개봉영화,장편,한국,717,6102923190.0,817547,1380911550,201881,애니메이션,전체관람가,일반영화,6.0,"클로이 모레츠,샘 클라플린,지나 거손",92,9.26754386,228,2019,0,0,0,962927,2,0,4,13.614063672455664
862,캣츠,톰 후퍼,유니버설픽쳐스인터내셔널 코리아(유),B,12/24/2019,winter,개봉영화,장편,미국,1143,6093329690.0,728345,2092964760,240814,코미디,12세이상관람가,일반영화,4.75,"제니퍼 허드슨,테일러 스위프트,이드리스 엘바",109,6.825991189,454,2019,134029,0,1,8412986,1,1,6,13.498530116022062
863,신비아파트 극장판 하늘도깨비 대 요르문간드,변영규,씨제이이앤엠(주),A,12/19/2019,winter,개봉영화,장편,한국,841,5300006440.0,672130,685418380,82269,애니메이션,전체관람가,일반영화,6.0,"조현정,양정화,김영은",97,8.762626263,198,2019,0,1,1,3744251,1,0,18,13.41820705317674
864,나이브스 아웃,라이언 존슨,(주)올스타엔터테인먼트,D,12/4/2019,winter,개봉영화,장편,미국,686,5608637210.0,662874,2397623520,278017,미스터리,12세이상관람가,일반영화,7.0,"다니엘 크레이그,크리스 에반스,아나 디 아르마스",130,8.893333333,75,2019,946547,0,0,20259522,1,1,6,13.404340205858244
865,날씨의 아이,신카이 마코토,"(주)미디어캐슬,워터홀컴퍼니(주)",D,10/30/2019,autumn,개봉영화,장편,일본,716,5413288410.0,655876,1724015230,199937,애니메이션,15세이상관람가,일반영화,6.57,"다이고 코타로,모리 나나,오구리 슌",112,8.290909091,275,2019,3620355,0,0,21870,1,2,2,13.393727025668621
866,나를 찾아줘,김승우,워너브러더스 코리아(주),B,11/27/2019,autumn,개봉영화,장편,한국,875,5117014620.0,645082,1211838780,146847,스릴러,15세이상관람가,일반영화,8.0,"벤 애플렉,로자먼드 파이크",149,8.244736842,380,2019,0,0,0,6062993,1,0,8,13.377132719480295
867,광대들: 풍문조작단,김주호,워너브러더스 코리아(주),B,8/21/2019,summer,개봉영화,장편,한국,806,5226776088.0,637021,1097148968,129821,사극,12세이상관람가,일반영화,4.57,"조진웅,손현주,박희순",108,8.127272727000001,165,2019,0,0,0,26258087,1,0,14,13.364557901043867
868,그것: 두 번째 이야기,안드레스 무시에티,워너브러더스 코리아(주),B,9/4/2019,autumn,개봉영화,장편,미국,999,5107465367.0,591043,1404236307,157197,스릴러,15세이상관람가,일반영화,6.75,"빌 스카스가드,제임스 맥어보이,제시카 차스테인",169,8.112612613,222,2019,888386,1,1,5397950,1,1,9,13.289644051778723
869,극장판 헬로카봇 : 달나라를 구해줘!,"최신규,김진철",롯데컬처웍스(주)롯데엔터테인먼트,A,9/4/2019,autumn,개봉영화,장편,한국,889,4553434150.0,587818,687159820,84670,애니메이션,전체관람가,일반영화,5.0,"이지현,김용준,양정화",76,7.5,146,2019,1749934,1,1,4109982,2,2,15,13.284172655158859
870,양자물리학,이성태,(주)메리크리스마스,D,9/25/2019,autumn,개봉영화,장편,한국,799,4526478380.0,553879,1152440160,137943,범죄,15세이상관람가,일반영화,4.8,"박해수,서예지,김상호",119,8.615384615,221,2019,60365,0,0,7165407,1,1,5,13.224701530321797
871,애드 아스트라,제임스 그레이,이십세기폭스코리아(주),B,9/19/2019,autumn,개봉영화,장편,미국,853,4518393460.0,513375,1618159190,177587,SF,12세이상관람가,일반영화,7.38,브래드 피트,123,8.464052288,306,2019,47088,0,0,965550,1,1,2,13.14876185125886
872,47미터 2,요하네스 로버츠,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",D,8/28/2019,summer,개봉영화,장편,미국,649,3846315153.0,501934,1102624133,130922,공포,15세이상관람가,일반영화,4.0,"소피 넬리스,시스틴 로즈 스탤론,브리안느 쥬",90,8.397321429,224,2019,590036,1,0,2146,1,1,1,13.126223915926802
873,감쪽같은 그녀,허인무,메가박스중앙(주)플러스엠,A,12/4/2019,winter,개봉영화,장편,한국,761,3377533790.0,436207,658294480,83166,드라마,전체관람가,일반영화,5.0,"나문희,김수안",104,9.047619048,126,2019,0,0,0,33279150,1,0,9,12.985872180305451
874,제미니 맨,이안,롯데컬처웍스(주)롯데엔터테인먼트,A,10/9/2019,autumn,개봉영화,장편,미국,845,3295969230.0,387342,956421180,107352,액션,12세이상관람가,일반영화,5.0,윌 스미스,117,8.935483871,186,2019,0,0,0,1898197,1,0,2,12.867063302690708
875,브링 더 소울 : 더 무비,박준수,월트디즈니컴퍼니코리아 유한책임회사,B,8/7/2019,summer,개봉영화,장편,한국,569,2902500310.0,336074,952482010,102179,다큐멘터리,전체관람가,일반영화,0.0,"RM,진,슈가",103,9.737113402,194,2019,315010,0,1,0,1,1,0,12.725086652791731
876,아담스 패밀리,"그렉 티어넌,콘래드 베논",유니버설픽쳐스인터내셔널 코리아(유),B,11/7/2019,autumn,개봉영화,장편,미국,802,2565386140.0,321726,547729100,64971,애니메이션,전체관람가,일반영화,6.33,"샤를리즈 테론,클로이 모레츠,오스카 아이삭",87,8.526315789,57,2019,0,0,1,8355885,2,0,11,12.681455530601655
877,예스터데이,대니 보일,유니버설픽쳐스인터내셔널 코리아(유),B,9/18/2019,autumn,개봉영화,장편,미국,816,2572745100.0,305504,976853610,113089,드라마,12세이상관람가,일반영화,5.86,"히메쉬 파텔,릴리 제임스",116,8.60625,160,2019,68815,0,0,3153579,1,1,4,12.62971815079776
878,기방도령,남대중,판씨네마(주),D,7/10/2019,summer,개봉영화,장편,한국,625,2327760190.0,286806,546588070,65509,코미디,15세이상관람가,일반영화,4.4,"준호,정소민,최귀화",110,7.87962963,108,2019,308180,0,0,2306848,1,1,4,12.566561307990863
879,원스 어폰 어 타임... 인 할리우드,쿠엔틴 타란티노,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,9/25/2019,autumn,개봉영화,장편,미국,678,2269807670.0,277319,1107269480,130601,드라마,청소년관람불가,일반영화,7.9,"레오나르도 디카프리오,브래드 피트,마고 로비",161,8.068441065,263,2019,120352,0,0,3023333,1,1,6,12.532923747107333
880,라스트 크리스마스,폴 페이그,유니버설픽쳐스인터내셔널 코리아(유),B,12/5/2019,winter,개봉영화,장편,미국,623,2049348130.0,248320,655652680,77146,코미디,12세이상관람가,일반영화,5.5,"에밀리아 클라크,헨리 골딩",103,7.666666667,30,2019,630058,0,0,1303613,1,2,4,12.422473515976991
881,명탐정 코난: 감청의 권,나가오카 치카,씨제이이앤엠(주),A,7/24/2019,summer,개봉영화,장편,일본,602,1740310530.0,219078,406727890,48968,애니메이션,12세이상관람가,일반영화,6.0,"타카야마 미나미,야마자키 와카나,코야마 리키야",109,8.444444444,63,2019,0,1,1,1670552,1,0,5,12.297183109770721
882,커런트 워,알폰소 고메즈-레존,(주)이수C&E,B,8/22/2019,summer,개봉영화,장편,미국,276,1817540600.0,210945,642885200,73638,드라마,12세이상관람가,독립/예술영화,5.5,"베네딕트 컴버배치,톰 홀랜드,니콜라스 홀트",108,6.5,6,2019,0,0,1,39714930,1,0,11,12.259352714972458
883,"안녕, 티라노: 영원히, 함께",시즈노 코분,(주)넥스트엔터테인먼트월드(NEW),C,8/14/2019,summer,개봉영화,장편,한국,512,1553219230.0,199240,279466440,33262,애니메이션,전체관람가,독립/예술영화,6.0,"시영준,정혜원,이세은",98,8.67,100,2019,955889,1,0,891830,1,2,9,12.20226540718722
884,앵그리 버드 2: 독수리 왕국의 침공,서럽 밴 오먼,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,8/7/2019,summer,개봉영화,장편,미국,512,1432145073.0,188365,262775033,32734,애니메이션,전체관람가,일반영화,6.0,"제이슨 서디키스,조시 게드,대니 맥브라이드",96,9.1125,80,2019,0,1,1,2426296,1,0,6,12.146136848919175
885,롱 샷,조나단 레빈,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",D,7/24/2019,summer,개봉영화,장편,미국,454,1622789797.0,184796,756409017,85515,코미디,15세이상관람가,일반영화,5.5,"샤를리즈 테론,세스 로건",125,9.293103448,116,2019,0,0,0,8375008,1,0,7,12.127007792933819
886,엔젤 해즈 폴른,릭 로먼 워,메가박스중앙(주)플러스엠,A,11/13/2019,autumn,개봉영화,장편,미국,601,1479789022.0,181400,473592882,55235,액션,15세이상관람가,일반영화,5.0,"제라드 버틀러,모건 프리먼",121,9.256410256,78,2019,3021,1,0,6039259,1,1,7,12.108459816663173
887,두번할까요,박용집,(주)리틀빅픽쳐스,D,10/17/2019,autumn,개봉영화,장편,한국,658,1449660120.0,174938,369483800,43186,코미디,15세이상관람가,일반영화,3.5,"권상우,이정현,이종혁",112,8.046875,64,2019,0,0,0,21694173,1,0,18,12.072186904417356
888,진범,고정욱,(주)리틀빅픽쳐스,D,7/10/2019,summer,개봉영화,장편,한국,224,1424601000.0,167333,298936100,34223,스릴러,15세이상관람가,일반영화,6.33,"송새벽,유선",100,7.829268292999999,82,2019,0,0,0,703896,1,0,2,12.0277411179719
889,벌새,김보라,"(주)엣나인필름,(주)콘텐츠판다",D,8/29/2019,summer,개봉영화,장편,한국,145,1169896574.0,143944,759988614,88602,드라마,15세이상관람가,독립/예술영화,8.38,"박지후,김새벽",138,10.0,2,2019,0,0,0,3603380,1,0,8,11.877179614032354
890,눈의 여왕4,"로버트 렌스,알렉세이 트시칠린",(주)넥스트엔터테인먼트월드(NEW),C,12/24/2019,winter,개봉영화,장편,기타,541,1044574960.0,143853,226049480,38240,애니메이션,전체관람가,일반영화,6.0,"양정화,박지윤,임채헌",87,9.246153846,65,2019,366442,1,0,3431133,2,1,18,11.876547223819582
891,크롤,알렉산더 아야,롯데컬처웍스(주)롯데엔터테인먼트,A,11/27/2019,autumn,개봉영화,장편,미국,612,1126587080.0,140396,313651980,37825,액션,15세이상관람가,일반영화,5.75,"카야 스코델라리오,배리 페퍼",87,8.366197182999999,71,2019,2964,0,0,5345181,1,1,2,11.85222228013951
892,극장판 엉덩이 탐정: 화려한 사건 수첩,히라야마 미호,(주)넥스트엔터테인먼트월드(NEW),C,7/11/2019,summer,개봉영화,장편,일본,561,1094031140.0,138118,234481940,27835,애니메이션,전체관람가,일반영화,6.0,"김은아,소연",68,6.846153846,39,2019,0,0,1,5694290,1,0,7,11.835863671236913
893,좀비랜드: 더블 탭,루벤 플레셔,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,11/13/2019,autumn,개봉영화,장편,미국,585,1176173880.0,136869,391265590,44122,액션,15세이상관람가,일반영화,6.5,"우디 해럴슨,제시 아이젠버그,아비게일 브레스린",99,8.549019608,51,2019,3888096,1,0,10881099,1,1,9,11.826779542975656
894,미드웨이,롤랜드 에머리히,(주)누리픽쳐스,D,12/31/2019,winter,개봉영화,장편,미국,810,1085659520.0,133373,290368240,34848,액션,15세이상관람가,일반영화,5.5,"에드 스크레인,패트릭 윌슨,루크 에반스",136,8.766129032,248,2019,1202842,0,1,8872572,1,1,8,11.800904993177658
895,프린스 코기,벤 스타센,(주)이수C&E,B,12/24/2019,winter,개봉영화,장편,기타,455,1028933300.0,132958,236040620,30893,애니메이션,전체관람가,독립/예술영화,6.0,"심규혁,김리흔,엄상현",82,9.3625,80,2019,453831,0,0,4493268,1,2,21,11.79778856785821
896,윤희에게,임대형,(주)리틀빅픽쳐스,D,11/14/2019,autumn,개봉영화,장편,한국,317,931873501.0,117019,541648751,66197,멜로/로맨스,12세이상관람가,독립/예술영화,6.71,"김희애,김소혜,성유빈",105,9.428571429,77,2019,2820,0,0,13313047,1,1,5,11.670091593757943
897,안나,뤽 베송,판씨네마(주),D,8/28/2019,summer,개봉영화,장편,프랑스,431,946058240.0,114796,388815480,45770,액션,15세이상관람가,일반영화,5.0,"사샤 루스,킬리언 머피,루크 에반스",119,8.277777777999999,54,2019,511931,0,0,2841834,1,1,4,11.65091191905499
898,람보 : 라스트 워,애드리언 그런버그,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",D,10/23/2019,autumn,개봉영화,장편,미국,483,800099140.0,103199,251557420,29817,액션,청소년관람불가,일반영화,3.0,실베스터 스탤론,101,8.583333332999999,36,2019,0,1,1,6431,1,0,1,11.544414442060171
