,title,director,distributor,distributor_group,release_date,release_season,release,form,nation,screen,rev_nationwide,aud_nationwide,rev_seoul,rev_seoul.1,genre,rate,type,expert_rating,starring_actors,running_times,audience_rating,rating_audiences,realease_year,director_power,sequel,original,actor_power,director_count,director_movie_count,actor_movie_count,log_aud
507,너의 췌장을 먹고 싶어,츠키카와 쇼,(주)넥스트엔터테인먼트월드(NEW),C,10/25/2017,autumn,개봉영화,장편,일본,218,3703660800.0,465265,1046559800,128333,드라마,12세이상관람가,독립/예술영화,7.33,"타카스기 마히로,린",109,8.538461538,65,2017,0,1,0,0,1,0,0,13.050362414715567
508,명탐정 코난:진홍의 연가,시즈노 코분,씨제이이앤엠(주),A,8/2/2017,summer,개봉영화,장편,일본,582,3255598200.0,448381,770592800,102460,애니메이션,12세이상관람가,일반영화,6.0,"타카야마 미나미,야마자키 와카나,코야마 리키야",113,9.12195122,410,2017,1375879,1,1,1778306,1,3,5,13.01339859640103
509,반드시 잡는다,김홍선,(주)넥스트엔터테인먼트월드(NEW),C,11/29/2017,autumn,개봉영화,장편,한국,565,3324033772.0,446379,794998472,102380,스릴러,15세이상관람가,일반영화,6.5,"백윤식,성동일",110,8.298630137,365,2017,1778083,1,0,25984966,1,1,6,13.008923645931928
510,극장판 포켓몬스터 너로 정했다!,유야마 쿠니히코,(주)이수C&E,B,12/21/2017,winter,개봉영화,장편,일본,626,3117529700.0,415255,591147400,76058,애니메이션,전체관람가,일반영화,6.0,"마츠모토 리카,오오타니 이쿠에",98,9.00152207,657,2017,1150943,1,1,363851,1,6,3,12.936648068342244
511,넛잡 2,캘런 브런커,롯데쇼핑㈜롯데엔터테인먼트,A,10/3/2017,autumn,개봉영화,장편,한국,526,3038945100.0,407727,513530500,66475,애니메이션,전체관람가,일반영화,5.0,"윌 아넷,캐서린 헤이글,성룡",91,8.689473684,190,2017,37547,1,1,5020493,1,1,5,12.918353111780117
512,아메리칸 메이드,더그 라이만,유니버설픽쳐스인터내셔널 코리아(유),B,9/14/2017,autumn,개봉영화,장편,미국,691,3175539145.0,401541,932267045,114257,범죄,15세이상관람가,일반영화,6.67,"톰 크루즈,도널 글리슨,사라 라이트",115,8.115,200,2017,4389009,1,0,14316812,1,1,7,12.903064924216382
513,러빙 빈센트,"도로타 코비엘라,휴 웰치맨",판씨네마(주),D,11/9/2017,autumn,개봉영화,장편,영국,272,3051639861.0,383517,1584998261,194304,애니메이션,15세이상관람가,독립/예술영화,7.5,"더글러스 부스,시얼샤 로넌,제롬 플린",107,9.169934641000001,459,2017,0,1,0,771188,2,0,2,12.85713922735977
514,대장 김창수,이원태,"씨네그루(주)키다리이엔티,주식회사 키위컴퍼니",B,10/19/2017,autumn,개봉영화,장편,한국,748,2871905115.0,380581,740794715,93920,드라마,12세이상관람가,일반영화,4.67,"조진웅,송승헌",115,8.624223602,322,2017,0,1,0,42573670,1,0,8,12.849454311420994
515,플립,롭 라이너,(주)팝엔터테인먼트,D,7/12/2017,summer,개봉영화,장편,미국,249,2818791900.0,354601,1025482700,123030,드라마,12세이상관람가,일반영화,6.0,"매들린 캐롤,캘런 맥오리피",90,9.184501845,542,2017,0,1,0,11287,1,0,1,12.77874849269723
516,7호실,이용승,롯데쇼핑㈜롯데엔터테인먼트,A,11/15/2017,autumn,개봉영화,장편,한국,629,2677284639.0,347790,784052239,98086,코미디,15세이상관람가,일반영화,6.43,"신하균,디오",100,7.289855072000001,276,2017,3118,0,0,1709813,1,1,3,12.759354128332557
517,몬스터 패밀리,호거 태프,씨네그루(주)키다리이엔티,B,12/21/2017,winter,개봉영화,장편,기타,617,2531182700.0,341614,474831200,60474,애니메이션,전체관람가,일반영화,6.0,"에밀리 왓슨,닉 프로스트,제시카 브라운 핀들레이",93,8.306167401,454,2017,0,1,0,0,1,0,0,12.741436723663304
518,내 사랑,에이슬링 월쉬,오드,D,7/12/2017,summer,개봉영화,장편,기타,233,2434007625.0,333347,1181010825,158355,드라마,12세이상관람가,독립/예술영화,6.71,"샐리 호킨스,에단 호크",115,9.146551724,116,2017,0,1,0,1332063,1,0,9,12.716939268455688
519,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,하시모토 마사카즈,씨제이이앤엠(주),A,7/20/2017,summer,개봉영화,장편,일본,547,2417712700.0,333082,369416200,47946,애니메이션,전체관람가,일반영화,0.0,"박영남,양정화",103,8.703389831,118,2017,285827,1,1,477366,1,2,7,12.716143984895197
520,희생부활자,곽경택,(주)쇼박스,C,10/12/2017,autumn,개봉영화,장편,한국,781,2515479835.0,323628,524639435,64620,미스터리,15세이상관람가,일반영화,5.17,"김래원,김해숙",91,6.714285714,182,2017,2330813,1,0,19676446,1,1,4,12.687349986999285
521,블레이드 러너 2049,드니 빌뇌브,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,10/12/2017,autumn,개봉영화,장편,미국,664,2760845365.0,321018,1162877565,128723,SF,15세이상관람가,일반영화,8.22,"라이언 고슬링,해리슨 포드",163,7.955555556,270,2017,147641,1,1,5815373,1,2,8,12.679252475306377
522,빅풋 주니어,"제레미 드그루손,벤 스타센",(주)이수C&E,B,8/9/2017,summer,개봉영화,장편,기타,437,2245548900.0,318737,451385400,60164,애니메이션,전체관람가,독립/예술영화,0.0,"우정신,임채헌",92,8.88,100,2017,135094,0,0,85624,2,1,2,12.672121590309345
523,공범자들,최승호,(주)엣나인필름,D,8/17/2017,summer,개봉영화,장편,한국,228,2017678800.0,258478,745661900,92054,다큐멘터리,15세이상관람가,독립/예술영화,6.44,"이명박,김재철,김장겸",106,9.649484536000001,291,2017,129774,1,0,27254171,1,1,4,12.462565862925889
524,미옥,이안규,씨네그루(주)키다리이엔티,B,11/9/2017,autumn,개봉영화,장편,한국,635,1897705564.0,238587,520190864,63596,범죄,청소년관람불가,일반영화,4.33,"김혜수,이선균",91,7.375,216,2017,0,0,0,3384525,1,0,2,12.382489302668743
525,딥,줄리오 소토 거피드,(주)이수C&E,B,10/3/2017,autumn,개봉영화,장편,기타,441,1746940500.0,226933,349568900,43492,애니메이션,전체관람가,독립/예술영화,0.0,"심규혁,사문영,이인성",85,7.905109489,137,2017,0,0,0,579301,1,0,5,12.332410098711948
526,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,"우시로 신지,요코이 타케시",씨제이이앤엠(주),A,9/27/2017,autumn,개봉영화,장편,일본,486,1581375300.0,215203,302166700,39494,애니메이션,전체관람가,일반영화,5.0,"박경혜,홍범기,김현지",90,8.566371681,226,2017,550728,1,1,1730038,2,1,4,12.279337047693044
527,어쌔신: 더 비기닝,마이클 쿠에스타,(주)이수C&E,B,12/7/2017,winter,개봉영화,장편,미국,528,1575027000.0,203045,427713600,53797,액션,15세이상관람가,일반영화,5.5,"딜런 오브라이언,마이클 키튼,산나 라단",112,8.538961039,154,2017,0,1,0,8684880,1,0,5,12.221182908334526
528,채비,조영준,오퍼스픽쳐스(유),D,11/9/2017,autumn,개봉영화,장편,한국,480,1249977864.0,175889,320185164,43533,드라마,12세이상관람가,일반영화,5.0,"고두심,김성균",114,9.168,125,2017,0,0,0,9155305,1,0,7,12.07760839323867
529,"나는 내일, 어제의 너와 만난다",미키 타카히로,(주)디스테이션,D,10/12/2017,autumn,개봉영화,장편,일본,206,1343600900.0,175367,450954600,58106,멜로/로맨스,12세이상관람가,독립/예술영화,6.0,"후쿠시 소우타,고마츠 나나",110,8.403794038,369,2017,650,1,0,9064,1,1,2,12.074636199828301
530,예수는 역사다,존 건,(재)CBS,C,7/13/2017,summer,개봉영화,장편,미국,217,1229743400.0,170796,336647800,42982,드라마,전체관람가,독립/예술영화,4.0,"마이크 보겔,에리카 크리스틴슨,페이 더너웨이",113,9.153846154,65,2017,7272,1,0,0,1,1,0,12.048225140858627
531,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,다카하시 아츠시,(주)넥스트엔터테인먼트월드(NEW),C,8/10/2017,summer,개봉영화,장편,일본,351,1175560900.0,166252,194738200,26136,애니메이션,전체관람가,일반영화,6.0,"미즈타 와사비,오오하라 메구미,카카즈 유미",101,8.8125,112,2017,0,1,1,226808,1,0,2,12.021259988520928
532,아토믹 블론드,데이빗 레이치,씨네그루(주)키다리이엔티,B,8/30/2017,summer,개봉영화,장편,미국,471,1177725658.0,155368,486321658,62007,액션,청소년관람불가,일반영화,6.43,"샤를리즈 테론,제임스 맥어보이,소피아 부텔라",114,8.0,147,2017,116119,1,0,12840784,1,1,10,11.953551775505288
533,레고 닌자고 무비,찰리 빈,워너브러더스 코리아(주),B,9/28/2017,autumn,개봉영화,장편,미국,459,1149394400.0,154966,292991400,37758,애니메이션,전체관람가,일반영화,4.0,"데이브 프랭코,올리비아 문,저스틴 서룩스",101,8.821138211000001,123,2017,0,1,1,2937941,1,0,1,11.950961017000882
534,극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,닛타 노리오,씨제이이앤엠(주),A,9/7/2017,autumn,개봉영화,장편,일본,232,1055895200.0,137052,230840900,29255,애니메이션,전체관람가,일반영화,0.0,"이지현,여윤미,여민정",76,0.0,0,2017,0,1,0,292695,1,0,3,11.828115694838607
535,로마의 휴일,이덕희,메가박스중앙(주)플러스엠,A,8/30/2017,summer,개봉영화,장편,한국,436,993321176.0,134827,217460976,28160,코미디,15세이상관람가,일반영화,3.0,"임창정,공형진,정상훈",108,7.98630137,73,2017,0,0,0,5940034,1,0,2,11.811747754139535
536,저수지 게임,최진성,(주)스마일이엔티,D,9/7/2017,autumn,개봉영화,장편,한국,289,984605100.0,125402,390376200,47721,다큐멘터리,15세이상관람가,독립/예술영화,6.67,"주진우,조미래,정재호",100,9.777108434,166,2017,0,1,0,0,1,0,0,11.739279856017092
537,파리로 가는 길,엘레노어 코폴라,(주)티캐스트,B,8/3/2017,summer,개봉영화,장편,미국,79,931810300.0,118985,615973800,76126,드라마,12세이상관람가,독립/예술영화,5.17,"다이안 레인,알렉 볼드윈,아르노 비야르",92,8.17699115,113,2017,0,0,0,11271095,1,0,6,11.686752713728476
538,직쏘,"피터 스피어이그,마이클 스피어리그",㈜코리아스크린,D,11/2/2017,autumn,개봉영화,장편,미국,175,966956500.0,110834,270275200,30685,공포,청소년관람불가,일반영화,4.0,토빈 벨,92,0.0,0,2017,153606,0,1,0,2,2,0,11.61578886542944
539,더 테이블,김종관,(주)엣나인필름,D,8/24/2017,summer,개봉영화,장편,한국,272,830762100.0,103054,473573400,56654,드라마,12세이상관람가,독립/예술영화,5.5,"정유미,한예리,정은채",70,8.317073171,328,2017,80818,0,0,27393676,1,2,13,11.543008401673964
540,김광석,이상호,(주)비엠컬쳐스,D,8/30/2017,summer,개봉영화,장편,한국,223,772483500.0,98231,346699400,41838,다큐멘터리,15세이상관람가,독립/예술영화,6.0,"김광석,이상호,박학기",82,8.928571429,56,2017,48792,1,0,0,1,2,0,11.495077126806448
541,다크타워: 희망의 탑,니콜라이 아르셀,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,8/23/2017,summer,개봉영화,장편,미국,497,761759275.0,97017,261769275,31833,액션,15세이상관람가,일반영화,4.25,"이드리스 엘바,매튜 맥커너히,톰 테일러",95,7.439393938999999,132,2017,0,1,0,3653831,1,0,4,11.482641499861636
542,인비저블 게스트,오리올 파울로,(주)더블앤조이픽쳐스,D,9/21/2017,autumn,개봉영화,장편,기타,232,758162200.0,94281,367271800,44659,범죄,15세이상관람가,독립/예술영화,6.5,"마리오 카사스,바바라 레니,호세 코로나도",106,9.41509434,53,2017,66733,0,0,1,1,1,1,11.454034963697254
543,노 게임 노 라이프 -제로-,이시즈카 아츠코,(주)박수엔터테인먼트,D,10/19/2017,autumn,개봉영화,장편,일본,121,738618300.0,90643,201840300,24227,애니메이션,12세이상관람가,독립/예술영화,0.0,"마츠오카 요시츠구,카야노 아이,히카사 요코",107,8.0,1,2017,0,1,0,0,1,0,0,11.414683993124154
544,몬스터 콜,후안 안토니오 바요나,롯데쇼핑㈜롯데엔터테인먼트,A,9/14/2017,autumn,개봉영화,장편,기타,349,686273900.0,87841,299085800,36865,판타지,12세이상관람가,독립/예술영화,6.88,"루이스 맥더겔,시고니 위버,펠리시티 존스",108,8.905405405,74,2017,0,1,0,3369710,1,0,4,11.383283641013712
545,킹 오브 프리즘 - 프라이드 더 히어로,히시다 마사카즈,"동우에이앤이(주),(주)박수엔터테인먼트",D,6/10/2017,summer,개봉영화,장편,일본,92,676167500.0,82863,520124000,61867,애니메이션,15세이상관람가,일반영화,0.0,"남도형,엄상현,이원찬",70,9.888888889,36,2017,135695,1,1,1512057,1,2,18,11.324943920624065
546,원더,스티븐 크보스키,CGV아트하우스,A,12/27/2017,winter,개봉영화,장편,미국,183,632389700.0,81680,266568600,34246,드라마,전체관람가,독립/예술영화,6.86,"제이콥 트렘블레이,줄리아 로버츠,오웬 윌슨",113,9.404761905,42,2017,0,1,0,1272633,1,0,5,11.310564452838547
547,드래곤 스펠: 마법 꽃의 비밀,마누크 데포얀,㈜코리아스크린,D,8/15/2017,summer,개봉영화,장편,기타,164,582071200.0,79446,113863100,15015,애니메이션,전체관람가,독립/예술영화,0.0,"방지원,이세원,박상우",86,0.0,0,2017,0,1,0,339323,1,0,1,11.282832824567812
548,오즈: 신기한 마법가루,블라디미르 토로프킨,(주)스마일이엔티,D,7/20/2017,summer,개봉영화,장편,기타,343,565456600.0,78440,136995800,18133,애니메이션,전체관람가,독립/예술영화,0.0,"이장원,김하영",91,7.8,45,2017,0,1,0,370981,1,0,2,11.270089280310282
549,극장판 파워레인저: 애니멀포스 VS 닌자포스 미래에서 온 메시지,타케모토 노보루,(주)넥스트엔터테인먼트월드(NEW),C,11/9/2017,autumn,개봉영화,장편,일본,370,501257700.0,65895,113064100,13908,액션,전체관람가,일반영화,0.0,"나카오 마사키,야나기 미키,난바 쇼헤이",58,8.866666667,60,2017,0,1,1,0,1,0,0,11.09581784507799
550,뷰티풀 투모로우,장재혁,씨제이 씨지브이(CJ CGV)(주),A,10/26/2017,autumn,개봉영화,장편,한국,47,552273700.0,63279,321810000,36802,드라마,12세이상관람가,일반영화,0.0,"박효신,정재일",68,0.0,0,2017,0,1,0,0,1,0,0,11.05530879953538
551,지랄발광 17세,켈리 프레몬,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,6/28/2017,summer,개봉영화,장편,미국,90,508342200.0,63258,184188200,22377,코미디,15세이상관람가,독립/예술영화,6.4,헤일리 스테인펠드,102,0.0,0,2017,0,0,0,3732624,1,0,4,11.054976880805004
552,리틀 프린세스 소피아 : 신비한 섬,제이미 미첼,월트디즈니컴퍼니코리아 유한책임회사,B,9/28/2017,autumn,개봉영화,장편,미국,135,441475500.0,62454,109518000,14532,애니메이션,전체관람가,일반영화,0.0,"김미랑,서지연",64,8.55,100,2017,0,1,1,86293,1,0,1,11.042185564743523
553,더 크리스마스,티모시 렉카트,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,12/21/2017,winter,개봉영화,장편,미국,158,461785500.0,62082,101184400,12861,애니메이션,전체관람가,일반영화,7.0,"스티븐 연,지나 로드리게즈,제커리 레비",86,8.6,5,2017,0,1,0,0,1,0,0,11.036211370833005
554,래빗 스쿨,우테 폰 뮌쇼폴,예지림엔터테인먼트,D,11/23/2017,autumn,개봉영화,장편,기타,314,401768900.0,55784,82198100,10411,애니메이션,전체관람가,독립/예술영화,0.0,"황창영,민아,최정현",76,8.418604651,43,2017,7556,0,0,23643203,1,1,8,10.929242368900846
555,위시 어폰,존 R. 레오네티,(주)이수C&E,B,7/20/2017,summer,개봉영화,장편,미국,279,434148000.0,55110,82609500,9910,공포,15세이상관람가,일반영화,3.5,"조이 킹,이기홍,라이언 필립",90,8.122807018,57,2017,925813,0,0,5556911,1,1,4,10.917086466877281
556,극장판 숲의 요정 페어리루 ~크리스마스의 기적: 마법의 날개~,고로 사쿠라,"(주)이수C&E,(주)에이원엔터테인먼트",B,12/14/2017,winter,개봉영화,장편,일본,207,424665700.0,54988,92383400,11757,애니메이션,전체관람가,일반영화,0.0,"조경이,이재현,이지현",65,0.0,0,2017,0,1,0,53984,1,0,2,10.91487025859131
557,튤립 피버,저스틴 채드윅,(주)팝엔터테인먼트,D,12/14/2017,winter,개봉영화,장편,영국,359,417768549.0,52144,179688049,22177,드라마,청소년관람불가,독립/예술영화,5.33,"알리시아 비칸데르,데인 드한,크리스토프 왈츠",105,7.894736842,76,2017,0,1,0,9105579,1,0,12,10.861764401077343
558,매혹당한 사람들,소피아 코폴라,유니버설픽쳐스인터내셔널 코리아(유),B,9/6/2017,autumn,개봉영화,장편,미국,395,393548500.0,51867,187653600,23621,스릴러,15세이상관람가,독립/예술영화,7.0,"니콜 키드먼,커스틴 던스트,엘르 패닝",94,8.376811594,69,2017,0,1,0,730412,1,0,11,10.856438028772885
559,윈드 리버,테일러 쉐리던,(주)유로커뮤니케이션,D,9/14/2017,autumn,개봉영화,장편,미국,330,391358700.0,50783,159742100,20211,액션,15세이상관람가,독립/예술영화,7.33,"제레미 레너,엘리자베스 올슨",111,8.368421052999999,38,2017,0,0,0,36065780,1,0,8,10.835316931890924
560,잃어버린 도시 Z,제임스 그레이,(주)영화사 빅,D,9/21/2017,autumn,개봉영화,장편,미국,398,362053440.0,47088,107823340,13303,액션,12세이상관람가,독립/예술영화,6.83,"찰리 허냄,로버트 패틴슨,시에나 밀러",141,7.153846154,26,2017,200,1,0,284791,1,1,7,10.759773470473254
561,마더!,대런 아로노프스키,롯데쇼핑㈜롯데엔터테인먼트,A,10/19/2017,autumn,개봉영화,장편,미국,398,366642382.0,46469,177160582,22015,드라마,청소년관람불가,일반영화,7.25,"제니퍼 로렌스,하비에르 바르뎀",121,7.304347826,69,2017,2026574,0,0,9344389,1,1,9,10.746540702587744
562,내가 죽기 전에 가장 듣고 싶은 말,마크 펠링톤,"(주)메인타이틀픽쳐스,주식회사 키위컴퍼니",D,7/19/2017,summer,개봉영화,장편,미국,154,328678600.0,44839,142556300,19450,코미디,12세이상관람가,독립/예술영화,5.33,"셜리 맥클레인,아만다 사이프리드,앤쥴 리 딕슨",108,0.0,0,2017,0,0,0,443002,1,0,5,10.71083357542091
563,어벤져스: 인피니티 워,"안소니 루소,조 루소",월트디즈니컴퍼니코리아 유한책임회사,B,4/25/2018,spring,개봉영화,장편,미국,2553,99825092869.0,11202637,28565594669,3002036,액션,12세이상관람가,일반영화,7.09,"로버트 다우니 주니어,조슈 브롤린,크리스 헴스워스",149,9.198528235,6251,2018,17354064,1,1,36947741,2,2,11,16.231659754980733
564,쥬라기 월드: 폴른 킹덤,후안 안토니오 바요나,유니버설픽쳐스인터내셔널 코리아(유),B,6/6/2018,summer,개봉영화,장편,미국,1972,48575547937.0,5519169,12201124637,1305218,액션,12세이상관람가,일반영화,6.4,"크리스 프랫,브라이스 달라스 하워드",127,8.635820235,4517,2018,87841,1,1,12897986,1,1,6,15.52373786344221
565,블랙 팬서,라이언 쿠글러,월트디즈니컴퍼니코리아 유한책임회사,B,2/14/2018,winter,개봉영화,장편,미국,1620,45883143457.0,5398994,13105688057,1468761,액션,12세이상관람가,일반영화,6.67,채드윅 보스만,135,8.201442841,1802,2018,0,0,1,0,1,0,0,15.501723197882896
566,독전,이해영,(주)넥스트엔터테인먼트월드(NEW),C,5/22/2018,spring,개봉영화,장편,한국,1357,43314002813.0,5043771,10604697413,1195391,범죄,15세이상관람가,일반영화,5.29,"조진웅,류준열,김주혁",123,8.640061397,1303,2018,351208,0,1,35620681,1,1,17,15.4336645745605
567,데드풀 2,데이빗 레이치,이십세기폭스코리아(주),B,5/16/2018,spring,개봉영화,장편,미국,1576,34174783339.0,3783341,10750085639,1144469,액션,청소년관람불가,일반영화,5.86,"라이언 레이놀즈,조슈 브롤린,재지 비츠",117,9.184284617000001,3907,2018,271497,1,1,5889355,1,3,8,15.14611803965324
568,코코,리 언크리치,월트디즈니컴퍼니코리아 유한책임회사,B,1/11/2018,winter,개봉영화,장편,미국,1177,27685479440.0,3510017,8547812240,1024250,애니메이션,전체관람가,일반영화,8.0,"안소니 곤잘레스,가엘 가르시아 베르날,벤자민 브랫",104,9.160084034,2380,2018,0,0,0,18269,1,0,2,15.071131438735163
569,그것만이 내 세상,최성현,씨제이이앤엠(주),A,1/17/2018,winter,개봉영화,장편,한국,862,27441213382.0,3417629,6258257482,759455,코미디,12세이상관람가,일반영화,5.2,"이병헌,윤여정,박정민",120,9.222732491,1742,2018,0,0,0,39648361,1,0,20,15.044457593758848
570,곤지암,정범식,(주)쇼박스,C,3/28/2018,spring,개봉영화,장편,한국,1124,21442114144.0,2675559,4978152594,596536,공포,15세이상관람가,일반영화,6.33,"위하준,박지현,오아연",94,7.644761905,1050,2018,149181,0,0,2499464,1,1,2,14.79966888844326
571,탐정: 리턴즈,이언희,씨제이이앤엠(주),A,6/13/2018,summer,개봉영화,장편,한국,1041,22851746720.0,2672552,5083835920,576416,코미디,15세이상관람가,일반영화,6.0,"권상우,성동일,이광수A",116,9.146086957,1150,2018,1153109,1,0,14292533,1,1,9,14.7985443791289
572,지금 만나러 갑니다,이장훈,롯데쇼핑㈜롯데엔터테인먼트,A,3/14/2018,spring,개봉영화,장편,한국,1163,20795917128.0,2601529,5389143428,652805,멜로/로맨스,12세이상관람가,일반영화,5.5,"소지섭,손예진",131,9.029113923999999,790,2018,0,0,1,12437441,1,0,5,14.771609907065317
573,조선명탐정: 흡혈괴마의 비밀,김석윤,(주)쇼박스,C,2/8/2018,winter,개봉영화,장편,한국,1249,19690818764.0,2424330,4072581264,490363,사극,12세이상관람가,일반영화,5.17,"김명민,오달수,김지원",120,8.192719486,934,2018,3872015,1,0,67665525,1,1,14,14.701065755519183
574,메이즈 러너: 데스 큐어,웨스 볼,이십세기폭스코리아(주),B,1/17/2018,winter,개봉영화,장편,미국,1090,18902873104.0,2299732,5015312604,582686,액션,12세이상관람가,일반영화,5.0,"딜런 오브라이언,토마스 생스터,카야 스코델라리오",143,8.50989011,910,2018,2744413,1,1,11582365,1,1,7,14.648303152371062
575,레디 플레이어 원,스티븐 스필버그,워너브러더스 코리아(주),B,3/28/2018,spring,개봉영화,장편,미국,1079,19924623571.0,2253717,7255307121,762933,액션,12세이상관람가,일반영화,8.36,"마크 라이런스,사이먼 페그,올리비아 쿡",140,8.930516954,1799,2018,386318,0,1,13930282,1,2,10,14.62809141112957
576,쥬만지: 새로운 세계,제이크 캐스단,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,1/3/2018,winter,개봉영화,장편,미국,791,13814824864.0,1708672,3546830914,421003,액션,12세이상관람가,일반영화,5.33,"드웨인 존슨,잭 블랙,케빈 하트",118,8.473394495,545,2018,0,1,1,13493018,1,0,5,14.351227018575349
577,리틀 포레스트,임순례,메가박스중앙(주)플러스엠,A,2/28/2018,winter,개봉영화,장편,한국,884,11919745185.0,1504866,3852032885,474512,드라마,전체관람가,일반영화,6.36,"김태리,류준열,문소리",103,9.052009456,846,2018,0,0,1,19035624,1,0,12,14.224214415656274
578,골든슬럼버,노동석,씨제이이앤엠(주),A,2/14/2018,winter,개봉영화,장편,한국,833,11412768798.0,1387508,2666693198,315506,범죄,15세이상관람가,일반영화,5.0,"강동원,김의성,한효주",108,6.530805687000001,422,2018,0,0,1,73499560,1,0,21,14.143019890351871
579,램페이지,브래드 페이튼,워너브러더스 코리아(주),B,4/12/2018,spring,개봉영화,장편,미국,909,11951980109.0,1385511,2979863959,329834,액션,12세이상관람가,일반영화,4.8,"드웨인 존슨,제프리 딘 모건,나오미 해리스",107,8.916932907,939,2018,1730170,0,1,9329813,1,2,9,14.141579582625722
580,궁합,홍창표,씨제이이앤엠(주),A,2/28/2018,winter,개봉영화,장편,한국,966,10478875438.0,1340117,2478594738,309094,코미디,12세이상관람가,일반영화,4.0,"심은경,이승기",110,7.91918429,1324,2018,0,0,0,6339406,1,0,5,14.108267481548333
581,사라진 밤,이창희,씨네그루(주)키다리이엔티,B,3/7/2018,spring,개봉영화,장편,한국,925,10686397316.0,1314274,2577142716,309566,스릴러,15세이상관람가,일반영화,4.67,"김상경,김강우,김희애",101,8.142000000000001,500,2018,0,0,1,3673681,1,0,3,14.088794979880756
582,오션스8,게리 로스,워너브러더스 코리아(주),B,6/13/2018,summer,개봉영화,장편,미국,837,10972422166.0,1251725,4116090166,457824,액션,12세이상관람가,일반영화,5.8,"산드라 블록,케이트 블란쳇,앤 해서웨이",110,8.625824694,1061,2018,0,1,1,12031986,1,0,10,14.040033157953602
583,바람 바람 바람,이병헌,(주)넥스트엔터테인먼트월드(NEW),C,4/5/2018,spring,개봉영화,장편,한국,985,9702206675.0,1183959,2250342475,271361,코미디,청소년관람불가,일반영화,4.6,"이성민,신하균,송지효",100,7.064593301,836,2018,3044134,0,1,15834705,1,1,10,13.984374465448134
584,챔피언,김용완,워너브러더스 코리아(주),B,5/1/2018,spring,개봉영화,장편,한국,874,9440659230.0,1125238,1846376630,212475,드라마,12세이상관람가,일반영화,5.43,"마동석,권율,한예리",108,7.765765766,222,2018,0,0,0,40366401,1,0,17,13.933505126801492
585,퍼시픽 림: 업라이징,스티븐 S. 드나이트,유니버설픽쳐스인터내셔널 코리아(유),B,3/21/2018,spring,개봉영화,장편,미국,1145,8962712795.0,1077235,2487116295,278336,액션,15세이상관람가,일반영화,5.6,"존 보예가,스콧 이스트우드",111,8.246355685,686,2018,0,1,0,6534391,1,0,4,13.889908131036744
586,염력,연상호,(주)넥스트엔터테인먼트월드(NEW),C,1/31/2018,winter,개봉영화,장편,한국,1099,7484644112.0,990104,1855120412,238805,드라마,15세이상관람가,일반영화,6.0,"류승룡,심은경",101,6.505415162,554,2018,11565078,0,0,4764918,1,1,5,13.805565267098405
587,월요일이 사라졌다,토미 위르콜라,(주)스마일이엔티,D,2/22/2018,winter,개봉영화,장편,영국,355,7489885100.0,903175,2030565300,239886,액션,15세이상관람가,독립/예술영화,5.25,"누미 라파스,윌렘 대포,글렌 클로즈",123,9.0,8,2018,0,0,0,1329576,1,0,3,13.713671612072242
588,레슬러,김대웅,롯데쇼핑㈜롯데엔터테인먼트,A,5/9/2018,spring,개봉영화,장편,한국,957,6439292657.0,765813,1392248057,159549,드라마,15세이상관람가,일반영화,4.33,"유해진,김민재,이성경",110,6.7469879520000005,415,2018,0,0,0,49270840,1,0,12,13.548693293592919
589,마녀,박훈정,워너브러더스 코리아(주),B,6/27/2018,summer,개봉영화,장편,한국,1117,5547497752.0,661965,1358142852,157575,미스터리,15세이상관람가,일반영화,5.63,"김다미,조민수,박희순",125,8.568734792999999,1644,2018,2957484,0,0,5839131,1,2,4,13.402967963430838
590,인시디어스4: 라스트 키,애덤 로비텔,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,1/31/2018,winter,개봉영화,장편,미국,769,4301309864.0,554521,985318264,123478,공포,15세이상관람가,일반영화,5.33,"린 샤예,스펜서 로크,조쉬 스튜어트",103,7.3789473679999995,285,2018,35,1,0,825517,1,1,1,13.225859957012153
591,"그날, 바다",김지영,(주)엣나인필름,D,4/12/2018,spring,개봉영화,장편,한국,611,4445554528.0,540558,1157399300,136574,다큐멘터리,15세이상관람가,독립/예술영화,6.4,정우성,110,9.881427072000001,953,2018,0,0,0,9755013,1,0,3,13.200357218352407
592,툼레이더,로아 우타우,워너브러더스 코리아(주),B,3/8/2018,spring,개봉영화,장편,미국,806,4500905762.0,540410,1147492762,131406,액션,12세이상관람가,일반영화,5.0,알리시아 비칸데르,118,7.783625731,342,2018,15890,0,1,3079643,1,1,8,13.20008338970822
593,페르디난드,카를로스 살다나,이십세기폭스코리아(주),B,1/3/2018,winter,개봉영화,장편,미국,698,3854216500.0,533776,667415700,88198,애니메이션,전체관람가,일반영화,6.33,존 시나,108,9.075987842,329,2018,0,0,1,0,1,0,0,13.187731554282378
