,title,director,producer,importer,distributor,distributor_group,release_date,release_season,release,form,nation,screen,rev_nationwide,aud_nationwide,rev_seoul,rev_seoul.1,genre,rate,type,expert_rating,starring_actors,running_times,audience_rating,rating_audiences,realease_year,director_power,director_movie_num,sequel,original,actor_power
432,발레리나,"에릭 섬머,에릭 와린",,판씨네마(주),판씨네마(주),D,2/9/2017,winter,개봉영화,장편,프랑스,434,1509668400.0,201365,370927500,46384,애니메이션,전체관람가,일반영화,0.0,"엘르 패닝,데인 드한,매디 지글러",89,8.943722944,231,2017,604097.0,"2 [1, 1]",0,0,12411319
433,50가지 그림자: 심연,제임스 폴리,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,2/9/2017,winter,개봉영화,장편,미국,435,1589180900.0,189620,583553000,67787,드라마,청소년관람불가,일반영화,2.25,"다코타 존슨,제이미 도넌",118,7.874659401000001,367,2017,597025.0,2 [2],1,1,3285663
434,핵소 고지,멜 깁슨,,판씨네마(주),판씨네마(주),D,2/22/2017,winter,개봉영화,장편,미국,442,1342081900.0,177601,470997000,60479,드라마,15세이상관람가,일반영화,6.0,"앤드류 가필드,샘 워싱턴,휴고 위빙",139,9.198776758,327,2017,177601.0,1 [1],1,0,19770746
435,문라이트,배리 젠킨스,,오드,CGV아트하우스,A,2/22/2017,winter,개봉영화,장편,미국,173,1403639195.0,177483,851030495,105926,드라마,15세이상관람가,독립/예술영화,7.89,"알렉스 R. 히버트,에쉬튼 샌더스,트래반트 로즈",111,8.374468085,235,2017,177483.0,1 [1],1,0,2411840
436,더 큐어,고어 버빈스키,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,2/15/2017,winter,개봉영화,장편,미국,419,1331883200.0,159948,484137700,56699,미스터리,청소년관람불가,일반영화,6.2,"데인 드한,미아 고스,제이슨 아이삭스",146,7.56377551,392,2017,159948.0,1 [1],1,0,5557856
437,비정규직 특수요원,김덕수,"(주)스톰픽쳐스코리아,컴퍼니에이이엔티(주)",,"(주)이수C&E,(주)스톰픽쳐스코리아",B,3/16/2017,spring,개봉영화,장편,한국,497,1150732700.0,149719,244094600,30726,코미디,15세이상관람가,일반영화,3.25,"강예원,한채아",117,7.102189781,137,2017,322164.0,1 [1],0,0,7222748
438,레고 배트맨 무비,크리스 맥케이,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,2/9/2017,winter,개봉영화,장편,미국,427,1175424305.0,148760,387885305,45835,애니메이션,전체관람가,일반영화,6.67,"윌 아넷,랄프 파인즈,로사리오 도슨",106,8.748837209,215,2017,148760.0,1 [1],1,1,15989340
439,극장판 또봇: 로봇군단의 습격,"이달,고동우",레트로봇 주식회사,,씨제이이앤엠(주),A,4/27/2017,spring,개봉영화,장편,한국,231,1089135300.0,141592,214935500,27208,애니메이션,전체관람가,일반영화,6.0,"하룡이,신경선,이현",80,0.0,0,2017,424776.0,"2 [1, 1]",1,0,1542981
440,명탐정 코난: 에피소드 원-작아진 명탐정,야마모토 야스이치로,,씨제이이앤엠(주),씨제이이앤엠(주),A,2/8/2017,winter,개봉영화,장편,일본,215,999362100.0,128472,201352200,25052,애니메이션,12세이상관람가,일반영화,0.0,"야마구치 캇페이,타카야마 미나미,야마자키 와카나",95,0.0,0,2017,3213932.0,4 [4],1,1,10921035
441,눈길,이나정,KBS,,"(주)엣나인필름,CGV아트하우스",D,3/1/2017,spring,개봉영화,장편,한국,495,946705100.0,126384,227150700,29161,드라마,15세이상관람가,독립/예술영화,6.0,"김영옥,김향기,김새론",121,9.046511628,129,2017,126384.0,1 [1],1,0,118468234
442,시간위의 집,임대웅,"리드미컬그린(주),자이온 이엔티(주),브릿지웍스 엔터테인먼트(주),라이브(주)",,"(주)리틀빅픽쳐스,(주)페퍼민트앤컴퍼니",D,4/5/2017,spring,개봉영화,장편,한국,454,987958600.0,124601,247386600,29576,미스터리,15세이상관람가,일반영화,4.71,"김윤진,택연,조재윤",100,8.642105263,190,2017,124663.0,1 [1],1,0,42578507
443,마이펫 오지,알베르토 로드리게즈,,㈜코리아스크린,롯데쇼핑㈜롯데엔터테인먼트,A,2/16/2017,winter,개봉영화,장편,기타,393,911866950.0,124112,227644200,29374,애니메이션,전체관람가,독립/예술영화,0.0,"남도형,정은지,김현욱",89,8.472527473,91,2017,127181.0,1 [1],0,0,7749606
444,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,타카하시 와타루,,대원미디어(주),(주)넥스트엔터테인먼트월드(NEW),C,1/25/2017,winter,개봉영화,장편,일본,334,905611600.0,119197,147031700,18053,애니메이션,전체관람가,일반영화,0.0,"야지마 아키코,나라하시 미키,후지와라 케이지",96,8.816964286000001,224,2017,966278.0,3 [3],1,1,1637014
445,극장판 소드 아트 온라인 -오디널 스케일-,이토 토모히코,,(주)애니플러스,(주)박수엔터테인먼트,D,2/23/2017,winter,개봉영화,장편,일본,124,897598000.0,117401,277569000,35430,애니메이션,12세이상관람가,일반영화,0.0,"마츠오카 요시츠구,토마츠 하루카,이토 카나에",120,9.27647868,727,2017,117401.0,1 [1],1,0,1517840
446,여교사,김태용,(주)외유내강,,필라멘트픽쳐스,D,1/4/2017,winter,개봉영화,장편,한국,393,947192460.0,116851,299247560,36539,드라마,청소년관람불가,독립/예술영화,6.78,"김하늘,유인영,이원근",96,7.516129032,248,2017,122038.0,1 [1],0,0,19803649
447,"서서평, 천천히 평온하게","홍주연,홍현정",재단법인 온누리선교재단(CGNTV),,커넥트픽쳐스(주),D,4/26/2017,spring,개봉영화,장편,한국,234,833960900.0,115561,421385600,55651,다큐멘터리,전체관람가,독립/예술영화,5.5,"하정우,윤안나,안은새",78,9.441176471,68,2017,346683.0,"2 [1, 1]",1,0,547566616
448,베이블레이드 버스트 갓 : 갓 발키리의 탄생,야마구치 켄타로,,(주)영실업,씨제이이앤엠(주),A,6/1/2017,summer,개봉영화,장편,일본,198,822068000.0,108730,146349000,19055,애니메이션,전체관람가,일반영화,0.0,"김현지,한신,김보영",78,0.0,0,2017,108730.0,1 [1],1,0,6432553
449,루시드 드림,김준성,(주)로드픽쳐스,,(주)넥스트엔터테인먼트월드(NEW),C,2/22/2017,winter,개봉영화,장편,한국,461,759481000.0,102170,225006500,29168,SF,15세이상관람가,일반영화,3.0,"고수,설경구",101,8.137362637,182,2017,102170.0,1 [1],0,0,54882904
450,딥워터 호라이즌,피터 버그,,(주)우성엔터테인먼트,메가박스중앙(주)플러스엠,A,1/25/2017,winter,개봉영화,장편,미국,433,775611543.0,100021,236676643,30009,액션,12세이상관람가,일반영화,6.5,"마크 월버그,딜런 오브라이언,케이트 허드슨",107,8.810344828,232,2017,915475.0,3 [3],1,0,63994892
451,라이언,가스 데이비스,,(주)우성엔터테인먼트,(주)이수C&E,B,2/1/2017,winter,개봉영화,장편,기타,205,736334100.0,98660,268044000,35523,드라마,12세이상관람가,독립/예술영화,6.5,"써니 파와르,데브 파텔,니콜 키드먼",118,9.318181818,22,2017,0.0,1 [1],1,0,32799053
452,슈퍼 빼꼼: 스파이 대작전,임아론,(합)알지애니메이션스튜디오,,메가박스중앙(주)플러스엠,A,5/3/2017,spring,개봉영화,장편,한국,358,689079900.0,96462,115854000,15029,애니메이션,전체관람가,일반영화,4.5,"김태균B,최정현",77,8.26056338,284,2017,96462.0,1 [1],1,0,608984
453,사일런스,마틴 스코세이지,,(주)메인타이틀픽쳐스,씨네그루(주)키다리이엔티,B,2/28/2017,winter,개봉영화,장편,미국,342,700818300.0,94750,298799600,38435,드라마,15세이상관람가,독립/예술영화,7.0,"앤드류 가필드,리암 니슨,아담 드라이버",159,8.890909091000001,110,2017,809305.0,2 [2],1,0,94714286
454,파도가 지나간 자리,데릭 시엔프랜스,,그린나래미디어(주),CGV아트하우스,A,3/8/2017,spring,개봉영화,장편,미국,276,634595200.0,82177,263656600,33216,드라마,15세이상관람가,독립/예술영화,6.0,"마이클 패스벤더,알리시아 비칸데르,레이첼 와이즈",132,9.202531646,79,2017,82177.0,1 [1],1,0,116742404
455,너와 100번째 사랑,츠키카와 쇼,,(주)엔케이컨텐츠,(주)디스테이션,D,5/25/2017,spring,개봉영화,장편,일본,140,620733200.0,78930,193154900,23328,드라마,12세이상관람가,독립/예술영화,4.67,"사카구치 켄타로,미와,류세이 료",116,8.440677966,59,2017,1088390.0,2 [2],0,0,604221
456,바다 탐험대 옥토넛 시즌4: 더 파이널,다라 오코넬,,(주)얼리버드픽쳐스,와이드 릴리즈(주),D,6/1/2017,summer,개봉영화,장편,영국,167,475425000.0,72926,117097000,17370,애니메이션,전체관람가,독립/예술영화,0.0,"하성용,정재헌,엄상현",57,8.26984127,63,2017,1206342.0,5 [5],1,1,26048880
457,오두막,스튜어트 하젤딘,,판씨네마(주),판씨네마(주),D,4/20/2017,spring,개봉영화,장편,미국,396,559079300.0,72849,281508200,35423,드라마,12세이상관람가,독립/예술영화,4.0,"샘 워싱턴,옥타비아 스펜서,라다 미첼",132,8.492537313,67,2017,72849.0,1 [1],1,0,7595372
458,파워레인져스: 더 비기닝,딘 이스라엘리트,,(주)넥스트엔터테인먼트월드(NEW),(주)넥스트엔터테인먼트월드(NEW),C,4/20/2017,spring,개봉영화,장편,미국,479,570203561.0,72495,181869261,22185,액션,12세이상관람가,일반영화,6.5,"데이커 몽고메리,나오미 스콧,RJ 사일러",124,8.221518987,158,2017,605273.0,2 [2],1,0,2793004
459,패트리어트 데이,피터 버그,,"(주)비트윈에프앤아이,(주)미니엄쇼",(주)이수C&E,B,4/6/2017,spring,개봉영화,장편,미국,375,521471618.0,66074,173633018,21365,드라마,15세이상관람가,일반영화,5.0,마크 월버그,133,9.025316456,158,2017,915475.0,3 [3],1,0,24593332
460,더 서클,제임스 폰솔트,,(주)메인타이틀픽쳐스,씨네그루(주)키다리이엔티,B,6/22/2017,summer,개봉영화,장편,미국,169,536591400.0,65910,204755100,24662,드라마,12세이상관람가,독립/예술영화,3.67,"엠마 왓슨,톰 행크스",110,0.0,0,2017,65910.0,1 [1],1,0,20381514
461,극장판 쿠로코의 농구 라스트 게임,타다 슌스케,,(주)애니플러스,(주)박수엔터테인먼트,D,4/27/2017,spring,개봉영화,장편,일본,96,460086500.0,62033,211241000,27602,애니메이션,12세이상관람가,일반영화,0.0,"오노 켄쇼,오노 유우키,사이토 치와",91,9.663636364,110,2017,62033.0,1 [1],1,0,0
462,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,다라 오코넬,,(주)얼리버드픽쳐스,와이드 릴리즈(주),D,1/25/2017,winter,개봉영화,장편,영국,145,404919500.0,60935,109442000,16138,애니메이션,전체관람가,독립/예술영화,0.0,"하성용,정재헌,엄상현",68,8.287234043,188,2017,1206342.0,5 [5],1,1,26048880
463,꼬마참새 리차드: 아프리카 원정대,"토비 젠켈,레자 메마리",,(주)우성엔터테인먼트,씨네그루(주)키다리이엔티,B,6/15/2017,summer,개봉영화,장편,기타,319,434251400.0,58384,84275800,10613,애니메이션,전체관람가,독립/예술영화,0.0,"김서영,구민선",84,8.740740741,27,2017,834015.0,"3 [2, 1]",0,0,4066096
464,밤의 해변에서 혼자,홍상수,(주)영화제작전원사,,"(주)영화제작전원사 ,(주)콘텐츠판다",D,3/23/2017,spring,개봉영화,장편,한국,133,438124100.0,56907,274602900,34539,드라마,청소년관람불가,독립/예술영화,7.63,김민희,101,7.7264957260000005,234,2017,459722.0,2 [2],0,0,17166158
465,나의 붉은고래,"양선,장춘",,(주)영화사 빅,(주)영화사 빅,D,6/15/2017,summer,개봉영화,장편,기타,390,433137000.0,56108,135818200,16581,애니메이션,전체관람가,독립/예술영화,5.5,"계관림,소상경,허위주",101,7.761904762,42,2017,168324.0,"2 [1, 1]",1,0,0
466,맨체스터 바이 더 씨,케네스 로너건,,(주)아이아스플러스,THE 픽쳐스,D,2/15/2017,winter,개봉영화,장편,미국,109,431623800.0,53779,254824600,30655,드라마,15세이상관람가,독립/예술영화,7.78,"케이시 애플렉,미셸 윌리엄스,카일 챈들러",137,8.859649122999999,57,2017,53779.0,1 [1],0,0,29575696
467,옥자,봉준호,"플랜 비 엔터테인먼트,(주)루이스 픽쳐스",,(주)넥스트엔터테인먼트월드(NEW),C,6/29/2017,summer,개봉영화,장편,미국,111,372557400.0,49479,235482900,29163,어드벤처,12세이상관람가,일반영화,7.33,"틸다 스윈튼,폴 다노,안서현",120,8.766742338,5286,2017,9676939.0,2 [2],0,0,44012667
468,미스 슬로운,존 매든,,(주)메인타이틀픽쳐스,(주)메인타이틀픽쳐스,D,3/29/2017,spring,개봉영화,장편,미국,104,381394300.0,48051,199557400,24714,드라마,15세이상관람가,독립/예술영화,6.83,제시카 차스테인,132,9.2,5,2017,48051.0,1 [1],1,0,41428574
469,매기스 플랜,레베카 밀러,,오드,오드,D,1/25/2017,winter,개봉영화,장편,미국,94,382361800.0,47668,258221100,31084,코미디,15세이상관람가,독립/예술영화,6.86,"그레타 거윅,에단 호크,줄리안 무어",98,7.9117647060000005,102,2017,47668.0,1 [1],0,0,33691345
470,택시운전사,장훈,더램프(주),,(주)쇼박스,C,8/2/2017,summer,개봉영화,장편,한국,1906,95282655549.0,12099614,22185947699,2729766,드라마,15세이상관람가,일반영화,6.09,"송강호,토마스 크레취만,유해진",137,9.33072407,5110,2017,12099614.0,1 [1],1,0,624785819
471,신과함께-죄와 벌,김용화,"리얼라이즈픽쳐스(주),(주)덱스터스튜디오",,롯데쇼핑㈜롯데엔터테인먼트,A,12/20/2017,winter,개봉영화,장편,한국,1912,68350496432.0,8539495,16324526082,1984373,판타지,12세이상관람가,일반영화,5.92,"하정우,차태현,주지훈",139,8.795154185,9080,2017,29332237.0,2 [2],1,0,769113491
472,스파이더맨: 홈 커밍,존 왓츠,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,7/5/2017,summer,개봉영화,장편,미국,1965,59120173820.0,7257973,16753103620,1969107,액션,12세이상관람가,일반영화,7.0,"톰 홀랜드,마이클 키튼",133,8.943646805,2786,2017,22537735.0,2 [2],1,1,78092632
473,범죄도시,강윤성,"(주)홍필름,(주)비에이엔터테인먼트",,"메가박스중앙(주)플러스엠,(주)키위미디어그룹",A,10/3/2017,autumn,개봉영화,장편,한국,1315,56077813249.0,6851297,14046905449,1670254,범죄,청소년관람불가,일반영화,6.0,"마동석,윤계상",121,9.32081749,2104,2017,1022790.0,2 [2],0,0,262709834
474,군함도,류승완,"(주)외유내강,(주)필름케이",,씨제이이앤엠(주),A,7/26/2017,summer,개봉영화,장편,한국,2027,50510565168.0,6592151,11091878868,1398649,액션,15세이상관람가,일반영화,6.17,"황정민,소지섭,송중기",132,7.542178324,3746,2017,40559524.0,2 [2],0,0,455259430
475,청년경찰,김주환,"(주)무비락,(주)도서관옆스튜디오,베리굿스튜디오(주)",,롯데쇼핑㈜롯데엔터테인먼트,A,8/9/2017,summer,개봉영화,장편,한국,1102,44241099316.0,5636259,9885607016,1207318,액션,15세이상관람가,일반영화,5.1,"박서준,강하늘",109,9.095669037,1547,2017,12882255.0,2 [2],0,0,83225535
476,킹스맨: 골든 서클,매튜 본,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,9/27/2017,autumn,개봉영화,장편,미국,1687,40987484736.0,4945484,12306638886,1419759,액션,청소년관람불가,일반영화,5.0,"콜린 퍼스,줄리안 무어,태런 에저튼",141,8.748452265,3069,2017,17202955.0,2 [2],1,1,131553012
477,토르: 라그나로크,타이카 와이티티,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,B,10/25/2017,autumn,개봉영화,장편,미국,1640,39227691395.0,4853778,12078816595,1417791,액션,12세이상관람가,일반영화,6.13,"크리스 헴스워스,마크 러팔로,톰 히들스턴",130,9.030628946,4277,2017,4853778.0,1 [1],1,1,466864340
478,꾼,장창원,(주)영화사두둥,,(주)쇼박스,C,11/22/2017,autumn,개봉영화,장편,한국,1314,31312029795.0,4018035,7524164445,931841,범죄,15세이상관람가,일반영화,4.4,"현빈,유지태,배성우",117,8.346560847000001,1512,2017,0.0,1 [1],0,0,138655834
479,강철비,양우석,"(주)와이웍스엔터테인먼트,(주)모팩",,(주)넥스트엔터테인먼트월드(NEW),C,12/14/2017,winter,개봉영화,장편,한국,1426,31983233566.0,4012889,7836617016,954933,액션,15세이상관람가,일반영화,7.18,"정우성,곽도원",139,8.811791383,2205,2017,4012889.0,1 [1],1,0,183354365
480,남한산성,황동혁,(주)싸이런픽쳐스,,씨제이이앤엠(주),A,10/3/2017,autumn,개봉영화,장편,한국,1229,31067321992.0,3829891,7375553392,889444,사극,15세이상관람가,일반영화,7.5,"이병헌,김윤석,박해일",139,8.154387611,2131,2017,12485251.0,1 [1],1,0,425044584
481,슈퍼배드 3,"피에르 꼬팽,카일 발다",,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,7/26/2017,summer,개봉영화,장편,미국,1057,24216987019.0,3324861,5558252919,723552,애니메이션,전체관람가,일반영화,5.0,"스티브 카렐,크리스틴 위그,트레이 파커",90,8.793984962,3325,2017,27875256.0,"4 [2, 2]",0,1,27679927
482,아이 캔 스피크,김현석,"주식회사 영화사 시선,(주)명필름",,"롯데쇼핑㈜롯데엔터테인먼트,(주)리틀빅픽쳐스",A,9/21/2017,autumn,개봉영화,장편,한국,1140,25526451186.0,3279296,6406642486,796298,코미디,12세이상관람가,일반영화,7.25,"나문희,이제훈",119,9.257869249,826,2017,7565055.0,2 [2],1,0,41436002
483,덩케르크,크리스토퍼 놀란,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,7/20/2017,summer,개봉영화,장편,미국,1252,24550541348.0,2788732,9437670298,986967,액션,12세이상관람가,일반영화,8.55,"핀 화이트헤드,마크 라이런스,톰 하디",106,8.561823802000001,1294,2017,29392396.0,2 [2],1,0,46970653
484,살인자의 기억법,원신연,"(주)쇼박스,(주)더블유픽처스,(주)그린피쉬,영화사 이창",,(주)쇼박스,C,9/6/2017,autumn,개봉영화,장편,한국,1064,21361479492.0,2656694,5389419142,643595,범죄,15세이상관람가,일반영화,5.78,"설경구,김남길,설현",118,8.19431988,669,2017,10098805.0,2 [2],1,0,114477917
485,혹성탈출: 종의 전쟁,맷 리브스,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,8/15/2017,summer,개봉영화,장편,미국,1017,16851234778.0,2050909,4721118278,538479,액션,12세이상관람가,일반영화,7.75,"앤디 서키스,우디 해럴슨,스티브 잔",140,8.210034014,1176,2017,6053043.0,1 [1],1,1,83646589
486,1987,장준환,(주)우정필름,,씨제이이앤엠(주),A,12/27/2017,winter,개봉영화,장편,한국,1299,15254004037.0,1942077,3826119887,473352,드라마,15세이상관람가,일반영화,8.08,"김윤석,하정우,유해진",129,9.273395394,2041,2017,1942077.0,1 [1],1,0,1151033116
487,애나벨 : 인형의 주인,데이비드 F. 샌드버그,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,8/10/2017,summer,개봉영화,장편,미국,1006,15526858738.0,1934192,3970570338,472569,공포,15세이상관람가,일반영화,7.0,"스테파니 시그만,탈리타 베이트먼,앨리시아 벨라 베일리",109,7.726762821,1248,2017,7858350.0,3 [3],1,1,8383172
488,저스티스 리그,잭 스나이더,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,11/15/2017,autumn,개봉영화,장편,미국,1308,14629677795.0,1786383,4549730995,524158,액션,12세이상관람가,일반영화,5.83,"벤 애플렉,갤 가돗,제이슨 모모아",120,8.01030303,1650,2017,8426762.0,2 [2],1,1,53621322
489,킬러의 보디가드,패트릭 휴즈,,(유)조이앤시네마,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",D,8/30/2017,summer,개봉영화,장편,미국,482,14020395800.0,1721757,4048575300,488376,액션,15세이상관람가,일반영화,5.6,"라이언 레이놀즈,사무엘 L. 잭슨",125,8.909090909,77,2017,1873782.0,1 [1],1,0,269638860
490,부라더,장유정,"(주)홍필름,(주)수필름",,메가박스중앙(주)플러스엠,A,11/2/2017,autumn,개봉영화,장편,한국,889,11590908298.0,1468301,2357877298,287039,코미디,12세이상관람가,일반영화,5.8,"마동석,이동휘,이하늬",102,7.884267631,553,2017,1468301.0,1 [1],1,0,340542202
491,기억의 밤,장항준,(주)비에이엔터테인먼트,,"메가박스중앙(주)플러스엠,주식회사 키위컴퍼니",A,11/29/2017,autumn,개봉영화,장편,한국,751,10646654660.0,1386611,2885227160,362625,미스터리,15세이상관람가,일반영화,5.67,"강하늘,김무열",109,8.524390244,738,2017,1386611.0,1 [1],0,0,143327543
492,해피 데스데이,크리스토퍼 랜던,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,11/8/2017,autumn,개봉영화,장편,미국,714,11003095402.0,1382480,3024232752,365202,공포,15세이상관람가,일반영화,0.0,"제시카 로테,이스라엘 브로우사드",96,8.4784,625,2017,3177810.0,2 [2],0,0,0
493,브이아이피,박훈정,"(주)영화사 금월,(주)페퍼민트앤컴퍼니",,워너브러더스 코리아(주),B,8/23/2017,summer,개봉영화,장편,한국,996,10956621835.0,1373316,2863320535,345963,범죄,청소년관람불가,일반영화,5.0,"장동건,김명민,박희순",128,6.778050778,1221,2017,12181628.0,3 [3],0,0,95691878
494,장산범,허정,(주)드림캡쳐,,(주)넥스트엔터테인먼트월드(NEW),C,8/17/2017,summer,개봉영화,장편,한국,711,10332117083.0,1305145,2153814083,257679,미스터리,15세이상관람가,일반영화,5.8,"염정아,박혁권",100,7.543103447999999,696,2017,1305145.0,1 [1],1,0,6823864
495,지오스톰,"딘 데블린,대니 캐넌",,워너브러더스 코리아(주),워너브러더스 코리아(주),B,10/19/2017,autumn,개봉영화,장편,미국,854,8480864614.0,1028384,2098804714,238747,액션,12세이상관람가,일반영화,5.5,"제라드 버틀러,짐 스터게스,애비 코니쉬",109,8.150684932,657,2017,3085152.0,"2 [1, 1]",0,0,27246068
496,스타워즈: 라스트 제다이,라이언 존슨,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,B,12/14/2017,winter,개봉영화,장편,미국,1107,8535886061.0,946547,3253329661,325647,액션,12세이상관람가,일반영화,7.75,"데이지 리들리,마크 해밀,아담 드라이버",152,7.827302632,608,2017,2555968.0,2 [2],0,1,22080146
497,그것,안드레스 무시에티,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,9/6/2017,autumn,개봉영화,장편,미국,837,7331422607.0,888386,1958970207,224114,공포,15세이상관람가,일반영화,6.6,"빌 스카스가드,제이든 리버허",135,7.609907121,323,2017,2367815.0,2 [2],1,0,25058
498,오리엔트 특급 살인,케네스 브래너,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,11/29/2017,autumn,개봉영화,장편,미국,707,6636205163.0,863567,2593685463,323592,드라마,12세이상관람가,일반영화,5.88,"케네스 브래너,페넬로페 크루즈,윌렘 대포",114,8.071090047,422,2017,1520015.0,2 [2],1,0,21652647
499,베이비 드라이버,에드가 라이트,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,9/14/2017,autumn,개봉영화,장편,영국,778,6688509214.0,821419,2396693714,284626,액션,15세이상관람가,일반영화,7.67,"안셀 엘고트,케빈 스페이시,릴리 제임스",113,8.642105263,285,2017,821419.0,1 [1],0,0,20614526
500,위대한 쇼맨,마이클 그레이시,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,12/20/2017,winter,개봉영화,장편,미국,702,6657039200.0,814587,2679793600,319709,드라마,12세이상관람가,일반영화,6.6,"휴 잭맨,잭 에프론,미셸 윌리엄스",104,9.330445545,808,2017,814587.0,1 [1],1,0,81289813
501,뽀로로 극장판 공룡섬 대모험,"김현호,윤제완",(주)오콘,,(주)넥스트엔터테인먼트월드(NEW),C,12/7/2017,winter,개봉영화,장편,한국,803,5826048600.0,770801,1029801100,129546,애니메이션,전체관람가,일반영화,0.0,"이선,이미자,함수정",79,9.276190476,945,2017,7687186.0,"4 [3, 1]",1,1,18639133
502,47 미터,요하네스 로버츠,,(주)비엠컬쳐스,씨네그루(주)키다리이엔티,B,7/19/2017,summer,개봉영화,장편,영국,733,4686022657.0,590036,1043910157,125764,스릴러,15세이상관람가,일반영화,4.0,"맨디 무어,클레어 홀트",89,7.56928839,267,2017,1682006.0,2 [2],0,0,1770108
503,메리와 마녀의 꽃,요네바야시 히로마사,,씨제이이앤엠(주),CGV아트하우스,A,12/7/2017,winter,개봉영화,장편,일본,751,4062304239.0,535084,1100013439,137829,애니메이션,전체관람가,일반영화,5.83,"스기사키 하나,카미키 류노스케",103,8.017361111,288,2017,572266.0,1 [1],1,0,7238432
504,발레리안: 천 개 행성의 도시,뤽 베송,,판씨네마(주),판씨네마(주),D,8/30/2017,summer,개봉영화,장편,프랑스,629,4047756408.0,511931,1318056208,157111,액션,12세이상관람가,일반영화,5.56,"데인 드한,카라 델레바인",137,8.035911602,362,2017,5161781.0,3 [3],1,0,4334392
505,카3: 새로운 도전,브라이언 피,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,B,7/13/2017,summer,개봉영화,장편,미국,800,3599544501.0,487916,854573801,108150,애니메이션,전체관람가,일반영화,5.5,"오웬 윌슨,크리스텔라 알론조,아미 해머",109,8.725,360,2017,487916.0,1 [1],0,1,10969842
506,침묵,정지우,(주)용필름,,씨제이이앤엠(주),A,11/2/2017,autumn,개봉영화,장편,한국,634,3873542364.0,487897,1140873764,139002,드라마,15세이상관람가,일반영화,6.09,"최민식,박신혜,류준열",125,8.224669603999999,454,2017,1325391.0,2 [2],1,0,312553619
507,너의 췌장을 먹고 싶어,츠키카와 쇼,,(주)미디어캐슬,(주)넥스트엔터테인먼트월드(NEW),C,10/25/2017,autumn,개봉영화,장편,일본,218,3703660800.0,465265,1046559800,128333,드라마,12세이상관람가,독립/예술영화,7.33,"타카스기 마히로,린",109,8.538461538,65,2017,1088390.0,2 [2],1,0,0
508,명탐정 코난:진홍의 연가,시즈노 코분,,씨제이이앤엠(주),씨제이이앤엠(주),A,8/2/2017,summer,개봉영화,장편,일본,582,3255598200.0,448381,770592800,102460,애니메이션,12세이상관람가,일반영화,6.0,"타카야마 미나미,야마자키 와카나,코야마 리키야",113,9.12195122,410,2017,5748553.0,4 [4],1,1,17368570
509,반드시 잡는다,김홍선,"(주)에이디사공육,씨네주 유한회사",,(주)넥스트엔터테인먼트월드(NEW),C,11/29/2017,autumn,개봉영화,장편,한국,565,3324033772.0,446379,794998472,102380,스릴러,15세이상관람가,일반영화,6.5,"백윤식,성동일",110,8.298630137,365,2017,6153654.0,3 [3],1,0,177018297
510,극장판 포켓몬스터 너로 정했다!,유야마 쿠니히코,,(주)포켓몬코리아,(주)이수C&E,B,12/21/2017,winter,개봉영화,장편,일본,626,3117529700.0,415255,591147400,76058,애니메이션,전체관람가,일반영화,6.0,"마츠모토 리카,오오타니 이쿠에",98,9.00152207,657,2017,7587500.0,6 [6],1,1,1505846
511,넛잡 2,캘런 브런커,"(주)레드로버,툰박스 엔터테인먼트",,롯데쇼핑㈜롯데엔터테인먼트,A,10/3/2017,autumn,개봉영화,장편,한국,526,3038945100.0,407727,513530500,66475,애니메이션,전체관람가,일반영화,5.0,"윌 아넷,캐서린 헤이글,성룡",91,8.689473684,190,2017,445274.0,1 [1],1,1,16008673
