,title,director,producer,importer,distributor,distributor_group,release_date,release_season,release,form,nation,screen,rev_nationwide,aud_nationwide,rev_seoul,rev_seoul.1,genre,rate,type,expert_rating,starring_actors,running_times,audience_rating,rating_audiences,realease_year,director_power,director_movie_num,sequel,original,actor_power
291,덕혜옹주,허진호,"(주)하이브미디어코프,(주)영화사호필름 ,(주)디씨지플러스",,롯데쇼핑㈜롯데엔터테인먼트,A,8/3/2016,summer,개봉영화,장편,한국,964,44344141109.0,5593551,10625578869,1304324,사극,12세이상관람가,일반영화,5.95,"손예진,박해일",127,8.859929078,3948,2016,12152726.0,2 [2],1,0,157403939
292,닥터 스트레인지,스콧 데릭슨,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),B,10/26/2016,autumn,개봉영화,장편,미국,1503,47481830396.0,5446239,15364372146,1657683,액션,12세이상관람가,일반영화,7.03,"베네딕트 컴버배치,레이첼 맥아담스,틸다 스윈튼",115,8.949522227000001,4814,2016,5516025.0,1 [1],1,1,125470243
293,마스터,조의석,영화사 집,,씨제이이앤엠(주),A,12/21/2016,winter,개봉영화,장편,한국,1501,39784641065.0,4935320,10109128465,1211837,액션,15세이상관람가,일반영화,5.77,"이병헌,강동원,김우빈",143,8.686219739,5370,2016,5496547.0,1 [1],0,0,382272689
294,신비한 동물사전,데이빗 예이츠,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,11/16/2016,autumn,개봉영화,장편,미국,1431,39300515858.0,4662534,12612776458,1422215,어드벤처,12세이상관람가,일반영화,7.08,"에디 레드메인,콜린 파렐,캐서린 워터스턴",132,8.768924303,3263,2016,16840678.0,3 [3],1,1,96634606
295,판도라,박정우,(주)씨에이씨엔터테인먼트,,(주)넥스트엔터테인먼트월드(NEW),C,12/7/2016,winter,개봉영화,장편,한국,1166,33856670164.0,4301361,6940555164,846789,드라마,12세이상관람가,일반영화,5.92,"김남길,김주현,정진영",136,8.914615771,1991,2016,0.0,1 [1],0,0,106430198
296,나우 유 씨 미 2,존 추,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,A,7/13/2016,summer,개봉영화,장편,미국,1200,25116690113.0,3100113,7162588413,850601,범죄,12세이상관람가,일반영화,5.34,"제시 아이젠버그,마크 러팔로,우디 해럴슨",129,8.588807786,2055,2016,8210440.0,2 [2],0,1,237997465
297,형,권수경,굿초이스컷픽쳐스(주),,씨제이이앤엠(주),A,11/23/2016,autumn,개봉영화,장편,한국,993,23113768293.0,2979659,5470616143,673565,코미디,12세이상관람가,일반영화,4.55,"조정석,디오,박신혜",110,9.011034483,1450,2016,2979659.0,1 [1],0,0,191205106
298,미스 페레그린과 이상한 아이들의 집,팀 버튼,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,9/28/2016,autumn,개봉영화,장편,미국,904,21841214586.0,2718158,6220296286,737280,미스터리,12세이상관람가,일반영화,7.08,"에바 그린,에이사 버터필드,사무엘 L. 잭슨",127,8.592145015,1655,2016,6578341.0,3 [3],1,0,228613344
299,제이슨 본,폴 그린그래스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,7/27/2016,summer,개봉영화,장편,미국,827,21253434663.0,2611966,6707397843,797790,액션,15세이상관람가,일반영화,5.97,"맷 데이먼,알리시아 비칸데르,뱅상 카셀",123,8.41109995,3982,2016,2853480.0,1 [1],1,1,76043645
300,도리를 찾아서,앤드류 스탠튼,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),B,7/6/2016,summer,개봉영화,장편,미국,1091,20703899933.0,2601734,6199961913,724706,애니메이션,전체관람가,일반영화,6.52,"엘런 드제너러스,앨버트 브룩스,에드 오닐",97,8.691922006,1795,2016,2601734.0,1 [1],0,1,0
301,아수라,김성수,(주)사나이픽처스,,씨제이이앤엠(주),A,9/28/2016,autumn,개봉영화,장편,한국,1278,20576226662.0,2594028,5577412282,676676,범죄,청소년관람불가,일반영화,6.56,"정우성,황정민,주지훈",132,6.558953033,4088,2016,3122222.0,1 [1],0,0,699430206
302,마이펫의 이중생활,크리스 리노드,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,8/3/2016,summer,개봉영화,장편,미국,726,19379904655.0,2517805,5360235715,656542,애니메이션,전체관람가,일반영화,6.67,"루이스 C.K.,에릭 스톤스트릿,케빈 하트",90,8.703752469,3038,2016,7075659.0,2 [2],0,0,56318166
303,라라랜드,데이미언 셔젤,,판씨네마(주),판씨네마(주),D,12/7/2016,winter,개봉영화,장편,미국,727,19993531232.0,2384782,8520674132,987682,드라마,12세이상관람가,일반영화,8.34,"라이언 고슬링,엠마 스톤",127,8.868760064,1242,2016,10113218.0,3 [3],0,0,40353253
304,봉이 김선달,박대민,"(주)엠픽처스,(주)에스엔케이픽처스",,씨제이이앤엠(주),A,7/6/2016,summer,개봉영화,장편,한국,942,16172133642.0,2044564,3545320462,432216,사극,12세이상관람가,일반영화,5.14,"유승호,조재현,고창석",121,8.317815577000001,1117,2016,2044564.0,1 [1],1,0,22800872
305,수어사이드 스쿼드,데이비드 에이어,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,8/3/2016,summer,개봉영화,장편,미국,823,15873106188.0,1898121,4616155428,521174,액션,15세이상관람가,일반영화,5.15,"윌 스미스,자레드 레토,마고 로비",122,7.615583742999999,3863,2016,3266826.0,1 [1],1,1,42706997
306,벤허,티무르 베크맘베토브,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,A,9/14/2016,autumn,개봉영화,장편,미국,717,11405870395.0,1399771,2957265515,356087,어드벤처,12세이상관람가,일반영화,8.75,"찰톤 헤스톤,잭 호킨스,하야 하라릿",222,9.0,1,2016,0.0,1 [1],1,0,6998855
307,스타트렉 비욘드,저스틴 린,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,A,8/17/2016,summer,개봉영화,장편,미국,716,10190375820.0,1157156,3556973400,380899,액션,12세이상관람가,일반영화,7.1,"크리스 파인,사이먼 페그,조 샐다나",122,8.413407821,895,2016,2947429.0,1 [1],1,1,125022682
308,미씽: 사라진 여자,이언희,다이스필름(주),,메가박스중앙(주)플러스엠,A,11/30/2016,autumn,개봉영화,장편,한국,790,8881616256.0,1153109,2457671256,307997,미스터리,15세이상관람가,일반영화,6.72,"엄지원,공효진",100,8.590727418,1251,2016,4978770.0,2 [2],0,0,56893456
309,"당신, 거기 있어줄래요",홍지영,(주)수필름,,롯데쇼핑㈜롯데엔터테인먼트,A,12/14/2016,winter,개봉영화,장편,한국,767,8999085248.0,1124815,2552055748,305990,판타지,12세이상관람가,일반영화,5.44,"김윤석,변요한,채서진",111,8.872954764,1039,2016,2335092.0,1 [1],1,0,207758574
310,라이트 아웃,데이비드 F. 샌드버그,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,8/24/2016,summer,개봉영화,장편,미국,659,8892177975.0,1111158,2086096975,248265,공포,15세이상관람가,일반영화,0.0,"테레사 팔머,앨리시아 벨라 베일리,가브리엘 베이트먼",81,7.713203462999999,924,2016,7858350.0,3 [3],1,0,15380073
311,씽,가스 제닝스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,12/21/2016,winter,개봉영화,장편,미국,795,8196285789.0,1061913,2230472589,274530,애니메이션,전체관람가,일반영화,6.71,"매튜 맥커너히,리즈 위더스푼,스칼렛 요한슨",108,9.039348711,1474,2016,1061913.0,1 [1],0,0,57689186
312,맨 인 더 다크,페드 알바레즈,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,10/5/2016,autumn,개봉영화,장편,미국,671,8445645672.0,999047,2347738772,267646,스릴러,청소년관람불가,일반영화,7.04,"제인 레비,딜런 미네트,스티븐 랭",88,8.461838006,1284,2016,999047.0,1 [1],0,0,12173904
313,"고산자, 대동여지도",강우석,(주)시네마서비스,,씨제이이앤엠(주),A,9/7/2016,autumn,개봉영화,장편,한국,765,7777473258.0,971194,1911829638,230579,사극,전체관람가,일반영화,5.78,"차승원,유준상",129,8.239467849,451,2016,2708447.0,1 [1],1,0,6439061
314,매그니피센트 7,안톤 후쿠아,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,9/14/2016,autumn,개봉영화,장편,미국,579,7633490421.0,921317,2113986651,247071,액션,15세이상관람가,일반영화,5.79,"덴젤 워싱턴,크리스 프랫,이병헌",133,8.081967212999999,1525,2016,1966151.0,3 [3],1,0,209966396
315,브리짓 존스의 베이비,샤론 맥과이어,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,9/28/2016,autumn,개봉영화,장편,미국,509,6678585874.0,820995,2641542374,314889,코미디,15세이상관람가,일반영화,5.63,"르네 젤위거,콜린 퍼스,패트릭 뎀시",123,9.161118509,751,2016,820995.0,1 [1],1,1,41602767
316,스플릿,최국희,오퍼스픽쳐스(유),,오퍼스픽쳐스(유),D,11/9/2016,autumn,개봉영화,장편,한국,702,6097721539.0,757430,1497661939,177946,드라마,15세이상관람가,일반영화,6.38,"유지태,이정현,이다윗",121,9.247206704,716,2016,5262812.0,2 [2],0,0,37345253
317,국가대표 2,김종현,케이엠컬쳐㈜,,메가박스중앙(주)플러스엠,A,8/10/2016,summer,개봉영화,장편,한국,562,5424324942.0,703024,1319827542,166219,드라마,12세이상관람가,일반영화,5.5,"수애,오달수,오연서",126,8.880952381,882,2016,703024.0,1 [1],1,1,269072510
318,인페르노,론 하워드,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,10/19/2016,autumn,개봉영화,장편,미국,754,5656281303.0,689071,1920944703,224942,미스터리,15세이상관람가,일반영화,4.67,"톰 행크스,펠리시티 존스,벤 포스터",121,8.2,610,2016,4302393.0,3 [3],1,1,39444273
319,설리: 허드슨강의 기적,클린트 이스트우드,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,9/28/2016,autumn,개봉영화,장편,미국,573,5234170754.0,627102,1679863954,192870,드라마,12세이상관람가,일반영화,7.75,"톰 행크스,로라 리니,아론 에크하트",96,8.907035176,398,2016,1943736.0,3 [3],1,0,29758959
320,잭 리처: 네버 고 백,에드워드 즈윅,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,A,11/30/2016,autumn,개봉영화,장편,미국,667,4638072258.0,611097,1375085358,175136,액션,15세이상관람가,일반영화,4.88,"톰 크루즈,코비 스멀더스",118,8.190140845,426,2016,631545.0,1 [1],1,1,88072747
321,로그 원: 스타워즈 스토리,가렛 에드워즈,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,B,12/28/2016,winter,개봉영화,장편,미국,907,5127537094.0,596487,1796959744,196714,액션,12세이상관람가,일반영화,7.16,"펠리시티 존스,디에고 루나,매즈 미켈슨",133,8.381078691,1131,2016,1307301.0,1 [1],0,1,14114143
322,아이스 에이지: 지구 대충돌,마이크 트메이어,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,7/20/2016,summer,개봉영화,장편,미국,580,4092484600.0,553760,920145300,116487,애니메이션,전체관람가,일반영화,6.0,"존 레귀자모,레이 로마노,제니퍼 로페즈",94,8.163934426,610,2016,553760.0,1 [1],0,1,5013164
323,메카닉: 리크루트,데니스 간젤,,(유)조이앤시네마,(주)제이앤씨미디어그룹,D,8/31/2016,summer,개봉영화,장편,미국,320,4458200800.0,551897,1177943300,142121,액션,15세이상관람가,일반영화,5.25,"제이슨 스타뎀,제시카 알바,토미 리 존스",98,7.5,8,2016,552142.0,1 [1],1,1,27439331
324,고스트버스터즈,폴 페이그,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,8/25/2016,summer,개봉영화,장편,미국,511,4116292075.0,515522,1376002875,165403,액션,12세이상관람가,일반영화,6.58,"멜리사 맥카시,크리스틴 위그,케이트 맥키넌",116,8.416058394,685,2016,2023958.0,4 [4],1,0,12182888
325,거울나라의 앨리스,제임스 보빈,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),B,9/7/2016,autumn,개봉영화,장편,미국,515,4145733267.0,513202,1251835067,146759,어드벤처,12세이상관람가,일반영화,5.75,"조니 뎁,앤 해서웨이,미아 와시코브스카",112,8.622535211,355,2016,513202.0,1 [1],1,1,101097995
326,가려진 시간,엄태화,(주)바른손이앤에이,,(주)쇼박스,C,11/16/2016,autumn,개봉영화,장편,한국,884,3946462400.0,510878,1183297400,144193,드라마,12세이상관람가,일반영화,6.68,"강동원,신은수,이효제",129,8.191629956,454,2016,527611.0,1 [1],0,0,234512093
327,명탐정 코난: 순흑의 악몽,시즈노 코분,,씨제이이앤엠(주),씨제이이앤엠(주),A,8/3/2016,summer,개봉영화,장편,일본,447,3754104500.0,507508,717455600,93719,애니메이션,12세이상관람가,일반영화,7.0,"김선혜,강수진,이정구",112,9.042639594,985,2016,5748553.0,4 [4],1,1,6492939
328,언더 워터,자움 콜렛 세라,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,7/13/2016,summer,개봉영화,장편,미국,518,3111772391.0,384789,722677691,87120,공포,15세이상관람가,일반영화,7.25,블레이크 라이블리,86,8.227513228,378,2016,6093136.0,3 [3],0,0,7715216
329,위자: 저주의 시작,마이크 플래너건,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,11/9/2016,autumn,개봉영화,장편,미국,467,2637517406.0,331877,558041806,67022,공포,12세이상관람가,일반영화,4.5,"엘리자베스 리저,애너리즈 바쏘,룰루 윌슨",99,7.777292576000001,229,2016,1027700.0,2 [2],1,1,1687553
330,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,타카하시 시게하루,,씨제이이앤엠(주),씨제이이앤엠(주),A,7/20/2016,summer,개봉영화,장편,일본,403,2466913080.0,330665,441346600,56343,애니메이션,전체관람가,일반영화,6.0,"박경혜,홍범기,김현지",94,8.569124424,434,2016,1432121.0,2 [2],1,1,6732135
331,아기배달부 스토크,"니콜라스 스톨러,더그 스윗랜드",,워너브러더스 코리아(주),워너브러더스 코리아(주),B,12/7/2016,winter,개봉영화,장편,미국,538,2408673700.0,318977,463127400,56472,애니메이션,전체관람가,일반영화,7.0,"앤디 샘버그,케이티 크라운,켈시 그래머",87,8.825657895,304,2016,1039533.0,"2 [1, 1]",0,0,1275908
332,혼숨,이두환,(주)무비스퀘어,,(주)프레인글로벌,D,10/26/2016,autumn,개봉영화,장편,한국,498,2258422445.0,288016,374477045,45099,공포,15세이상관람가,일반영화,4.33,"류덕환,조복래",90,6.314741036,251,2016,288016.0,1 [1],0,0,2076604
333,드림 쏭,애쉬 브래넌,,(주)시네마리퍼블릭,(주)이수C&E,B,9/14/2016,autumn,개봉영화,장편,미국,399,1817437700.0,233283,388509000,47585,애니메이션,전체관람가,독립/예술영화,7.0,"엄상현,이장원,이현",89,8.5375,320,2016,233283.0,1 [1],1,0,24434231
334,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,유야마 쿠니히코,,(주)포켓몬코리아,(주)이수C&E,B,12/22/2016,winter,개봉영화,장편,일본,480,1666637400.0,219047,321904800,40783,애니메이션,전체관람가,일반영화,0.0,"이장원,테라사키 유카,이선호",95,8.811563169,467,2016,7587500.0,6 [6],1,1,1953153
335,원피스 필름 골드,미야모토 히로아키,,씨제이이앤엠(주),씨제이이앤엠(주),A,12/8/2016,winter,개봉영화,장편,일본,445,1697073100.0,215159,391871300,46953,애니메이션,12세이상관람가,일반영화,6.78,"타나카 마유미,나카이 카즈야,오카무라 아케미",120,9.170673077,416,2016,215159.0,1 [1],1,1,1322604
336,아이 엠 어 히어로,사토 신스케,,(주)영화사 빅,(주)영화사 빅,D,9/21/2016,autumn,개봉영화,장편,일본,263,1806714900.0,212599,510901800,59348,액션,청소년관람불가,독립/예술영화,5.83,"오오이즈미 요,나가사와 마사미,아리무라 카스미",127,7.473684211,19,2016,212913.0,1 [1],1,0,1511285
337,"무현, 두 도시 이야기",전인환,"<무현, 두 도시 이야기> 제작위원회 ,엠앤씨에프",,(주)모멘텀엔터테인먼트,D,10/26/2016,autumn,개봉영화,장편,한국,66,1511430600.0,192668,519191200,63494,다큐멘터리,15세이상관람가,독립/예술영화,6.0,"노무현,김원명,김하연",124,9.565400844,237,2016,192668.0,1 [1],1,1,0
338,빅,트레버 월,,(주)누리픽쳐스,(주)이수C&E,B,7/27/2016,summer,개봉영화,장편,미국,332,1174196720.0,160860,215962400,28656,애니메이션,전체관람가,독립/예술영화,0.0,"롭 슈나이더,헤더 그레이엄,켄 정",91,8.246200607999999,329,2016,0.0,1 [1],0,0,0
339,달빛궁궐,김현주,"스튜디오홀호리(주),(주)콘텐츠판다",,(주)넥스트엔터테인먼트월드(NEW),C,9/7/2016,autumn,개봉영화,장편,한국,425,1134639700.0,151360,258859700,31822,애니메이션,전체관람가,일반영화,5.0,"김서영,이하늬,권율",80,8.25974026,154,2016,151360.0,1 [1],1,0,119198946
