title,director,producer,importer,distributor,distributor_group,release_date,release_season,release,form,nation,screen,rev_nationwide,aud_nationwide,rev_seoul,rev_seoul,genre,rate,type,expert_rating,starring_actors,running_times,audience_rating,rating_audiences,realease_year,director_power,director_movie_num,sequel,original
오리엔트 특급 살인,케네스 브래너,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,11/29/2017,autumn,개봉영화,장편,미국,707,6636205163,863567,2593685463,323592,드라마,12세이상관람가,일반영화,5.88,"케네스 브래너(에르큘 포와로), 페넬로페 크루즈(필라 에스트라바도스), 윌렘 대포(게르하르트 하드만)",114,8.071090047,422,2017,1520015,2 [2],1,0
베이비 드라이버,에드가 라이트,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,9/14/2017,autumn,개봉영화,장편,영국,778,6688509214,821419,2396693714,284626,액션,15세이상관람가,일반영화,7.67,"안셀 엘고트(베이비), 케빈 스페이시(박사), 릴리 제임스(데보라)",113,8.642105263,285,2017,821419,1 [1],0,0
위대한 쇼맨,마이클 그레이시,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,12/20/2017,winter,개봉영화,장편,미국,702,6657039200,814587,2679793600,319709,드라마,12세이상관람가,일반영화,6.6,"휴 잭맨(P.T. 바넘), 잭 에프론(필립 칼라일), 미셸 윌리엄스(채러티 바넘)",104,9.330445545,808,2017,814587,1 [1],1,0
뽀로로 극장판 공룡섬 대모험,"김현호,윤제완",(주)오콘,,(주)넥스트엔터테인먼트월드(NEW),C,12/7/2017,winter,개봉영화,장편,한국,803,5826048600,770801,1029801100,129546,애니메이션,전체관람가,일반영화,0,"이선(뽀로로 목소리), 이미자(크롱 목소리), 함수정(에디 목소리)",79,9.276190476,945,2017,7687186,"4 [3, 1]",1,1
47 미터,요하네스 로버츠,,(주)비엠컬쳐스,씨네그루(주)키다리이엔티,B,7/19/2017,summer,개봉영화,장편,영국,733,4686022657,590036,1043910157,125764,스릴러,15세이상관람가,일반영화,4,"맨디 무어(리사), 클레어 홀트(케이트)",89,7.56928839,267,2017,1682006,2 [2],0,0
메리와 마녀의 꽃,요네바야시 히로마사,,씨제이이앤엠(주),CGV아트하우스,A,12/7/2017,winter,개봉영화,장편,일본,751,4062304239,535084,1100013439,137829,애니메이션,전체관람가,일반영화,5.83,"스기사키 하나(메리 목소리), 카미키 류노스케(피터 목소리)",103,8.017361111,288,2017,572266,1 [1],1,0
발레리안: 천 개 행성의 도시,뤽 베송,,판씨네마(주),판씨네마(주),D,8/30/2017,summer,개봉영화,장편,프랑스,629,4047756408,511931,1318056208,157111,액션,12세이상관람가,일반영화,5.56,"데인 드한(발레리안), 카라 델레바인(로렐린)",137,8.035911602,362,2017,5161781,3 [3],1,0
카3: 새로운 도전,브라이언 피,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,B,7/13/2017,summer,개봉영화,장편,미국,800,3599544501,487916,854573801,108150,애니메이션,전체관람가,일반영화,5.5,"오웬 윌슨(라이트닝 맥퀸 목소리), 크리스텔라 알론조(크루즈 라미레즈 목소리), 아미 해머(잭슨 스톰 목소리)",109,8.725,360,2017,487916,1 [1],0,1
침묵,정지우,(주)용필름,,씨제이이앤엠(주),A,11/2/2017,autumn,개봉영화,장편,한국,634,3873542364,487897,1140873764,139002,드라마,15세이상관람가,일반영화,6.09,"최민식(임태산), 박신혜(최희정), 류준열(김동명)",125,8.224669604,454,2017,1325391,2 [2],1,0
너의 췌장을 먹고 싶어,츠키카와 쇼,,(주)미디어캐슬,(주)넥스트엔터테인먼트월드(NEW),C,10/25/2017,autumn,개봉영화,장편,일본,218,3703660800,465265,1046559800,128333,드라마,12세이상관람가,독립/예술영화,7.33,"타카스기 마히로(나 목소리), 린(사쿠라 목소리)",109,8.538461538,65,2017,1088390,2 [2],1,0
명탐정 코난:진홍의 연가,시즈노 코분,,씨제이이앤엠(주),씨제이이앤엠(주),A,8/2/2017,summer,개봉영화,장편,일본,582,3255598200,448381,770592800,102460,애니메이션,12세이상관람가,일반영화,6,"타카야마 미나미, 야마자키 와카나, 코야마 리키야",113,9.12195122,410,2017,5748553,4 [4],1,1
반드시 잡는다,김홍선,"(주)에이디사공육,씨네주 유한회사",,(주)넥스트엔터테인먼트월드(NEW),C,11/29/2017,autumn,개봉영화,장편,한국,565,3324033772,446379,794998472,102380,스릴러,15세이상관람가,일반영화,6.5,"백윤식(심덕수), 성동일(박평달)",110,8.298630137,365,2017,6153654,3 [3],1,0
극장판 포켓몬스터 너로 정했다!,유야마 쿠니히코,,(주)포켓몬코리아,(주)이수C&E,B,12/21/2017,winter,개봉영화,장편,일본,626,3117529700,415255,591147400,76058,애니메이션,전체관람가,일반영화,6,"마츠모토 리카(사토시 목소리), 오오타니 이쿠에(피카츄 목소리)",98,9.00152207,657,2017,7587500,6 [6],1,1
넛잡 2,캘런 브런커,"(주)레드로버,툰박스 엔터테인먼트",,롯데쇼핑㈜롯데엔터테인먼트,A,10/3/2017,autumn,개봉영화,장편,한국,526,3038945100,407727,513530500,66475,애니메이션,전체관람가,일반영화,5,"윌 아넷(설리 목소리), 캐서린 헤이글(앤디 목소리), 성룡(미스터 펭 목소리)",91,8.689473684,190,2017,445274,1 [1],1,1
아메리칸 메이드,더그 라이만,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,9/14/2017,autumn,개봉영화,장편,미국,691,3175539145,401541,932267045,114257,범죄,15세이상관람가,일반영화,6.67,"톰 크루즈(배리 씰), 도널 글리슨(몬티 쉐퍼), 사라 라이트(루시 씰)",115,8.115,200,2017,4790550,1 [1],1,0
러빙 빈센트,"도로타 코비엘라,휴 웰치맨",,(주)퍼스트런,판씨네마(주),D,11/9/2017,autumn,개봉영화,장편,영국,272,3051639861,383517,1584998261,194304,애니메이션,15세이상관람가,독립/예술영화,7.5,"더글러스 부스(아르망 룰랭), 시얼샤 로넌(마르그리트 가셰), 제롬 플린(닥터 가셰)",107,9.169934641,459,2017,1150551,"2 [1, 1]",1,0
대장 김창수,이원태,"(주)비에이엔터테인먼트,(주)무비스퀘어",,"씨네그루(주)키다리이엔티,주식회사 키위컴퍼니",B,10/19/2017,autumn,개봉영화,장편,한국,748,2871905115,380581,740794715,93920,드라마,12세이상관람가,일반영화,4.67,"조진웅(김창수), 송승헌(강형식)",115,8.624223602,322,2017,4123013,2 [2],1,0
플립,롭 라이너,,(주)팝엔터테인먼트,(주)팝엔터테인먼트,D,7/12/2017,summer,개봉영화,장편,미국,249,2818791900,354601,1025482700,123030,드라마,12세이상관람가,일반영화,6,"매들린 캐롤(줄리 베이커), 캘런 맥오리피(브라이스 로스키)",90,9.184501845,542,2017,0,1 [1],1,0
7호실,이용승,(주)명필름,,롯데쇼핑㈜롯데엔터테인먼트,A,11/15/2017,autumn,개봉영화,장편,한국,629,2677284639,347790,784052239,98086,코미디,15세이상관람가,일반영화,6.43,"신하균(두식), 디오(태정)",100,7.289855072,276,2017,350908,1 [1],0,0
몬스터 패밀리,호거 태프,,(주)우성엔터테인먼트,씨네그루(주)키다리이엔티,B,12/21/2017,winter,개봉영화,장편,기타,617,2531182700,341614,474831200,60474,애니메이션,전체관람가,일반영화,6,"에밀리 왓슨(엠마 목소리), 닉 프로스트(프랭크 목소리), 제시카 브라운 핀들레이(페이 목소리)",93,8.306167401,454,2017,341614,1 [1],1,0
내 사랑,에이슬링 월쉬,,오드,오드,D,7/12/2017,summer,개봉영화,장편,기타,233,2434007625,333347,1181010825,158355,드라마,12세이상관람가,독립/예술영화,6.71,"샐리 호킨스(모드 루이스), 에단 호크(에버렛 루이스)",115,9.146551724,116,2017,333347,1 [1],1,0
극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,하시모토 마사카즈,,씨제이이앤엠(주),씨제이이앤엠(주),A,7/20/2017,summer,개봉영화,장편,일본,547,2417712700,333082,369416200,47946,애니메이션,전체관람가,일반영화,0,"박영남(짱구 목소리), 양정화(덩덩이 목소리)",103,8.703389831,118,2017,904736,2 [2],1,1
희생부활자,곽경택,"(주)영화사 신세계,(주)바른손이앤에이",,(주)쇼박스,C,10/12/2017,autumn,개봉영화,장편,한국,781,2515479835,323628,524639435,64620,미스터리,15세이상관람가,일반영화,5.17,"김래원(서진홍), 김해숙(최명숙)",91,6.714285714,182,2017,9465112,3 [3],1,0
블레이드 러너 2049,드니 빌뇌브,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,10/12/2017,autumn,개봉영화,장편,미국,664,2760845365,321018,1162877565,128723,SF,15세이상관람가,일반영화,8.22,"라이언 고슬링(K), 해리슨 포드(릭 데커드)",163,7.955555556,270,2017,2530063,3 [3],1,1
빅풋 주니어,"제레미 드그루손,벤 스타센",,"(주)퍼스트런,유니콘미디어(주)",(주)이수C&E,B,8/9/2017,summer,개봉영화,장편,기타,437,2245548900,318737,451385400,60164,애니메이션,전체관람가,독립/예술영화,0,"우정신, 임채헌",92,8.88,100,2017,2272485,"4 [1, 3]",0,0
공범자들,최승호,한국탐사저널리즘센터,,(주)엣나인필름,D,8/17/2017,summer,개봉영화,장편,한국,228,2017678800,258478,745661900,92054,다큐멘터리,15세이상관람가,독립/예술영화,6.44,"이명박(본인), 김재철(본인), 김장겸(본인)",106,9.649484536,291,2017,687080,2 [2],1,0
미옥,이안규,(주)영화사 소중한,,씨네그루(주)키다리이엔티,B,11/9/2017,autumn,개봉영화,장편,한국,635,1897705564,238587,520190864,63596,범죄,청소년관람불가,일반영화,4.33,"김혜수(현정), 이선균(상훈)",91,7.375,216,2017,238587,1 [1],0,0
딥,줄리오 소토 거피드,,(주)영화사 빅,(주)이수C&E,B,10/3/2017,autumn,개봉영화,장편,기타,441,1746940500,226933,349568900,43492,애니메이션,전체관람가,독립/예술영화,0,"심규혁(딥 목소리), 사문영(앨리/노마 목소리), 이인성(이보 목소리)",85,7.905109489,137,2017,226933,1 [1],0,0
극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,"우시로 신지,요코이 타케시",,씨제이이앤엠(주),씨제이이앤엠(주),A,9/27/2017,autumn,개봉영화,장편,일본,486,1581375300,215203,302166700,39494,애니메이션,전체관람가,일반영화,5,"박경혜(민호 한국어 목소리), 홍범기(위스퍼 한국어 목소리), 김현지(지바냥 한국어 목소리)",90,8.566371681,226,2017,3772141,"4 [3, 1]",1,1
어쌔신: 더 비기닝,마이클 쿠에스타,,(주)우성엔터테인먼트,(주)이수C&E,B,12/7/2017,winter,개봉영화,장편,미국,528,1575027000,203045,427713600,53797,액션,15세이상관람가,일반영화,5.5,"딜런 오브라이언(미치 랩), 마이클 키튼(스탠 헐리), 산나 라단(아이린 케네디)",112,8.538961039,154,2017,203045,1 [1],1,0
채비,조영준,(주)26컴퍼니,,오퍼스픽쳐스(유),D,11/9/2017,autumn,개봉영화,장편,한국,480,1249977864,175889,320185164,43533,드라마,12세이상관람가,일반영화,5,"고두심(애순), 김성균(인규)",114,9.168,125,2017,175889,1 [1],0,0
"나는 내일, 어제의 너와 만난다",미키 타카히로,,(주)엔케이컨텐츠,(주)디스테이션,D,10/12/2017,autumn,개봉영화,장편,일본,206,1343600900,175367,450954600,58106,멜로/로맨스,12세이상관람가,독립/예술영화,6,"후쿠시 소우타(미나미야마 타카토시), 고마츠 나나(후쿠쥬 에미)",110,8.403794038,369,2017,176017,1 [1],1,0
예수는 역사다,존 건,,(재)CBS,(재)CBS,C,7/13/2017,summer,개봉영화,장편,미국,217,1229743400,170796,336647800,42982,드라마,전체관람가,독립/예술영화,4,"마이크 보겔(리 스트로벨), 에리카 크리스틴슨(레슬리 스트로벨), 페이 더너웨이(로버타 박사)",113,9.153846154,65,2017,178068,1 [1],1,0
극장판 도라에몽: 진구의 남극 꽁꽁 대모험,다카하시 아츠시,,대원미디어(주),(주)넥스트엔터테인먼트월드(NEW),C,8/10/2017,summer,개봉영화,장편,일본,351,1175560900,166252,194738200,26136,애니메이션,전체관람가,일반영화,6,"미즈타 와사비(도라에몽 목소리), 오오하라 메구미(노비타 (진구) 목소리), 카카즈 유미(시즈카 목소리)",101,8.8125,112,2017,166252,1 [1],1,1
아토믹 블론드,데이빗 레이치,,(주)메인타이틀픽쳐스,씨네그루(주)키다리이엔티,B,8/30/2017,summer,개봉영화,장편,미국,471,1177725658,155368,486321658,62007,액션,청소년관람불가,일반영화,6.43,"샤를리즈 테론(로레인 브로튼), 제임스 맥어보이(데이빗 퍼시벌), 소피아 부텔라(델핀)",114,8,147,2017,12043900,4 [4],1,0
레고 닌자고 무비,찰리 빈,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,9/28/2017,autumn,개봉영화,장편,미국,459,1149394400,154966,292991400,37758,애니메이션,전체관람가,일반영화,4,"데이브 프랭코(로이드 목소리), 올리비아 문(코코 목소리), 저스틴 서룩스(가마돈 목소리)",101,8.821138211,123,2017,154966,1 [1],1,1
극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,닛타 노리오,,씨제이이앤엠(주),씨제이이앤엠(주),A,9/7/2017,autumn,개봉영화,장편,일본,232,1055895200,137052,230840900,29255,애니메이션,전체관람가,일반영화,0,"이지현(한미소 목소리), 여윤미(푸르밍 목소리), 여민정(럭키밍 목소리)",76,0,0,2017,320490,2 [2],1,0
로마의 휴일,이덕희,(주)전망좋은 영화사,,메가박스중앙(주)플러스엠,A,8/30/2017,summer,개봉영화,장편,한국,436,993321176,134827,217460976,28160,코미디,15세이상관람가,일반영화,3,"임창정(강인한), 공형진(진기주), 정상훈(정두만)",108,7.98630137,73,2017,0,1 [1],0,0
저수지 게임,최진성,프로젝트 부,,(주)스마일이엔티,D,9/7/2017,autumn,개봉영화,장편,한국,289,984605100,125402,390376200,47721,다큐멘터리,15세이상관람가,독립/예술영화,6.67,"주진우(본인), 조미래(본인), 정재호(본인)",100,9.777108434,166,2017,159627,1 [1],1,0
파리로 가는 길,엘레노어 코폴라,,(주)티캐스트,(주)티캐스트,B,8/3/2017,summer,개봉영화,장편,미국,79,931810300,118985,615973800,76126,드라마,12세이상관람가,독립/예술영화,5.17,"다이안 레인(앤), 알렉 볼드윈(마이클), 아르노 비야르(자크)",92,8.17699115,113,2017,118985,1 [1],0,0
직쏘,"피터 스피어이그,마이클 스피어리그",,㈜코리아스크린,㈜코리아스크린,D,11/2/2017,autumn,개봉영화,장편,미국,175,966956500,110834,270275200,30685,공포,청소년관람불가,일반영화,4,토빈 벨(직쏘/존 크레이머),92,0,0,2017,793320,"4 [2, 2]",0,1
더 테이블,김종관,볼미디어(주),,(주)엣나인필름,D,8/24/2017,summer,개봉영화,장편,한국,272,830762100,103054,473573400,56654,드라마,12세이상관람가,독립/예술영화,5.5,"정유미(유진), 한예리(은희), 정은채(경진)",70,8.317073171,328,2017,264690,2 [2],0,0
김광석,이상호,(주)씨네포트,,(주)비엠컬쳐스,D,8/30/2017,summer,개봉영화,장편,한국,223,772483500,98231,346699400,41838,다큐멘터리,15세이상관람가,독립/예술영화,6,"김광석(본인), 이상호(본인), 박학기(본인)",82,8.928571429,56,2017,147023,1 [1],1,0
다크타워: 희망의 탑,니콜라이 아르셀,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,8/23/2017,summer,개봉영화,장편,미국,497,761759275,97017,261769275,31833,액션,15세이상관람가,일반영화,4.25,"이드리스 엘바(롤랜드/건슬링어), 매튜 맥커너히(맨 인 블랙/월터), 톰 테일러(제이크 챔버스)",95,7.439393939,132,2017,97017,1 [1],1,0
인비저블 게스트,오리올 파울로,,(주)더블앤조이픽쳐스,(주)더블앤조이픽쳐스,D,9/21/2017,autumn,개봉영화,장편,기타,232,758162200,94281,367271800,44659,범죄,15세이상관람가,독립/예술영화,6.5,"마리오 카사스(아드리안 도리아), 바바라 레니(로라 비달), 호세 코로나도(토마스 가리도)",106,9.41509434,53,2017,161014,1 [1],0,0
노 게임 노 라이프 -제로-,이시즈카 아츠코,,(주)애니플러스,(주)박수엔터테인먼트,D,10/19/2017,autumn,개봉영화,장편,일본,121,738618300,90643,201840300,24227,애니메이션,12세이상관람가,독립/예술영화,0,"마츠오카 요시츠구(리쿠), 카야노 아이(슈비), 히카사 요코",107,8,1,2017,90643,1 [1],1,0
몬스터 콜,후안 안토니오 바요나,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,A,9/14/2017,autumn,개봉영화,장편,기타,349,686273900,87841,299085800,36865,판타지,12세이상관람가,독립/예술영화,6.88,"루이스 맥더겔(코너), 시고니 위버(할머니), 펠리시티 존스(엄마)",108,8.905405405,74,2017,5694851,2 [2],1,0
킹 오브 프리즘 - 프라이드 더 히어로,히시다 마사카즈,,동우에이앤이(주),"동우에이앤이(주),(주)박수엔터테인먼트",D,6/10/2017,summer,개봉영화,장편,일본,92,676167500,82863,520124000,61867,애니메이션,15세이상관람가,일반영화,0,"남도형(미하마 코우지 한국어 목소리), 엄상현(하야미 히로 한국어 목소리), 이원찬(니시나 카즈키 / 히무로 히지리 한국어 목소리)",70,9.888888889,36,2017,307662,2 [2],1,1
원더,스티븐 크보스키,,"CGV아트하우스,그린나래미디어(주)",CGV아트하우스,A,12/27/2017,winter,개봉영화,장편,미국,183,632389700,81680,266568600,34246,드라마,전체관람가,독립/예술영화,6.86,"제이콥 트렘블레이(어기 풀먼), 줄리아 로버츠(이자벨 풀먼), 오웬 윌슨(네이트 풀먼)",113,9.404761905,42,2017,81680,1 [1],1,0
드래곤 스펠: 마법 꽃의 비밀,마누크 데포얀,,㈜코리아스크린,㈜코리아스크린,D,8/15/2017,summer,개봉영화,장편,기타,164,582071200,79446,113863100,15015,애니메이션,전체관람가,독립/예술영화,0,"방지원(니키 목소리), 이세원(록키 목소리), 박상우(에디 목소리)",86,0,0,2017,79446,1 [1],1,0
오즈: 신기한 마법가루,블라디미르 토로프킨,,(주)스마일이엔티,(주)스마일이엔티,D,7/20/2017,summer,개봉영화,장편,기타,343,565456600,78440,136995800,18133,애니메이션,전체관람가,독립/예술영화,0,"이장원(어핀 목소리), 김하영(도로시 목소리)",91,7.8,45,2017,78440,1 [1],1,0
극장판 파워레인저: 애니멀포스 VS 닌자포스 미래에서 온 메시지,타케모토 노보루,,대원미디어(주),(주)넥스트엔터테인먼트월드(NEW),C,11/9/2017,autumn,개봉영화,장편,일본,370,501257700,65895,113064100,13908,액션,전체관람가,일반영화,0,"나카오 마사키, 야나기 미키, 난바 쇼헤이",58,8.866666667,60,2017,65895,1 [1],1,1
뷰티풀 투모로우,장재혁,(주)글러브엔터테인먼트,,씨제이 씨지브이(CJ CGV)(주),A,10/26/2017,autumn,개봉영화,장편,한국,47,552273700,63279,321810000,36802,드라마,12세이상관람가,일반영화,0,"박효신, 정재일",68,0,0,2017,63279,1 [1],1,0
지랄발광 17세,켈리 프레몬,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,6/28/2017,summer,개봉영화,장편,미국,90,508342200,63258,184188200,22377,코미디,15세이상관람가,독립/예술영화,6.4,헤일리 스테인펠드(네이딘),102,0,0,2017,20000,1 [1],0,0
리틀 프린세스 소피아 : 신비한 섬,제이미 미첼,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,B,9/28/2017,autumn,개봉영화,장편,미국,135,441475500,62454,109518000,14532,애니메이션,전체관람가,일반영화,0,"김미랑(소피아 공주 목소리), 서지연(앰버 공주 목소리)",64,8.55,100,2017,107938,1 [1],1,1
더 크리스마스,티모시 렉카트,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,12/21/2017,winter,개봉영화,장편,미국,158,461785500,62082,101184400,12861,애니메이션,전체관람가,일반영화,7,"스티븐 연(보 목소리), 지나 로드리게즈(마리아 목소리), 제커리 레비(요셉 목소리)",86,8.6,5,2017,62082,1 [1],1,0
래빗 스쿨,우테 폰 뮌쇼폴,,예지림엔터테인먼트,예지림엔터테인먼트,D,11/23/2017,autumn,개봉영화,장편,기타,314,401768900,55784,82198100,10411,애니메이션,전체관람가,독립/예술영화,0,"황창영(맥스 목소리), 민아(에미 목소리), 최정현(헤르미온느 목소리)",76,8.418604651,43,2017,63340,1 [1],0,0
위시 어폰,존 R. 레오네티,,(주)우성엔터테인먼트,(주)이수C&E,B,7/20/2017,summer,개봉영화,장편,미국,279,434148000,55110,82609500,9910,공포,15세이상관람가,일반영화,3.5,"조이 킹(클레어), 이기홍(라이언 후이), 라이언 필립(조나단)",90,8.122807018,57,2017,980923,1 [1],0,0
극장판 숲의 요정 페어리루 ~크리스마스의 기적: 마법의 날개~,고로 사쿠라,,SMG 홀딩스,"(주)이수C&E,(주)에이원엔터테인먼트",B,12/14/2017,winter,개봉영화,장편,일본,207,424665700,54988,92383400,11757,애니메이션,전체관람가,일반영화,0,"조경이(리프 목소리), 이재현(해바라기 목소리), 이지현(로즈 목소리)",65,0,0,2017,54988,1 [1],1,0
튤립 피버,저스틴 채드윅,,주식회사 더쿱,(주)팝엔터테인먼트,D,12/14/2017,winter,개봉영화,장편,영국,359,417768549,52144,179688049,22177,드라마,청소년관람불가,독립/예술영화,5.33,"알리시아 비칸데르(소피아), 데인 드한(얀), 크리스토프 왈츠(코르넬리스)",105,7.894736842,76,2017,52144,1 [1],1,0
매혹당한 사람들,소피아 코폴라,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,9/6/2017,autumn,개봉영화,장편,미국,395,393548500,51867,187653600,23621,스릴러,15세이상관람가,독립/예술영화,7,"니콜 키드먼(미스 마사), 커스틴 던스트(에드위나), 엘르 패닝(알리시아)",94,8.376811594,69,2017,51867,1 [1],1,0
윈드 리버,테일러 쉐리던,,(주)유로커뮤니케이션,(주)유로커뮤니케이션,D,9/14/2017,autumn,개봉영화,장편,미국,330,391358700,50783,159742100,20211,액션,15세이상관람가,독립/예술영화,7.33,"제레미 레너(코리 램버트), 엘리자베스 올슨(제인 밴너)",111,8.368421053,38,2017,54241,1 [1],0,0
잃어버린 도시 Z,제임스 그레이,,(주)메인타이틀픽쳐스,(주)영화사 빅,D,9/21/2017,autumn,개봉영화,장편,미국,398,362053440,47088,107823340,13303,액션,12세이상관람가,독립/예술영화,6.83,"찰리 허냄(퍼시 포셋), 로버트 패틴슨(헨리 코스틴), 시에나 밀러(니나 포셋)",141,7.153846154,26,2017,607751,2 [2],1,0
마더!,대런 아로노프스키,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,A,10/19/2017,autumn,개봉영화,장편,미국,398,366642382,46469,177160582,22015,드라마,청소년관람불가,일반영화,7.25,"제니퍼 로렌스(마더), 하비에르 바르뎀(그)",121,7.304347826,69,2017,2073043,1 [1],0,0
내가 죽기 전에 가장 듣고 싶은 말,마크 펠링톤,,(주)메인타이틀픽쳐스,"(주)메인타이틀픽쳐스,주식회사 키위컴퍼니",D,7/19/2017,summer,개봉영화,장편,미국,154,328678600,44839,142556300,19450,코미디,12세이상관람가,독립/예술영화,5.33,"셜리 맥클레인(해리엇), 아만다 사이프리드(앤), 앤쥴 리 딕슨(브렌다)",108,0,0,2017,44839,1 [1],0,0
어벤져스: 인피니티 워,"안소니 루소,조 루소",,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,B,4/25/2018,spring,개봉영화,장편,미국,2553,99825092869,11202637,28565594669,3002036,액션,12세이상관람가,일반영화,7.09,"로버트 다우니 주니어(토니 스타크 / 아이언맨), 조슈 브롤린(타노스), 크리스 헴스워스(토르)",149,9.198528235,6251,2018,198955047,"6 [3, 3]",1,1
쥬라기 월드: 폴른 킹덤,후안 안토니오 바요나,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,6/6/2018,summer,개봉영화,장편,미국,1972,48575547937,5519169,12201124637,1305218,액션,12세이상관람가,일반영화,6.4,"크리스 프랫(오웬 그래디), 브라이스 달라스 하워드(클레어 디어링)",127,8.635820235,4517,2018,5694851,2 [2],1,1
블랙 팬서,라이언 쿠글러,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,B,2/14/2018,winter,개봉영화,장편,미국,1620,45883143457,5398994,13105688057,1468761,액션,12세이상관람가,일반영화,6.67,채드윅 보스만(티찰라 / 블랙 팬서),135,8.201442841,1802,2018,5398994,1 [1],0,1
독전,이해영,(주)용필름,,(주)넥스트엔터테인먼트월드(NEW),C,5/22/2018,spring,개봉영화,장편,한국,1357,43314002813,5043771,10604697413,1195391,범죄,15세이상관람가,일반영화,5.29,"조진웅(원호), 류준열(락), 김주혁(진하림)",123,8.640061397,1303,2018,11416716,3 [3],0,1
데드풀 2,데이빗 레이치,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,5/16/2018,spring,개봉영화,장편,미국,1576,34174783339,3783341,10750085639,1144469,액션,청소년관람불가,일반영화,5.86,"라이언 레이놀즈(웨이드 윌슨 / 데드풀), 조슈 브롤린(네이던 서머스 / 케이블), 재지 비츠(도미노)",117,9.184284617,3907,2018,12043900,4 [4],1,1
코코,리 언크리치,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,B,1/11/2018,winter,개봉영화,장편,미국,1177,27685479440,3510017,8547812240,1024250,애니메이션,전체관람가,일반영화,8,"안소니 곤잘레스 (미구엘 목소리), 가엘 가르시아 베르날(헥터 목소리), 벤자민 브랫(에르네스토 델라 크루즈 목소리)",104,9.160084034,2380,2018,3510017,1 [1],0,0
그것만이 내 세상,최성현,"(주)제이케이필름,씨제이이앤엠(주)",,씨제이이앤엠(주),A,1/17/2018,winter,개봉영화,장편,한국,862,27441213382,3417629,6258257482,759455,코미디,12세이상관람가,일반영화,5.2,"이병헌(김조하), 윤여정(주인숙), 박정민(오진태)",120,9.222732491,1742,2018,3417629,1 [1],0,0
곤지암,정범식,(주)하이브미디어코프,,(주)쇼박스,C,3/28/2018,spring,개봉영화,장편,한국,1124,21442114144,2675559,4978152594,596536,공포,15세이상관람가,일반영화,6.33,"위하준(하준), 박지현(지현), 오아연(아연)",94,7.644761905,1050,2018,3798104,2 [2],0,0
탐정: 리턴즈,이언희,(주)크리픽쳐스,,씨제이이앤엠(주),A,6/13/2018,summer,개봉영화,장편,한국,1041,22851746720,2672552,5083835920,576416,코미디,15세이상관람가,일반영화,6,"권상우(강대만), 성동일(노태수), 이광수(여치형)",116,9.146086957,1150,2018,4978770,2 [2],1,0
지금 만나러 갑니다,이장훈,"(주)무비락,(주)도서관옆스튜디오,(주)푸른나무픽쳐스",,롯데쇼핑㈜롯데엔터테인먼트,A,3/14/2018,spring,개봉영화,장편,한국,1163,20795917128,2601529,5389143428,652805,멜로/로맨스,12세이상관람가,일반영화,5.5,"소지섭(우진), 손예진(수아)",131,9.029113924,790,2018,2601529,1 [1],0,1
조선명탐정: 흡혈괴마의 비밀,김석윤,청년필름(주),,(주)쇼박스,C,2/8/2018,winter,개봉영화,장편,한국,1249,19690818764,2424330,4072581264,490363,사극,12세이상관람가,일반영화,5.17,"김명민(김민), 오달수(서필), 김지원(여주)",120,8.192719486,934,2018,10168360,2 [2],1,0
