title,director,producer,importer,distributor,distributor_group,release_date,release_season,release,form,nation,screen,rev_nationwide,aud_nationwide,rev_seoul,rev_seoul,genre,rate,type,expert_rating,starring_actors,running_times,audience_rating,rating_audiences,realease_year,director_power,director_movie_num,sequel,original
아기배달부 스토크,"니콜라스 스톨러,더그 스윗랜드",,워너브러더스 코리아(주),워너브러더스 코리아(주),B,12/7/2016,winter,개봉영화,장편,미국,538,2408673700,318977,463127400,56472,애니메이션,전체관람가,일반영화,7,"앤디 샘버그(주니어 목소리), 케이티 크라운(튤립 목소리), 켈시 그래머(헌터 목소리)",87,8.825657895,304,2016,1039533,"2 [1, 1]",0,0
혼숨,이두환,(주)무비스퀘어,,(주)프레인글로벌,D,10/26/2016,autumn,개봉영화,장편,한국,498,2258422445,288016,374477045,45099,공포,15세이상관람가,일반영화,4.33,"류덕환(야광), 조복래(박PD)",90,6.314741036,251,2016,288016,1 [1],0,0
드림 쏭,애쉬 브래넌,,(주)시네마리퍼블릭,(주)이수C&E,B,9/14/2016,autumn,개봉영화,장편,미국,399,1817437700,233283,388509000,47585,애니메이션,전체관람가,독립/예술영화,7,"엄상현(버디 목소리), 이장원(캄파 목소리), 이현(앵거스 목소리)",89,8.5375,320,2016,233283,1 [1],1,0
포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,유야마 쿠니히코,,(주)포켓몬코리아,(주)이수C&E,B,12/22/2016,winter,개봉영화,장편,일본,480,1666637400,219047,321904800,40783,애니메이션,전체관람가,일반영화,0,"이장원(볼케니온 목소리), 테라사키 유카(마기아나 목소리), 이선호(지우 목소리)",95,8.811563169,467,2016,7587500,6 [6],1,1
원피스 필름 골드,미야모토 히로아키,,씨제이이앤엠(주),씨제이이앤엠(주),A,12/8/2016,winter,개봉영화,장편,일본,445,1697073100,215159,391871300,46953,애니메이션,12세이상관람가,일반영화,6.78,"타나카 마유미(몽키 D. 루피 목소리), 나카이 카즈야(조로 목소리), 오카무라 아케미(나미 목소리)",120,9.170673077,416,2016,215159,1 [1],1,1
아이 엠 어 히어로,사토 신스케,,(주)영화사 빅,(주)영화사 빅,D,9/21/2016,autumn,개봉영화,장편,일본,263,1806714900,212599,510901800,59348,액션,청소년관람불가,독립/예술영화,5.83,"오오이즈미 요(히데오), 나가사와 마사미(야부), 아리무라 카스미(히로미)",127,7.473684211,19,2016,212913,1 [1],1,0
"무현, 두 도시 이야기",전인환,"<무현, 두 도시 이야기> 제작위원회 ,엠앤씨에프",,(주)모멘텀엔터테인먼트,D,10/26/2016,autumn,개봉영화,장편,한국,66,1511430600,192668,519191200,63494,다큐멘터리,15세이상관람가,독립/예술영화,6,"노무현(본인), 김원명(본인), 김하연(본인)",124,9.565400844,237,2016,192668,1 [1],1,1
빅,트레버 월,,(주)누리픽쳐스,(주)이수C&E,B,7/27/2016,summer,개봉영화,장편,미국,332,1174196720,160860,215962400,28656,애니메이션,전체관람가,독립/예술영화,0,"롭 슈나이더, 헤더 그레이엄, 켄 정",91,8.246200608,329,2016,0,1 [1],0,0
달빛궁궐,김현주,"스튜디오홀호리(주),(주)콘텐츠판다",,(주)넥스트엔터테인먼트월드(NEW),C,9/7/2016,autumn,개봉영화,장편,한국,425,1134639700,151360,258859700,31822,애니메이션,전체관람가,일반영화,5,"김서영(현주리 목소리), 이하늬(매화부인 목소리), 권율(원 목소리)",80,8.25974026,154,2016,151360,1 [1],1,0
서울역,연상호,"주식회사 다다쇼,(주)화인컷",,(주)넥스트엔터테인먼트월드(NEW),C,8/17/2016,summer,개봉영화,장편,한국,440,1157200562,146548,364877762,44396,애니메이션,15세이상관람가,독립/예술영화,6.92,"류승룡(석규), 심은경(혜선), 이준(기웅)",93,5.224334601,263,2016,35729066,3 [3],1,1
장난감이 살아있다,후안 호세 캄파넬라,,㈜코리아스크린,"㈜코리아스크린,와이드 릴리즈(주)",D,9/7/2016,autumn,개봉영화,장편,기타,294,1109230600,142577,261978700,31893,애니메이션,전체관람가,독립/예술영화,5,"남도형(제이크 한국어 목소리), 김채하(클라라 한국어 목소리), 김태균(캐스터/트윈 한국어 목소리)",91,8.088607595,79,2016,142577,1 [1],1,0
플로렌스,스티븐 프리어스,,(주)누리픽쳐스,(주)이수C&E,B,8/24/2016,summer,개봉영화,장편,영국,382,1079970100,139717,460420100,58672,드라마,15세이상관람가,독립/예술영화,6.64,"메릴 스트립(플로렌스), 휴 그랜트(베이필드), 사이몬 헬버그(맥문)",111,8.869565217,184,2016,180519,1 [1],1,0
로빈슨 크루소,"벤 스타센,빈센트 케스텔루트",,(유)조이앤시네마,(주)영화사 빅,D,9/7/2016,autumn,개봉영화,장편,기타,329,1038675400,135094,200206200,24105,애니메이션,전체관람가,독립/예술영화,7,"유리 로웬탈(로빈슨 크루소), 데이비드 호워드(튜즈데이), 콜린 메츠거(카멜로)",90,8.43902439,82,2016,2683233,"4 [3, 1]",1,0
자백,최승호,한국탐사저널리즘센터,,(주)엣나인필름,D,10/13/2016,autumn,개봉영화,장편,한국,152,1033168200,129774,457735300,55230,다큐멘터리,15세이상관람가,독립/예술영화,7.67,"최승호(본인), 김기춘(본인), 원세훈(본인)",106,9.580858086,303,2016,687080,2 [2],1,0
카페 소사이어티,우디 앨런,,찬란,CGV아트하우스,A,9/14/2016,autumn,개봉영화,장편,미국,199,1047223666,126439,628142366,74414,멜로/로맨스,15세이상관람가,독립/예술영화,6.77,"제시 아이젠버그(바비), 크리스틴 스튜어트(보니), 블레이크 라이블리(베로니카)",96,8.178082192,219,2016,363352,1 [1],0,0
마이 리틀 자이언트,스티븐 스필버그,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),B,8/10/2016,summer,개봉영화,장편,미국,128,991375900,125800,273880100,34343,어드벤처,전체관람가,일반영화,7.45,"마크 라이런스(거인), 루비 반힐(소피), 레베카 홀(메리)",117,0,0,2016,6576583,4 [4],1,0
죽여주는 여자,이재용,"한국영화아카데미,주식회사 뭉클픽쳐스",,CGV아트하우스,A,10/6/2016,autumn,개봉영화,장편,한국,317,872397300,119964,376215400,51740,드라마,청소년관람불가,독립/예술영화,6.94,"윤여정(소영), 전무송(재우), 윤계상(도훈)",111,8.457943925,107,2016,1736767,1 [1],0,0
감바의 대모험,"카와무라 토모히로,코모리 요시히로",,(주)영화사 빅,(주)영화사 빅,D,11/10/2016,autumn,개봉영화,장편,일본,400,873677700,117362,164212900,20534,애니메이션,전체관람가,독립/예술영화,5,"카지 유우키(감바 목소리), 칸다 사야카(쇼지 목소리), 타카기 와타루(만푸쿠 목소리)",90,8.738636364,88,2016,352086,"2 [1, 1]",1,0
피터와 드래곤,데이빗 로워리,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),B,9/28/2016,autumn,개봉영화,장편,미국,167,865600600,109137,196519100,23706,어드벤처,전체관람가,일반영화,7,"브라이스 달라스 하워드(그레이스), 오크스 페글리(피터), 웨스 벤틀리(잭)",103,8.415254237,118,2016,109137,1 [1],1,0
킹 오브 프리즘,히시다 마사카즈,,동우에이앤이(주),(주)박수엔터테인먼트,D,8/11/2016,summer,개봉영화,장편,일본,53,859771500,103852,630836000,73057,애니메이션,12세이상관람가,일반영화,0,"카키하라 테츠야, 마에노 토모아키, 마스다 토시키",60,9.692307692,26,2016,307662,2 [2],1,1
바스티유 데이,제임스 왓킨스,,(주)더블앤조이픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,A,10/13/2016,autumn,개봉영화,장편,미국,422,764700600,96305,240785200,29327,액션,15세이상관람가,일반영화,5.5,"이드리스 엘바(션 브라이어), 리차드 매든(마이클 메이슨 ), 샬롯 르 본(조이 네빌 )",92,8.342465753,73,2016,96305,1 [1],1,0
걷기왕,백승화,㈜인디스토리,,CGV아트하우스,A,10/20/2016,autumn,개봉영화,장편,한국,462,710905075,95542,209094375,26306,드라마,12세이상관람가,일반영화,6.07,"심은경(만복), 박주희(수지)",93,8.641304348,92,2016,95542,1 [1],0,1
나의 산티아고,줄리아 폰 하인츠,,(주)영화사 진진,(주)영화사 진진,D,7/14/2016,summer,개봉영화,장편,기타,88,721244232,94243,404870932,51590,코미디,12세이상관람가,독립/예술영화,6,"데비드 스트리에소브(하페 케르켈링), 마르티나 게덱(스텔라), 카롤리네 슈허(레나)",92,8.393258427,89,2016,94243,1 [1],1,0
태풍이 지나가고,고레에다 히로카즈,,(주)티캐스트,(주)티캐스트,B,7/27/2016,summer,개봉영화,장편,일본,72,772484972,93005,542795372,63098,드라마,12세이상관람가,독립/예술영화,7.07,"아베 히로시(료타), 키키 키린(요시코), 마키 요코(쿄코)",117,8.666666667,312,2016,1027046,4 [4],0,0
루돌프와 많이있어,"유야마 쿠니히코,사카키바라 모토노리",,씨제이이앤엠(주),씨제이이앤엠(주),A,12/28/2016,winter,개봉영화,장편,일본,375,682883600,89510,150047200,18400,애니메이션,전체관람가,일반영화,6.38,"김율(루돌프 목소리 역), 신용우(많이있어 목소리 역), 홍범기(부치 목소리 역)",89,8.894080997,321,2016,8833391,"7 [6, 1]",1,0
슈퍼 프렌즈,"이경호,이원재",㈜디지아트프로덕션,,씨네그루(주)키다리이엔티,B,8/10/2016,summer,개봉영화,장편,한국,255,633274600,86293,131979300,16778,애니메이션,전체관람가,독립/예술영화,6,"변현우(샘 한국어 목소리), 김지혜(수 한국어 목소리), 박조호(빅터 목소리)",82,8.866071429,224,2016,258879,"2 [1, 1]",1,0
최악의 하루,김종관,㈜인디스토리,,CGV아트하우스,A,8/25/2016,summer,개봉영화,장편,한국,199,639959190,80754,351625290,43550,멜로/로맨스,15세이상관람가,독립/예술영화,6.9,"한예리(은희), 이와세 료(료헤이), 권율(현오)",93,8.394736842,114,2016,264690,2 [2],0,0
로스트 인 더스트,데이빗 맥킨지,,(주)메인타이틀픽쳐스,메가박스중앙(주)플러스엠,A,11/3/2016,autumn,개봉영화,장편,미국,354,621368822,79812,265854522,33568,범죄,15세이상관람가,일반영화,8.1,"크리스 파인(토비 하워드), 벤 포스터(태너 하워드), 제프 브리지스(마커스 해밀턴)",103,8.333333333,90,2016,79889,1 [1],0,0
하이큐!! 끝과 시작,미츠나카 스스무,,(주)에이원엔터테인먼트,(주)팝엔터테인먼트,D,11/16/2016,autumn,개봉영화,장편,일본,130,544846000,75704,158050000,20943,애니메이션,12세이상관람가,일반영화,0,"무라세 아유무(히나타 쇼요 목소리), 이시카와 카이토(카게야마 토비오 목소리), 히노 사토시(사와무라 다이치 목소리)",89,9.196078431,306,2016,96518,1 [1],1,1
언더월드: 블러드 워,안나 포에스터,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,11/30/2016,autumn,개봉영화,장편,미국,183,567567100,72071,159452300,19859,액션,15세이상관람가,일반영화,4.75,"케이트 베킨세일(셀린느), 테오 제임스(데이빗), 토비어스 멘지스(마리우스)",91,0,0,2016,72071,1 [1],1,1
바다 탐험대 옥토넛 시즌4: 늪지탐험선K,다라 오코넬,,(주)얼리버드픽쳐스,와이드 릴리즈(주),D,9/28/2016,autumn,개봉영화,장편,영국,164,420233500,69881,101644500,16874,애니메이션,전체관람가,독립/예술영화,0,"하성용(바나클), 정재헌(콰지), 엄상현(페이소)",57,8.575268817,186,2016,1206342,5 [5],1,1
세상에서 고양이가 사라진다면,나가이 아키라,,(주)크리픽쳐스,(주)크리픽쳐스,D,11/9/2016,autumn,개봉영화,장편,일본,175,497645200,69586,183328500,24986,드라마,12세이상관람가,독립/예술영화,5.9,"사토 타케루(나/의문의 존재), 미야자키 아오이(첫사랑 그녀)",103,9.466666667,15,2016,69586,1 [1],1,0
어카운턴트,개빈 오코너,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,10/13/2016,autumn,개봉영화,장편,미국,375,548544928,69529,200958628,24813,액션,15세이상관람가,일반영화,4,"벤 애플렉(크리스찬 울프), 안나 켄드릭(다나 커밍스), J.K. 시몬스(레이 킹)",127,8.1,70,2016,69529,1 [1],0,0
이퀄스,드레이크 도리머스,,(주)모멘텀엔터테인먼트,씨네그루(주)키다리이엔티,B,8/31/2016,summer,개봉영화,장편,미국,357,519932300,68897,187674000,23942,드라마,15세이상관람가,일반영화,6.79,"크리스틴 스튜어트(니아), 니콜라스 홀트(사일러스)",101,8.100628931,159,2016,72985,1 [1],1,0
아이엠스타 뮤직어워드,와타다 신야,,씨제이이앤엠(주),씨제이이앤엠(주),A,9/14/2016,autumn,개봉영화,장편,일본,358,455696500,67027,93175000,13395,애니메이션,전체관람가,일반영화,4.67,"정유정(하늘 목소리), 김새해(리라 목소리), 김영은(희나 목소리)",56,7.730263158,152,2016,67027,1 [1],1,0
올레,채두병,(주)어바웃필름,,"(주)대명문화공장,(주)리틀빅픽쳐스",D,8/25/2016,summer,개봉영화,장편,한국,338,522938900,66883,139416000,17318,드라마,15세이상관람가,일반영화,4.42,"신하균(중필), 박희순(수탁), 오만석(은동)",103,8.603174603,126,2016,66883,1 [1],0,0
리틀메딕: 몸속탐험대,피터 클라릿지,,그린나래미디어(주),(주)팝엔터테인먼트,D,11/24/2016,autumn,개봉영화,장편,기타,291,515053700,66562,96544900,11585,애니메이션,전체관람가,독립/예술영화,0,[국내] 전체 관람가,75,8.173913043,69,2016,66562,1 [1],1,0
선생님의 일기,니티왓 다라톤,,(주)미로비젼,"(주)드림팩트엔터테인먼트,(주)미로스페이스",D,11/2/2016,autumn,개봉영화,장편,기타,163,461032900,66314,140191400,19833,멜로/로맨스,12세이상관람가,독립/예술영화,6.2,"레일라 분야삭(앤), 비 스크릿 위셋케우 (송)",110,9,1,2016,66314,1 [1],0,0
데몰리션,장 마크 발레,,(주)메인타이틀픽쳐스,(주)리틀빅픽쳐스,D,7/13/2016,summer,개봉영화,장편,미국,198,533506821,65145,307424321,36499,드라마,청소년관람불가,독립/예술영화,6.78,"제이크 질렌할(데이비스), 나오미 왓츠(캐런), 크리스 쿠퍼(필)",100,8.258064516,93,2016,374270,2 [2],0,0
극장판 파워레인저: 닌자포스 VS 트레인포스 닌자 인 원더랜드,나카자와 쇼지로,,대원미디어(주),(주)넥스트엔터테인먼트월드(NEW),C,11/3/2016,autumn,개봉영화,장편,일본,406,497324800,63800,98695300,11896,액션,전체관람가,일반영화,0,"니시카와 슌스케(타카하루 이가사키), 마츠모토 가쿠(야쿠모 클라우드 카토우), 나카무라 카이토(나기 마츠오)",60,8.42,100,2016,63800,1 [1],1,1
두 남자,이성태,(주)엠씨엠씨,,씨네그루(주)키다리이엔티,B,11/30/2016,autumn,개봉영화,장편,한국,397,459566121,60365,164888821,21095,범죄,청소년관람불가,일반영화,5.44,"마동석(형석), 최민호(진일)",91,7.733333333,90,2016,674609,2 [2],0,0
극장판 도라에몽: 신 진구의 버스 오브 재팬,야쿠와 신노스케,,대원미디어(주),(주)넥스트엔터테인먼트월드(NEW),C,12/21/2016,winter,개봉영화,장편,일본,282,453920100,59147,106368900,12969,애니메이션,전체관람가,일반영화,0,"채민지(도라에몽 목소리), 김정아(진구 목소리), 최낙윤(퉁퉁이 목소리)",103,8.975806452,124,2016,225239,1 [1],1,1
백설공주 : 사라진 아빠를 찾아서,벤 차오,,예지림엔터테인먼트,예지림엔터테인먼트,D,9/29/2016,autumn,개봉영화,장편,기타,213,425994300,55355,70551700,8438,애니메이션,전체관람가,독립/예술영화,0,"이제인(백설공주 목소리), 사문영(한나 목소리), 박상훈(로바 목소리)",76,7.565217391,46,2016,55355,1 [1],1,0
그물,김기덕,(주)김기덕 필름,,(주)넥스트엔터테인먼트월드(NEW),C,10/6/2016,autumn,개봉영화,장편,한국,381,416593300,55342,112920600,14136,드라마,15세이상관람가,독립/예술영화,7.25,"류승범(남철우), 이원근(오진우), 김영민(조사관)",114,8.276595745,94,2016,100391,1 [1],0,0
순종,"김동민,이주훈",(재)CBS,,"(재)CBS,(주)영화사 안다미로",C,11/17/2016,autumn,개봉영화,장편,한국,104,382422200,54144,98656600,12528,다큐멘터리,전체관람가,독립/예술영화,5,"김영화(선교사), 김은혜(선교사), 한성국(선교사)",88,9.636363636,11,2016,162432,"2 [1, 1]",1,0
"나, 다니엘 블레이크",켄 로치,,(주)영화사 진진,(주)영화사 진진,D,12/8/2016,winter,개봉영화,장편,영국,63,420708100,53018,269812700,33050,드라마,12세이상관람가,독립/예술영화,8.4,"데이브 존스(다니엘), 헤일리 스콰이어(케이티)",100,9.352941176,102,2016,79130,1 [1],1,0
