,title,director,distributor,distributor_group,release_date,release_season,release,form,nation,screen,rev_nationwide,rev_seoul,rev_seoul.1,genre,rate,type,expert_rating,starring_actors,running_times,audience_rating,rating_audiences,realease_year,director_power,sequel,original,actor_power,director_count,director_movie_count,actor_movie_count,before_news,after_news,holiday,dist_cat
151,더 셰프,존 웰스,(주)이수C&E,B,20151105,autumn,개봉영화,장편,미국,409,1466464148.0,626752148,76329,드라마,15세이상관람가,일반영화,5.67,"브래들리 쿠퍼,시에나 밀러,오마 사이",101,8.21875,160,2015,69095,0,0,1776816,1,1,8,117,192,0,B
435,문라이트,배리 젠킨스,CGV아트하우스,A,20170222,winter,개봉영화,장편,미국,173,1403639195.0,851030495,105926,드라마,15세이상관람가,독립/예술영화,7.89,"알렉스 R. 히버트,에쉬튼 샌더스,트래반트 로즈",111,8.374468085,235,2017,0,0,1,0,1,0,0,47,670,0,A
256,13시간,마이클 베이,롯데쇼핑㈜롯데엔터테인먼트,A,20160303,spring,개봉영화,장편,미국,380,1160889514.0,331939114,39831,액션,15세이상관람가,일반영화,5.5,"존 크래신스키,제임스 뱃지 데일,맥스 마티니",144,8.658227848,79,2016,2823641,1,0,17549,1,1,2,18,55,0,A
712,더 프레데터,쉐인 블랙,이십세기폭스코리아(주),B,20180912,autumn,개봉영화,장편,미국,582,1502022014.0,415294114,45133,SF,청소년관람불가,일반영화,4.0,"보이드 홀브룩,올리비아 문,트래반트 로즈",108,7.639130435,230,2018,24268,1,0,5008025,1,1,2,38,295,0,B
618,다운사이징,알렉산더 페인,롯데쇼핑㈜롯데엔터테인먼트,A,20180111,winter,개봉영화,장편,미국,511,1236582004.0,428993404,51033,드라마,15세이상관람가,일반영화,6.13,"맷 데이먼,크리스토프 왈츠,홍 차우",135,5.941605839,274,2018,0,0,0,10007988,1,0,6,51,175,0,A
811,교회오빠,이호경,커넥트픽쳐스(주),D,20190516,spring,개봉영화,장편,한국,200,741940650.0,245446220,29474,다큐멘터리,전체관람가,독립/예술영화,0.0,"이관희,오은주,이소연",85,9.894736842,38,2019,0,0,0,0,1,0,0,22,200,0,C
541,다크타워: 희망의 탑,니콜라이 아르셀,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,20170823,summer,개봉영화,장편,미국,497,761759275.0,261769275,31833,액션,15세이상관람가,일반영화,4.25,"이드리스 엘바,매튜 맥커너히,톰 테일러",95,7.4393939389999995,132,2017,0,0,1,3653831,1,0,4,28,86,0,B
569,그것만이 내 세상,최성현,씨제이이앤엠(주),A,20180117,winter,개봉영화,장편,한국,862,27441213382.0,6258257482,759455,코미디,12세이상관람가,일반영화,5.2,"이병헌,윤여정,박정민",120,9.222732491,1742,2018,0,0,0,39648361,1,0,20,1636,828,0,A
383,캐리비안의 해적: 죽은 자는 말이 없다,"요아킴 뢰닝,에스펜 샌버그",월트디즈니컴퍼니코리아 유한책임회사,B,20170524,spring,개봉영화,장편,미국,1357,24937474622.0,7181019322,836949,액션,12세이상관람가,일반영화,5.2,"조니 뎁,하비에르 바르뎀,제프리 러쉬",129,8.604651163,860,2017,0,1,0,1747867,2,0,6,83,432,0,B
145,함정,권형진,(주)인벤트스톤,D,20150910,autumn,개봉영화,장편,한국,445,2088685200.0,411417600,50477,스릴러,청소년관람불가,일반영화,3.0,"마동석,조한선,김민경",96,6.4301075270000005,186,2015,0,0,0,19166521,1,0,12,95,251,0,C
864,나이브스 아웃,라이언 존슨,(주)올스타엔터테인먼트,D,20191204,winter,개봉영화,장편,미국,686,5608637210.0,2397623520,278017,미스터리,12세이상관람가,일반영화,7.0,"다니엘 크레이그,크리스 에반스,아나 디 아르마스",130,8.893333333,75,2019,946547,0,0,20259522,1,1,6,47,330,0,C
819,1919 유관순,신상민,"주식회사 마운틴픽쳐스,케이티하이텔(주)",D,20190314,spring,개봉영화,장편,한국,269,476403410.0,149568860,17413,다큐멘터리,12세이상관람가,독립/예술영화,3.0,"이새봄,양윤희,김나니",79,8.3125,16,2019,0,0,1,0,1,0,0,454,132,0,C
533,레고 닌자고 무비,찰리 빈,워너브러더스 코리아(주),B,20170928,autumn,개봉영화,장편,미국,459,1149394400.0,292991400,37758,애니메이션,전체관람가,일반영화,4.0,"데이브 프랭코,올리비아 문,저스틴 서룩스",101,8.821138211000001,123,2017,0,1,1,2937941,1,0,1,17,102,0,B
215,특별수사: 사형수의 편지,권종관,(주)넥스트엔터테인먼트월드(NEW),C,20160616,summer,개봉영화,장편,한국,691,8774688865.0,1970102645,237370,범죄,15세이상관람가,일반영화,5.2,"김명민,김상호,성동일",120,8.610481586,706,2016,0,0,0,22196584,1,0,8,198,323,0,A
705,바울,앤드류 하얏트,(재)CBS,C,20181031,autumn,개봉영화,장편,미국,227,2100137400.0,673491800,82348,드라마,15세이상관람가,독립/예술영화,5.0,"제임스 폴크너,제임스 카비젤",107,9.439655172,116,2018,0,0,1,0,1,0,0,11,109,0,C
833,겨울왕국 2,"크리스 벅,제니퍼 리",월트디즈니컴퍼니코리아 유한책임회사,B,20191121,autumn,개봉영화,장편,미국,2648,111596000000.0,27828512460,3113579,애니메이션,전체관람가,일반영화,6.75,"크리스틴 벨,이디나 멘젤",103,8.954081633,1764,2019,0,1,0,0,2,0,0,738,2387,0,B
617,미드나잇 선,스콧 스피어,씨네그루(주)키다리이엔티,B,20180621,summer,개봉영화,장편,미국,472,1277894600.0,433992200,50930,멜로/로맨스,12세이상관람가,독립/예술영화,5.25,"벨라 손,패트릭 슈왈제네거",92,8.992907801,141,2018,0,0,1,1,1,0,1,30,97,0,B
196,캡틴 아메리카: 시빌 워,"안소니 루소,조 루소",월트디즈니컴퍼니코리아(주),B,20160427,spring,개봉영화,장편,미국,1991,72670260827.0,21246270149,2399852,액션,12세이상관람가,일반영화,7.5,"크리스 에반스,로버트 다우니 주니어",147,8.996032112,10837,2016,7926440,1,1,43031082,2,2,8,651,989,0,B
781,덤보,팀 버튼,월트디즈니컴퍼니코리아 유한책임회사,B,20190327,spring,개봉영화,장편,미국,797,2775096512.0,907932642,105909,판타지,전체관람가,일반영화,6.0,"콜린 파렐,마이클 키튼,대니 드비토",111,9.252129472,587,2019,2718158,0,1,5273357,1,1,5,48,436,0,B
495,지오스톰,"딘 데블린,대니 캐넌",워너브러더스 코리아(주),B,20171019,autumn,개봉영화,장편,미국,854,8480864614.0,2098804714,238747,액션,12세이상관람가,일반영화,5.5,"제라드 버틀러,짐 스터게스,애비 코니쉬",109,8.150684932,657,2017,0,0,0,4693132,2,0,7,60,307,0,B
17,샌 안드레아스,브래드 페이튼,워너브러더스 코리아(주),B,20150603,summer,개봉영화,장편,미국,847,14397026552.0,3817925452,429180,액션,12세이상관람가,일반영화,4.9,"드웨인 존슨,알렉산드라 다드다리오,칼라 구기노",114,8.426070038999999,514,2015,1149628,0,0,4888448,1,1,5,298,307,0,B
718,부탁 하나만 들어줘,폴 페이그,(주)팝엔터테인먼트,D,20181212,winter,개봉영화,장편,미국,461,988418788.0,442058538,50702,스릴러,청소년관람불가,독립/예술영화,6.83,"블레이크 라이블리,안나 켄드릭",117,7.842105263,95,2018,515522,0,1,999377,1,1,6,27,146,0,C
27,살인의뢰,손용호,씨네그루(주)다우기술,B,20150312,spring,개봉영화,장편,한국,646,6986456737.0,1716336937,201830,범죄,청소년관람불가,일반영화,4.33,"김상경,김성균,박성웅",102,6.614678898999999,327,2015,0,1,0,42388996,1,0,19,558,492,0,B
277,레터스 투 갓,데이빗 닉슨,(주)모멘텀엔터테인먼트,D,20160225,winter,개봉영화,장편,미국,119,430338300.0,75632500,10510,드라마,전체관람가,독립/예술영화,3.0,"태너 맥과이어,제프리 존슨,로빈 리블리",114,9.3,10,2016,0,1,0,0,1,0,0,29,19,0,C
395,노무현입니다,이창재,"CGV아트하우스,영화사 풀",A,20170525,spring,개봉영화,장편,한국,775,14305195012.0,3387200312,416953,다큐멘터리,12세이상관람가,일반영화,6.67,노무현,109,9.643512451,763,2017,28416,0,1,0,1,1,0,332,644,0,A
228,"로봇, 소리",이호재,롯데쇼핑㈜롯데엔터테인먼트,A,20160127,winter,개봉영화,장편,한국,609,3519595560.0,951166060,126118,드라마,12세이상관람가,일반영화,6.58,"이성민,이희준,이하늬",117,8.542372881,354,2016,22166,0,0,19402553,1,1,12,1566,535,0,A
320,잭 리처: 네버 고 백,에드워드 즈윅,롯데쇼핑㈜롯데엔터테인먼트,A,20161130,autumn,개봉영화,장편,미국,667,4638072258.0,1375085358,175136,액션,15세이상관람가,일반영화,4.88,"톰 크루즈,코비 스멀더스",118,8.190140845,426,2016,0,1,1,23349114,1,0,6,26,186,0,A
147,조선마술사,김대승,롯데쇼핑㈜롯데엔터테인먼트,A,20151230,winter,개봉영화,장편,한국,607,1506449794.0,374861400,54705,드라마,12세이상관람가,일반영화,4.63,"유승호,고아라",122,7.160621762000001,579,2015,2408574,1,0,475653,1,1,2,2022,776,0,A
877,예스터데이,대니 보일,유니버설픽쳐스인터내셔널 코리아(유),B,20190918,autumn,개봉영화,장편,미국,816,2572745100.0,976853610,113089,드라마,12세이상관람가,일반영화,5.86,"히메쉬 파텔,릴리 제임스",116,8.60625,160,2019,68815,0,0,3153579,1,1,4,43,341,0,B
494,장산범,허정,(주)넥스트엔터테인먼트월드(NEW),C,20170817,summer,개봉영화,장편,한국,711,10332117083.0,2153814083,257679,미스터리,15세이상관람가,일반영화,5.8,"염정아,박혁권",100,7.543103447999999,696,2017,0,0,1,1905872,1,0,3,284,505,0,A
449,루시드 드림,김준성,(주)넥스트엔터테인먼트월드(NEW),C,20170222,winter,개봉영화,장편,한국,461,759481000.0,225006500,29168,SF,15세이상관람가,일반영화,3.0,"고수,설경구",101,8.137362637,182,2017,0,0,0,6588548,1,0,3,1478,305,0,A
663,국가부도의 날,최국희,씨제이이앤엠(주),A,20181128,autumn,개봉영화,장편,한국,1180,30845862137.0,7969879237,934280,드라마,12세이상관람가,일반영화,6.5,"김혜수,유아인,허준호",114,8.820384294,1197,2018,757430,0,1,15669036,1,1,5,467,1214,0,A
106,히말라야,이석훈,씨제이이앤엠(주),A,20151216,winter,개봉영화,장편,한국,1009,39469775448.0,9308851168,1169945,드라마,12세이상관람가,일반영화,5.63,"황정민,정우",124,8.942040816,1225,2015,12704304,1,0,33943034,1,2,16,1918,1436,0,A
350,킹 오브 프리즘,히시다 마사카즈,(주)박수엔터테인먼트,D,20160811,summer,개봉영화,장편,일본,53,859771500.0,630836000,73057,애니메이션,12세이상관람가,일반영화,0.0,"카키하라 테츠야,마에노 토모아키,마스다 토시키",60,9.692307692,26,2016,0,1,1,0,1,0,0,8,7,0,C
523,공범자들,최승호,(주)엣나인필름,D,20170817,summer,개봉영화,장편,한국,228,2017678800.0,745661900,92054,다큐멘터리,15세이상관람가,독립/예술영화,6.44,"이명박,김재철,김장겸",106,9.649484536000001,291,2017,129774,0,1,27254171,1,1,4,298,332,0,C
389,재심,김태윤,"오퍼스픽쳐스(유),CGV아트하우스",D,20170215,winter,개봉영화,장편,한국,935,19263100637.0,4569982837,555767,드라마,15세이상관람가,일반영화,6.0,"정우,강하늘,김해숙",119,8.796284433,1561,2017,489409,0,1,32035227,1,1,11,599,775,0,C
448,베이블레이드 버스트 갓 : 갓 발키리의 탄생,야마구치 켄타로,씨제이이앤엠(주),A,20170601,summer,개봉영화,장편,일본,198,822068000.0,146349000,19055,애니메이션,전체관람가,일반영화,0.0,"김현지,한신,김보영",78,0.0,0,2017,0,0,1,71330,1,0,1,4,19,0,A
93,나이트 크롤러,댄 길로이,(주)스톰픽쳐스코리아,D,20150226,winter,개봉영화,장편,미국,233,451041300.0,203599400,24807,범죄,청소년관람불가,독립/예술영화,7.31,제이크 질렌할,117,7.965517241000001,29,2015,0,0,0,7874,1,0,1,37,48,0,C
259,대니쉬 걸,톰 후퍼,유니버설픽쳐스인터내셔널 코리아(유),B,20160217,winter,개봉영화,장편,미국,246,1074763884.0,628018484,76402,드라마,청소년관람불가,독립/예술영화,6.97,"에디 레드메인,알리시아 비칸데르,앰버 허드",119,8.899497487,199,2016,0,1,0,428678,1,0,8,36,80,0,B
554,래빗 스쿨,우테 폰 뮌쇼폴,예지림엔터테인먼트,D,20171123,autumn,개봉영화,장편,기타,314,401768900.0,82198100,10411,애니메이션,전체관람가,독립/예술영화,0.0,"황창영,민아,최정현",76,8.418604651,43,2017,7556,0,0,23643203,1,1,8,4,10,0,C
822,빅샤크2: 해저2만리,신우,와이드 릴리즈(주),D,20190606,summer,개봉영화,장편,기타,344,368207920.0,41575060,5105,애니메이션,전체관람가,일반영화,6.0,"장병관,김소희",75,7.958333333,24,2019,14857,1,0,493046,1,1,8,6,88,1,C
170,사우스포,안톤 후쿠아,씨네그루(주)다우기술,B,20151203,winter,개봉영화,장편,미국,335,649386248.0,210497148,26835,드라마,15세이상관람가,일반영화,5.33,"제이크 질렌할,레이첼 맥아담스,우나 로렌스",124,8.857142857000001,35,2015,178073,0,0,3199748,1,2,4,28,45,0,B
254,미스컨덕트,시모사와 신타로,"(주)박수엔터테인먼트,㈜코리아스크린",D,20160330,spring,개봉영화,장편,미국,470,1133511038.0,343296538,43994,범죄,15세이상관람가,일반영화,3.67,"알 파치노,안소니 홉킨스,조쉬 더하멜",105,6.344444444,90,2016,0,0,0,9098205,1,0,8,34,138,0,C
602,덕구,방수인,메가박스중앙(주)플러스엠,A,20180405,spring,개봉영화,장편,한국,544,2318099700.0,399790500,50850,드라마,전체관람가,일반영화,5.5,"이순재,정지훈",91,9.471153846,104,2018,0,0,0,13843437,1,0,6,138,252,0,A
252,대배우,석민우,"(주)대명문화공장,(주)리틀빅픽쳐스",D,20160330,spring,개봉영화,장편,한국,474,1245426228.0,337587528,44595,코미디,12세이상관람가,일반영화,5.54,"오달수,윤제문,이경영",108,7.553719008,121,2016,0,0,0,127803815,1,0,32,650,333,0,C
306,벤허,티무르 베크맘베토브,롯데쇼핑㈜롯데엔터테인먼트,A,20160914,autumn,개봉영화,장편,미국,717,11405870395.0,2957265515,356087,어드벤처,12세이상관람가,일반영화,8.75,"찰톤 헤스톤,잭 호킨스,하야 하라릿",222,9.0,1,2016,0,0,1,0,1,0,0,86,265,1,A
547,드래곤 스펠: 마법 꽃의 비밀,마누크 데포얀,㈜코리아스크린,D,20170815,summer,개봉영화,장편,기타,164,582071200.0,113863100,15015,애니메이션,전체관람가,독립/예술영화,0.0,"방지원,이세원,박상우",86,0.0,0,2017,0,0,1,339323,1,0,1,10,18,1,C
737,플로이,아르니 올라푸르 아스게이르손,(주)스마일이엔티,D,20180815,summer,개봉영화,장편,기타,242,329325300.0,84916000,10166,애니메이션,전체관람가,독립/예술영화,5.0,하하,83,8.166666667000001,66,2018,0,0,0,0,1,0,0,11,27,1,C
880,라스트 크리스마스,폴 페이그,유니버설픽쳐스인터내셔널 코리아(유),B,20191205,winter,개봉영화,장편,미국,623,2049348130.0,655652680,77146,코미디,12세이상관람가,일반영화,5.5,"에밀리아 클라크,헨리 골딩",103,7.666666667,30,2019,630058,0,0,1303613,1,2,4,34,196,0,B
428,존 윅 - 리로드,채드 스타헬스키,(주)제이앤씨미디어그룹,D,20170222,winter,개봉영화,장편,미국,250,2205582600.0,752850000,92798,액션,청소년관람불가,일반영화,7.0,키아누 리브스,122,8.647058824,34,2017,116119,1,0,117922,1,1,2,36,100,0,C
186,이웃집에 신이 산다,자코 반 도마엘,(주)엣나인필름,D,20151224,winter,개봉영화,장편,기타,73,420127300.0,213145300,26012,코미디,청소년관람불가,독립/예술영화,6.21,"브누와 뽀엘부르드,욜랜드 모로,까뜨린느 드뇌브",115,7.14,200,2015,16969,0,0,4558,1,1,1,16,35,0,C
269,오베라는 남자,하네스 홀름,"(주)싸이더스,(주)디스테이션",D,20160525,spring,개봉영화,장편,기타,255,650784888.0,299064888,36802,드라마,12세이상관람가,독립/예술영화,6.86,"롤프 라스가드,바하르 파르스,필립 버그",116,9.130952381,84,2016,0,1,0,0,1,0,0,17,43,0,C
162,미라클 벨리에,에릭 라티고,(주)영화사 진진,D,20150827,summer,개봉영화,장편,프랑스,245,857214018.0,413015318,52179,드라마,12세이상관람가,독립/예술영화,6.81,"루안 에머라,카린 비아르,프랑수아 다미앙",105,8.825581395,86,2015,24825,1,0,0,1,2,0,24,64,0,C
413,얼라이드,로버트 저메키스,롯데쇼핑㈜롯데엔터테인먼트,A,20170111,winter,개봉영화,장편,미국,546,4278041179.0,1600695179,190720,스릴러,15세이상관람가,일반영화,6.5,"브래드 피트,마리옹 꼬띠아르,리지 캐플란",124,8.696202532000001,632,2017,238257,0,1,5337746,1,1,4,49,180,0,A
717,독전: 익스텐디드 컷,이해영,(주)넥스트엔터테인먼트월드(NEW),C,20180718,summer,개봉영화,장편,한국,398,844714600.0,236870200,37991,범죄,15세이상관람가,일반영화,5.29,"조진웅,류준열,김주혁",123,8.640061397,1303,2018,351208,1,1,35620681,1,1,17,11,200,0,A
874,제미니 맨,이안,롯데컬처웍스(주)롯데엔터테인먼트,A,20191009,autumn,개봉영화,장편,미국,845,3295969230.0,956421180,107352,액션,12세이상관람가,일반영화,5.0,윌 스미스,117,8.935483871,186,2019,0,0,0,1898197,1,0,2,107,308,1,A
98,한 번 더 해피엔딩,마크 로렌스,(주)팝엔터테인먼트,D,20150408,spring,개봉영화,장편,미국,231,348096551.0,162620851,20409,멜로/로맨스,15세이상관람가,독립/예술영화,4.94,"휴 그랜트,마리사 토메이,앨리슨 제니",106,8.047619048,21,2015,0,0,0,522732,1,0,4,18,52,0,C
6,분노의 질주: 더 세븐,제임스 완,유니버설픽쳐스인터내셔널 코리아(유),B,20150401,spring,개봉영화,장편,미국,983,26449334694.0,7328474894,864171,액션,15세이상관람가,일반영화,7.08,"빈 디젤,폴 워커,드웨인 존슨",138,9.294190358,809,2015,2890669,0,1,9912243,1,3,9,46,387,0,B
742,툴리,제이슨 라이트맨,(주)리틀빅픽쳐스,D,20181122,autumn,개봉영화,장편,기타,161,302483000.0,152202000,18324,드라마,15세이상관람가,일반영화,7.6,"샤를리즈 테론,맥켄지 데이비스",95,8.590909091,22,2018,0,0,0,8500281,1,0,8,40,98,0,C
789,메리 포핀스 리턴즈,롭 마샬,월트디즈니컴퍼니코리아 유한책임회사,B,20190214,winter,개봉영화,장편,미국,573,1816281960.0,816286900,97070,판타지,전체관람가,일반영화,6.67,"에밀리 블런트,린-마누엘 미란다,벤 위쇼",130,8.70212766,282,2019,0,1,1,1555641,1,0,6,40,203,0,B
611,한 솔로: 스타워즈 스토리,론 하워드,월트디즈니컴퍼니코리아 유한책임회사,B,20180524,spring,개봉영화,장편,미국,569,1964276778.0,778382478,79048,액션,12세이상관람가,일반영화,7.29,"엘든 이렌리치,에밀리아 클라크,우디 해럴슨",135,8.413043477999999,184,2018,1515961,1,0,10072008,1,3,7,56,269,0,B
229,빅쇼트,아담 맥케이,롯데쇼핑㈜롯데엔터테인먼트,A,20160121,winter,개봉영화,장편,미국,489,3622268707.0,1786531309,215870,드라마,청소년관람불가,일반영화,7.29,"크리스찬 베일,스티브 카렐,라이언 고슬링",130,7.81300813,246,2016,0,1,0,2697210,1,0,9,49,172,0,A
264,다이버전트 시리즈: 얼리전트,로베르트 슈벤트케,씨네그루(주)키다리이엔티,B,20160512,spring,개봉영화,장편,미국,393,818823545.0,280500645,34199,액션,12세이상관람가,일반영화,4.5,"쉐일린 우들리,테오 제임스,마일즈 텔러",121,8.335766422999999,137,2016,384122,1,1,2859040,1,2,10,16,53,0,B
368,선생님의 일기,니티왓 다라톤,"(주)드림팩트엔터테인먼트,(주)미로스페이스",D,20161102,autumn,개봉영화,장편,기타,163,461032900.0,140191400,19833,멜로/로맨스,12세이상관람가,독립/예술영화,6.2,"레일라 분야삭,비 스크릿 위셋케우",110,9.0,1,2016,0,0,0,0,1,0,0,16,66,0,C
646,더 포리너,마틴 캠벨,"(주)더블앤조이픽쳐스,TCO(주)더콘텐츠온",D,20180207,winter,개봉영화,장편,영국,156,328887800.0,104663500,12820,액션,15세이상관람가,일반영화,5.67,"성룡,피어스 브로스넌",114,9.5,4,2018,0,0,1,4518247,1,0,6,16,35,0,C
798,더 페이버릿: 여왕의 여자,요르고스 란티모스,이십세기폭스코리아(주),B,20190221,winter,개봉영화,장편,미국,83,1380191276.0,831098346,97482,드라마,15세이상관람가,독립/예술영화,8.2,"올리비아 콜맨,엠마 스톤,레이첼 와이즈",119,8.874193548,310,2019,58185,0,0,2602584,1,1,5,50,442,0,B
783,미성년,김윤석,(주)쇼박스,C,20190411,spring,개봉영화,장편,한국,673,2493769950.0,856799740,98387,드라마,15세이상관람가,일반영화,7.15,"염정아,김소진,김혜준",96,8.418181817999999,220,2019,0,0,0,24598146,1,0,10,265,301,0,A
829,더 와이프,비욘 룬게,(주)팝엔터테인먼트,D,20190227,winter,개봉영화,장편,영국,106,319839451.0,190560061,23941,드라마,15세이상관람가,독립/예술영화,6.75,"글렌 클로즈,조나단 프라이스",100,8.453488372,86,2019,0,0,0,913230,1,0,3,124,52,0,C
403,하루,조선호,CGV아트하우스,A,20170615,summer,개봉영화,장편,한국,781,8721627698.0,2165557498,260218,스릴러,15세이상관람가,일반영화,4.6,"김영민,변요한,유재명",90,10.0,1,2017,0,0,0,29636613,1,0,19,742,440,0,A
677,스윙키즈,강형철,(주)넥스트엔터테인먼트월드(NEW),C,20181219,winter,개봉영화,장편,한국,984,10304613602.0,3068387452,357823,드라마,12세이상관람가,일반영화,6.38,"디오,자레드 그라임스,박혜수",133,9.114047288,719,2018,0,0,1,1124815,1,0,1,728,1122,0,A
610,허리케인 하이스트,롭 코헨,(주)넥스트엔터테인먼트월드(NEW),C,20180314,spring,개봉영화,장편,미국,544,1730262848.0,406693648,49348,액션,15세이상관람가,일반영화,3.5,"토비 켑벨,매기 그레이스,라이언 콴튼",103,8.863013699,146,2018,0,0,0,3021433,1,0,5,25,135,0,A
189,미안해 사랑해 고마워,전윤수,(주)쇼박스,C,20151028,autumn,개봉영화,장편,한국,344,359247800.0,106619300,14482,드라마,15세이상관람가,일반영화,4.0,"지진희,김성균,성유리",115,8.026315789,38,2015,0,0,0,26739407,1,0,11,957,388,0,A
332,혼숨,이두환,(주)프레인글로벌,D,20161026,autumn,개봉영화,장편,한국,498,2258422445.0,374477045,45099,공포,15세이상관람가,일반영화,4.33,"류덕환,조복래",90,6.314741036,251,2016,0,0,0,24539234,1,0,10,138,113,0,C
303,라라랜드,데이미언 셔젤,판씨네마(주),D,20161207,winter,개봉영화,장편,미국,727,19993531232.0,8520674132,987682,드라마,12세이상관람가,일반영화,8.34,"라이언 고슬링,엠마 스톤",127,8.868760064,1242,2016,1559430,0,0,5315445,1,1,5,101,392,0,C
260,극장판 꼬마버스 타요의 에이스 구출작전,류정우,(주)아이코닉스,C,20160121,winter,개봉영화,장편,한국,200,896765500.0,188779400,27574,애니메이션,전체관람가,일반영화,0.0,"문남숙,정혜옥,최하나",48,9.111111111,18,2016,0,1,0,24810,1,0,1,8,18,0,C
144,스파이 브릿지,스티븐 스필버그,이십세기폭스코리아(주),B,20151105,autumn,개봉영화,장편,미국,425,2013736478.0,720622378,89815,스릴러,12세이상관람가,일반영화,8.59,"톰 행크스,마크 라이런스,오스틴 스토웰",141,8.902702703,185,2015,238095,1,0,461902,1,2,2,28,190,0,B
627,미니특공대X,이영준,(주)삼지애니메이션,D,20180322,spring,개봉영화,장편,한국,458,744858200.0,131013800,16957,애니메이션,전체관람가,일반영화,0.0,"엄상현,전태열,이소영",68,7.5,92,2018,337716,1,0,5977878,1,5,26,6,13,0,C
283,드레스메이커,조셀린 무어하우스,(주)리틀빅픽쳐스,D,20160211,winter,개봉영화,장편,기타,176,440059500.0,144520800,17846,드라마,15세이상관람가,독립/예술영화,6.4,"케이트 윈슬렛,주디 데이비스,리암 헴스워스",118,8.0,1,2016,0,1,0,3502015,1,0,8,14,62,0,C
790,요로나의 저주,마이클 차베즈,워너브러더스 코리아(주),B,20190417,spring,개봉영화,장편,미국,620,1784935221.0,488301731,53881,공포,15세이상관람가,일반영화,4.0,린다 카델리니,93,7.94,200,2019,0,0,0,0,1,0,0,23,312,0,B
11,강남 1970,유하,(주)쇼박스,C,20150121,winter,개봉영화,장편,한국,841,17717971499.0,4859661899,586992,액션,청소년관람불가,일반영화,5.84,"이민호,김래원,정진영",135,8.053080569,1055,2015,1612554,0,0,21272936,1,1,5,2608,1725,0,A
754,사바하,장재현,씨제이이앤엠(주),A,20190220,winter,개봉영화,장편,한국,1174,20002183194.0,5593443364,654182,미스터리,15세이상관람가,일반영화,6.89,"이정재,박정민,이재인",122,7.795226131000001,796,2019,0,0,0,50367276,1,0,20,1111,1194,0,A
594,7년의 밤,추창민,씨제이이앤엠(주),A,20180328,spring,개봉영화,장편,한국,872,3969337524.0,1046793224,133744,스릴러,15세이상관람가,일반영화,5.5,"장동건,류승룡,송새벽",123,6.309677419,310,2018,0,0,1,635010,1,0,2,1756,539,0,A
531,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,다카하시 아츠시,(주)넥스트엔터테인먼트월드(NEW),C,20170810,summer,개봉영화,장편,일본,351,1175560900.0,194738200,26136,애니메이션,전체관람가,일반영화,6.0,"미즈타 와사비,오오하라 메구미,카카즈 유미",101,8.8125,112,2017,0,1,1,226808,1,0,2,10,26,0,A
469,매기스 플랜,레베카 밀러,오드,D,20170125,winter,개봉영화,장편,미국,94,382361800.0,258221100,31084,코미디,15세이상관람가,독립/예술영화,6.86,"그레타 거윅,에단 호크,줄리안 무어",98,7.9117647060000005,102,2017,0,0,0,5066145,1,0,17,15,46,0,C
127,헝거게임: 더 파이널,프란시스 로렌스,롯데쇼핑㈜롯데엔터테인먼트,A,20151118,autumn,개봉영화,장편,미국,661,6069167163.0,2030631445,257764,액션,15세이상관람가,일반영화,6.6,"제니퍼 로렌스,조쉬 허처슨,리암 헴스워스",137,7.791479821,446,2015,1980116,1,1,14936307,1,2,18,78,366,0,A
681,더 넌,코린 하디,워너브러더스 코리아(주),B,20180919,autumn,개봉영화,장편,미국,824,8777844795.0,2249634745,248861,공포,15세이상관람가,일반영화,4.5,"타이사 파미가,데미안 비쉬어,보니 아론스",96,7.4427333970000005,1039,2018,0,0,0,120352,1,0,1,88,508,0,B
57,언프렌디드: 친구삭제,레오 가브리아제,유니버설픽쳐스인터내셔널 코리아(유),B,20150507,spring,개봉영화,장편,미국,386,1643911941.0,347479141,45233,공포,15세이상관람가,일반영화,6.0,"헤더 소서맨,쉘리 헨닝,모세 제이콥 스톰",83,5.173333333,75,2015,0,0,0,0,1,0,0,17,103,0,B
33,위험한 상견례 2,김진영,"롯데쇼핑㈜롯데엔터테인먼트,(주)마인스 엔터테인먼트",A,20150429,spring,개봉영화,장편,한국,429,3575384754.0,738570754,93940,멜로/로맨스,15세이상관람가,일반영화,4.0,"진세연,홍종현,신정근",119,8.396039604,202,2015,338168,0,1,22214097,1,1,6,1940,895,0,A
237,구스범스,롭 레터맨,유니버설픽쳐스인터내셔널 코리아(유),B,20160114,winter,개봉영화,장편,미국,515,2221639712.0,607220925,79043,액션,12세이상관람가,일반영화,6.5,"잭 블랙,딜런 미네트,오데야 러쉬",103,8.482758621,203,2016,0,1,0,113906,1,0,2,21,85,0,B
852,유열의 음악앨범,정지우,CGV아트하우스,A,20190828,summer,개봉영화,장편,한국,1078,10233455040.0,2970923290,346201,멜로/로맨스,12세이상관람가,일반영화,7.13,"김고은,정해인",122,8.095132742999999,452,2019,37420,0,0,10365254,1,1,8,632,1115,0,A
282,더 보이,윌리엄 브렌트 벨,(주)리틀빅픽쳐스,D,20160601,summer,개봉영화,장편,미국,186,440944821.0,84467821,10054,공포,15세이상관람가,독립/예술영화,5.17,"로렌 코핸,루퍼트 에반스",97,7.66,100,2016,54,0,0,0,1,1,0,68,155,0,C
