,title,director,distributor,distributor_group,release_date,release_season,release,form,nation,screen,rev_nationwide,aud_nationwide,rev_seoul,rev_seoul.1,genre,rate,type,expert_rating,starring_actors,running_times,audience_rating,rating_audiences,realease_year,director_power,sequel,original,actor_power,director_count,director_movie_count,actor_movie_count,log_aud,before_news,after_news,holiday,dist_cat
413,얼라이드,로버트 저메키스,롯데쇼핑㈜롯데엔터테인먼트,A,20170111,winter,개봉영화,장편,미국,546,4278041179,518886,1600695179,190720,스릴러,15세이상관람가,일반영화,6.5,"브래드 피트,마리옹 꼬띠아르,리지 캐플란",124,8.696202532,632,2017,238257,0,1,5337746,1,1,4,13.15943948,49,180,0,A
414,그레이트 월,장예모,유니버설픽쳐스인터내셔널 코리아(유),B,20170215,winter,개봉영화,장편,미국,598,4352841358,501286,1257212358,138597,판타지,12세이상관람가,일반영화,4.5,"맷 데이먼,윌렘 대포,페드로 파스칼",103,8.00536193,373,2017,63514,0,1,7564155,1,3,4,13.12493208,24,225,0,B
415,트리플 엑스 리턴즈,D.J. 카루소,롯데쇼핑㈜롯데엔터테인먼트,A,20170208,winter,개봉영화,장편,미국,590,3967335095,475309,1022502995,116855,액션,15세이상관람가,일반영화,0,"빈 디젤,사무엘 L. 잭슨,루비 로즈",106,8.291071429,560,2017,1,1,0,28188685,1,1,12,13.0717204,29,180,0,A
416,라이프,다니엘 에스피노사,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,20170405,spring,개봉영화,장편,미국,647,3786712210,459421,1188643810,139729,SF,15세이상관람가,일반영화,5.67,"제이크 질렌할,레베카 퍼거슨,라이언 레이놀즈",103,7.907142857,420,2017,21706,0,0,10280469,1,2,9,13.03772228,244,375,0,B
417,히든 피겨스,데오도르 멜피,이십세기폭스코리아(주),B,20170323,spring,개봉영화,장편,미국,448,3575594033,448826,1591867433,194719,드라마,12세이상관람가,일반영화,6.75,"타라지 P. 헨슨,옥타비아 스펜서,자넬 모네",127,9.454810496,343,2017,78336,0,1,5720,1,1,3,13.01439056,60,174,0,B
418,원라인,양경모,(주)넥스트엔터테인먼트월드(NEW),C,20170329,spring,개봉영화,장편,한국,613,3310122433,433825,807184333,101624,범죄,15세이상관람가,일반영화,5.71,"임시완,진구,박병은",131,8.794642857,560,2017,0,0,0,38420762,1,0,9,12.98039651,986,472,0,A
419,터닝메카드W: 블랙미러의 부활,"홍헌표,김석원",씨네그루(주)키다리이엔티,B,20170118,winter,개봉영화,장편,한국,570,3213263000,429569,676764500,86626,애니메이션,전체관람가,독립/예술영화,0,"소연,신용우,윤아영",72,8.977353993,839,2017,0,1,1,779858,2,0,7,12.97053766,10,82,0,B
420,스머프: 비밀의 숲,캘리 애스버리,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,20170428,spring,개봉영화,장편,미국,607,3122661000,427764,633690100,83429,애니메이션,전체관람가,일반영화,7,"맨디 파틴킨,데미 로바토,레인 윌슨",89,8.644,750,2017,0,1,1,0,1,0,0,12.96632692,19,113,0,B
421,킹 아서: 제왕의 검,가이 리치,워너브러더스 코리아(주),B,20170517,spring,개봉영화,장편,영국,588,3348220655,412843,953887855,113292,판타지,12세이상관람가,일반영화,5.25,"찰리 허냄,주드 로",126,8.327044025,159,2017,108551,0,1,817545,1,1,2,12.93082265,45,208,0,B
422,보통사람,김봉한,오퍼스픽쳐스(유),D,20170323,spring,개봉영화,장편,한국,621,2956397623,383336,736134723,92067,드라마,15세이상관람가,일반영화,5.86,"손현주,장혁",121,8.617391304,460,2017,0,0,0,4250979,1,0,3,12.85666717,1165,601,0,C
423,눈의 여왕 3: 눈과 불의 마법대결,알렉세이 트시칠린,(주)이수C&E,B,20170104,winter,개봉영화,장편,기타,526,2694247700,366442,433186900,54862,애니메이션,전체관람가,독립/예술영화,0,"박지윤,엄상현,남도형",90,8.393939394,561,2017,498320,1,1,16044238,1,1,23,12.81159553,175,41,0,B
424,어쌔신 크리드,저스틴 커젤,이십세기폭스코리아(주),B,20170111,winter,개봉영화,장편,미국,566,2899784921,355913,763791621,90313,액션,15세이상관람가,일반영화,5.67,"마이클 패스벤더,마리옹 꼬띠아르,제레미 아이언스",115,7.36173913,575,2017,0,0,1,10169408,1,0,11,12.7824416,50,148,0,B
425,싱글라이더,이주영,워너브러더스 코리아(주),B,20170222,winter,개봉영화,장편,한국,576,2685519021,351276,945782821,119087,드라마,15세이상관람가,일반영화,5.9,"이병헌,공효진,안소희",97,8.03021148,662,2017,0,0,0,30848207,1,0,7,12.76932752,2029,924,0,B
426,석조저택 살인사건,"정식,김휘",씨네그루(주)키다리이엔티,B,20170509,spring,개봉영화,장편,한국,539,2802134886,350129,764028486,92270,스릴러,15세이상관람가,일반영화,4.67,"고수,김주혁,문성근",109,8.382857143,525,2017,120802,0,1,11932491,2,1,9,12.76605694,509,320,1,B
427,사랑하기 때문에,주지홍,(주)넥스트엔터테인먼트월드(NEW),C,20170104,winter,개봉영화,장편,한국,542,2538169440,324420,516573040,63326,코미디,12세이상관람가,일반영화,6,"차태현,김유정,서현진",110,8.513994911,393,2017,0,0,0,3105429,1,0,4,12.68979425,900,957,0,A
428,존 윅 - 리로드,채드 스타헬스키,(주)제이앤씨미디어그룹,D,20170222,winter,개봉영화,장편,미국,250,2205582600,276379,752850000,92798,액션,청소년관람불가,일반영화,7,키아누 리브스,122,8.647058824,34,2017,116119,1,0,117922,1,1,2,12.52952839,36,100,0,C
429,목소리의 형태,야마다 나오코,(주)디스테이션,D,20170509,spring,개봉영화,장편,일본,466,2140563014,272736,566227114,69415,애니메이션,전체관람가,일반영화,7.6,"이리노 미유,하야미 사오리",129,8.811145511,646,2017,7162,0,1,142652,1,1,3,12.51625957,42,119,1,C
430,리얼,이사랑,씨제이이앤엠(주),A,20170628,summer,개봉영화,장편,한국,970,1717338874,255180,501268674,72305,액션,청소년관람불가,일반영화,2.67,"김수현,이성민,성동일",137,4.455172414,435,2017,0,0,0,39677276,1,0,13,12.44972446,3047,2197,0,A
431,어느날,이윤기,"오퍼스픽쳐스(유),CGV아트하우스",D,20170405,spring,개봉영화,장편,한국,532,1827370582,232016,566199082,69068,멜로/로맨스,15세이상관람가,일반영화,6,"김남길,천우희",114,8.589655172,290,2017,0,0,0,21431284,1,0,10,12.35456161,1345,1111,0,C
432,발레리나,"에릭 섬머,에릭 와린",판씨네마(주),D,20170209,winter,개봉영화,장편,프랑스,434,1509668400,201365,370927500,46384,애니메이션,전체관람가,일반영화,0,"엘르 패닝,데인 드한,매디 지글러",89,8.943722944,231,2017,0,0,0,4360050,2,0,7,12.21287446,25,55,0,C
433,50가지 그림자: 심연,제임스 폴리,유니버설픽쳐스인터내셔널 코리아(유),B,20170209,winter,개봉영화,장편,미국,435,1589180900,189620,583553000,67787,드라마,청소년관람불가,일반영화,2.25,"다코타 존슨,제이미 도넌",118,7.874659401,367,2017,0,1,1,744838,1,0,4,12.15277735,29,102,0,B
434,핵소 고지,멜 깁슨,판씨네마(주),D,20170222,winter,개봉영화,장편,미국,442,1342081900,177601,470997000,60479,드라마,15세이상관람가,일반영화,6,"앤드류 가필드,샘 워싱턴,휴고 위빙",139,9.198776758,327,2017,0,0,1,7095206,1,0,8,12.08729474,36,264,0,C
435,문라이트,배리 젠킨스,CGV아트하우스,A,20170222,winter,개봉영화,장편,미국,173,1403639195,177483,851030495,105926,드라마,15세이상관람가,독립/예술영화,7.89,"알렉스 R. 히버트,에쉬튼 샌더스,트래반트 로즈",111,8.374468085,235,2017,0,0,1,0,1,0,0,12.08663011,47,670,0,A
436,더 큐어,고어 버빈스키,이십세기폭스코리아(주),B,20170215,winter,개봉영화,장편,미국,419,1331883200,159948,484137700,56699,미스터리,청소년관람불가,일반영화,6.2,"데인 드한,미아 고스,제이슨 아이삭스",146,7.56377551,392,2017,0,0,1,4194648,1,0,4,11.98260404,41,86,0,B
437,비정규직 특수요원,김덕수,"(주)이수C&E,(주)스톰픽쳐스코리아",B,20170316,spring,개봉영화,장편,한국,497,1150732700,149719,244094600,30726,코미디,15세이상관람가,일반영화,3.25,"강예원,한채아",117,7.102189781,137,2017,172445,0,0,1801463,1,1,6,11.91651548,1254,317,0,B
438,레고 배트맨 무비,크리스 맥케이,워너브러더스 코리아(주),B,20170209,winter,개봉영화,장편,미국,427,1175424305,148760,387885305,45835,애니메이션,전체관람가,일반영화,6.67,"윌 아넷,랄프 파인즈,로사리오 도슨",106,8.748837209,215,2017,0,1,1,1329057,1,0,5,11.91008955,316,73,0,B
439,극장판 또봇: 로봇군단의 습격,"이달,고동우",씨제이이앤엠(주),A,20170427,spring,개봉영화,장편,한국,231,1089135300,141592,214935500,27208,애니메이션,전체관람가,일반영화,6,"하룡이,신경선,이현",80,0,0,2017,0,0,1,316330,2,0,3,11.86070496,8,51,0,A
440,명탐정 코난: 에피소드 원-작아진 명탐정,야마모토 야스이치로,씨제이이앤엠(주),A,20170208,winter,개봉영화,장편,일본,215,999362100,128472,201352200,25052,애니메이션,12세이상관람가,일반영화,0,"야마구치 캇페이,타카야마 미나미,야마자키 와카나",95,0,0,2017,440049,1,1,2183255,1,2,10,11.76346626,10,33,0,A
441,눈길,이나정,"(주)엣나인필름,CGV아트하우스",D,20170301,spring,개봉영화,장편,한국,495,946705100,126384,227150700,29161,드라마,15세이상관람가,독립/예술영화,6,"김영옥,김향기,김새론",121,9.046511628,129,2017,0,0,1,3692343,1,0,7,11.74708017,1507,1568,1,C
442,시간위의 집,임대웅,"(주)리틀빅픽쳐스,(주)페퍼민트앤컴퍼니",D,20170405,spring,개봉영화,장편,한국,454,987958600,124601,247386600,29576,미스터리,15세이상관람가,일반영화,4.71,"김윤진,택연,조재윤",100,8.642105263,190,2017,0,0,1,14628653,1,0,6,11.73287191,481,397,0,C
443,마이펫 오지,알베르토 로드리게즈,롯데쇼핑㈜롯데엔터테인먼트,A,20170216,winter,개봉영화,장편,기타,393,911866950,124112,227644200,29374,애니메이션,전체관람가,독립/예술영화,0,"남도형,정은지,김현욱",89,8.472527473,91,2017,3069,0,0,644104,1,2,7,11.72893966,24,41,0,A
444,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,타카하시 와타루,(주)넥스트엔터테인먼트월드(NEW),C,20170125,winter,개봉영화,장편,일본,334,905611600,119197,147031700,18053,애니메이션,전체관람가,일반영화,0,"야지마 아키코,나라하시 미키,후지와라 케이지",96,8.816964286,224,2017,150226,1,1,0,1,1,0,11.68853287,4,21,0,A
445,극장판 소드 아트 온라인 -오디널 스케일-,이토 토모히코,(주)박수엔터테인먼트,D,20170223,winter,개봉영화,장편,일본,124,897598000,117401,277569000,35430,애니메이션,12세이상관람가,일반영화,0,"마츠오카 요시츠구,토마츠 하루카,이토 카나에",120,9.27647868,727,2017,0,0,1,351510,1,0,4,11.6733507,0,0,0,C
446,여교사,김태용,필라멘트픽쳐스,D,20170104,winter,개봉영화,장편,한국,393,947192460,116851,299247560,36539,드라마,청소년관람불가,독립/예술영화,6.78,"김하늘,유인영,이원근",96,7.516129032,248,2017,5187,0,0,16502342,1,1,5,11.6686549,1180,797,0,C
447,"서서평, 천천히 평온하게","홍주연,홍현정",커넥트픽쳐스(주),D,20170426,spring,개봉영화,장편,한국,234,833960900,115561,421385600,55651,다큐멘터리,전체관람가,독립/예술영화,5.5,"하정우,윤안나,안은새",78,9.441176471,68,2017,0,0,1,25554362,2,0,4,11.65755381,14,44,0,C
448,베이블레이드 버스트 갓 : 갓 발키리의 탄생,야마구치 켄타로,씨제이이앤엠(주),A,20170601,summer,개봉영화,장편,일본,198,822068000,108730,146349000,19055,애니메이션,전체관람가,일반영화,0,"김현지,한신,김보영",78,0,0,2017,0,0,1,71330,1,0,1,11.59662302,4,19,0,A
449,루시드 드림,김준성,(주)넥스트엔터테인먼트월드(NEW),C,20170222,winter,개봉영화,장편,한국,461,759481000,102170,225006500,29168,SF,15세이상관람가,일반영화,3,"고수,설경구",101,8.137362637,182,2017,0,0,0,6588548,1,0,3,11.53439337,1478,305,0,A
450,딥워터 호라이즌,피터 버그,메가박스중앙(주)플러스엠,A,20170125,winter,개봉영화,장편,미국,433,775611543,100021,236676643,30009,액션,12세이상관람가,일반영화,6.5,"마크 월버그,딜런 오브라이언,케이트 허드슨",107,8.810344828,232,2017,173678,0,1,8673677,1,1,5,11.51313544,28,89,0,A
451,라이언,가스 데이비스,(주)이수C&E,B,20170201,winter,개봉영화,장편,기타,205,736334100,98660,268044000,35523,드라마,12세이상관람가,독립/예술영화,6.5,"써니 파와르,데브 파텔,니콜 키드먼",118,9.318181818,22,2017,0,0,1,1161434,1,0,8,11.49943487,242,197,0,B
452,슈퍼 빼꼼: 스파이 대작전,임아론,메가박스중앙(주)플러스엠,A,20170503,spring,개봉영화,장편,한국,358,689079900,96462,115854000,15029,애니메이션,전체관람가,일반영화,4.5,"김태균B,최정현",77,8.26056338,284,2017,0,0,1,23579403,1,0,7,11.47690443,23,39,1,A
453,사일런스,마틴 스코세이지,씨네그루(주)키다리이엔티,B,20170228,winter,개봉영화,장편,미국,342,700818300,94750,298799600,38435,드라마,15세이상관람가,독립/예술영화,7,"앤드류 가필드,리암 니슨,아담 드라이버",159,8.890909091,110,2017,585082,0,1,9212576,1,1,13,11.45899712,25,57,0,B
454,파도가 지나간 자리,데릭 시엔프랜스,CGV아트하우스,A,20170308,spring,개봉영화,장편,미국,276,634595200,82177,263656600,33216,드라마,15세이상관람가,독립/예술영화,6,"마이클 패스벤더,알리시아 비칸데르,레이첼 와이즈",132,9.202531646,79,2017,0,0,1,10463095,1,0,13,11.31663074,20,50,0,A
455,너와 100번째 사랑,츠키카와 쇼,(주)디스테이션,D,20170525,spring,개봉영화,장편,일본,140,620733200,78930,193154900,23328,드라마,12세이상관람가,독립/예술영화,4.67,"사카구치 켄타로,미와,류세이 료",116,8.440677966,59,2017,0,0,0,0,1,0,0,11.27631666,17,36,0,C
456,바다 탐험대 옥토넛 시즌4: 더 파이널,다라 오코넬,와이드 릴리즈(주),D,20170601,summer,개봉영화,장편,영국,167,475425000,72926,117097000,17370,애니메이션,전체관람가,독립/예술영화,0,"하성용,정재헌,엄상현",57,8.26984127,63,2017,187724,1,1,19937900,1,3,23,11.19720051,6,10,0,C
457,오두막,스튜어트 하젤딘,판씨네마(주),D,20170420,spring,개봉영화,장편,미국,396,559079300,72849,281508200,35423,드라마,12세이상관람가,독립/예술영화,4,"샘 워싱턴,옥타비아 스펜서,라다 미첼",132,8.492537313,67,2017,0,0,1,362055,1,0,7,11.19614408,16,68,0,C
458,파워레인져스: 더 비기닝,딘 이스라엘리트,(주)넥스트엔터테인먼트월드(NEW),C,20170420,spring,개봉영화,장편,미국,479,570203561,72495,181869261,22185,액션,12세이상관람가,일반영화,6.5,"데이커 몽고메리,나오미 스콧,RJ 사일러",124,8.221518987,158,2017,266389,0,1,0,1,1,0,11.19127287,35,97,0,A
459,패트리어트 데이,피터 버그,(주)이수C&E,B,20170406,spring,개봉영화,장편,미국,375,521471618,66074,173633018,21365,드라마,15세이상관람가,일반영화,5,마크 월버그,133,9.025316456,158,2017,173678,0,1,3116837,1,1,3,11.09853061,19,32,0,B
460,더 서클,제임스 폰솔트,씨네그루(주)키다리이엔티,B,20170622,summer,개봉영화,장편,미국,169,536591400,65910,204755100,24662,드라마,12세이상관람가,독립/예술영화,3.67,"엠마 왓슨,톰 행크스",110,0,0,2017,0,0,1,3634153,1,0,6,11.09604545,29,92,0,B
461,극장판 쿠로코의 농구 라스트 게임,타다 슌스케,(주)박수엔터테인먼트,D,20170427,spring,개봉영화,장편,일본,96,460086500,62033,211241000,27602,애니메이션,12세이상관람가,일반영화,0,"오노 켄쇼,오노 유우키,사이토 치와",91,9.663636364,110,2017,0,0,1,0,1,0,0,11.03542178,10,10,0,C
462,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,다라 오코넬,와이드 릴리즈(주),D,20170125,winter,개봉영화,장편,영국,145,404919500,60935,109442000,16138,애니메이션,전체관람가,독립/예술영화,0,"하성용,정재헌,엄상현",68,8.287234043,188,2017,187724,1,1,19937900,1,3,23,11.017563,3,15,0,C
463,꼬마참새 리차드: 아프리카 원정대,"토비 젠켈,레자 메마리",씨네그루(주)키다리이엔티,B,20170615,summer,개봉영화,장편,기타,319,434251400,58384,84275800,10613,애니메이션,전체관람가,독립/예술영화,0,"김서영,구민선",84,8.740740741,27,2017,219621,0,0,821162,2,1,6,10.97479716,5,10,0,B
464,밤의 해변에서 혼자,홍상수,"(주)영화제작전원사 ,(주)콘텐츠판다",D,20170323,spring,개봉영화,장편,한국,133,438124100,56907,274602900,34539,드라마,청소년관람불가,독립/예술영화,7.63,김민희,101,7.726495726,234,2017,135024,0,0,677765,1,3,2,10.94917364,206,214,0,C
465,나의 붉은고래,"양선,장춘",(주)영화사 빅,D,20170615,summer,개봉영화,장편,기타,390,433137000,56108,135818200,16581,애니메이션,전체관람가,독립/예술영화,5.5,"계관림,소상경,허위주",101,7.761904762,42,2017,0,0,1,0,2,0,0,10.93503368,27,45,0,C
466,맨체스터 바이 더 씨,케네스 로너건,THE 픽쳐스,D,20170215,winter,개봉영화,장편,미국,109,431623800,53779,254824600,30655,드라마,15세이상관람가,독립/예술영화,7.78,"케이시 애플렉,미셸 윌리엄스,카일 챈들러",137,8.859649123,57,2017,0,0,0,313164,1,0,1,10.89263834,28,48,0,C
467,옥자,봉준호,(주)넥스트엔터테인먼트월드(NEW),C,20170629,summer,개봉영화,장편,미국,111,372557400,49479,235482900,29163,어드벤처,12세이상관람가,일반영화,7.33,"틸다 스윈튼,폴 다노,안서현",120,8.766742338,5286,2017,0,0,0,9979271,1,0,9,10.80930362,472,890,0,A
468,미스 슬로운,존 매든,(주)메인타이틀픽쳐스,D,20170329,spring,개봉영화,장편,미국,104,381394300,48051,199557400,24714,드라마,15세이상관람가,독립/예술영화,6.83,제시카 차스테인,132,9.2,5,2017,0,0,1,5413503,1,0,4,10.78001823,18,52,0,C
469,매기스 플랜,레베카 밀러,오드,D,20170125,winter,개봉영화,장편,미국,94,382361800,47668,258221100,31084,코미디,15세이상관람가,독립/예술영화,6.86,"그레타 거윅,에단 호크,줄리안 무어",98,7.911764706,102,2017,0,0,0,5066145,1,0,17,10.77201559,15,46,0,C
470,택시운전사,장훈,(주)쇼박스,C,20170802,summer,개봉영화,장편,한국,1906,95282655549,12099614,22185947699,2729766,드라마,15세이상관람가,일반영화,6.09,"송강호,토마스 크레취만,유해진",137,9.33072407,5110,2017,0,0,1,34615876,1,0,7,16.30868411,1115,1902,0,A
471,신과함께-죄와 벌,김용화,롯데쇼핑㈜롯데엔터테인먼트,A,20171220,winter,개봉영화,장편,한국,1912,68350496432,8539495,16324526082,1984373,판타지,12세이상관람가,일반영화,5.92,"하정우,차태현,주지훈",139,8.795154185,9080,2017,0,0,1,27900684,1,0,7,15.96021243,1023,1784,0,A
472,스파이더맨: 홈 커밍,존 왓츠,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,20170705,summer,개봉영화,장편,미국,1965,59120173820,7257973,16753103620,1969107,액션,12세이상관람가,일반영화,7,"톰 홀랜드,마이클 키튼",133,8.943646805,2786,2017,1581,1,1,11805072,1,1,4,15.79761115,1612,750,0,B
473,범죄도시,강윤성,"메가박스중앙(주)플러스엠,(주)키위미디어그룹",A,20171003,autumn,개봉영화,장편,한국,1315,56077813249,6851297,14046905449,1670254,범죄,청소년관람불가,일반영화,6,"마동석,윤계상",121,9.32081749,2104,2017,0,0,0,33367071,1,0,12,15.73994854,452,1023,1,A
474,군함도,류승완,씨제이이앤엠(주),A,20170726,summer,개봉영화,장편,한국,2027,50510565168,6592151,11091878868,1398649,액션,15세이상관람가,일반영화,6.17,"황정민,소지섭,송중기",132,7.542178324,3746,2017,13400587,0,0,59892793,1,2,12,15.70139026,4515,2735,0,A
475,청년경찰,김주환,롯데쇼핑㈜롯데엔터테인먼트,A,20170809,summer,개봉영화,장편,한국,1102,44241099316,5636259,9885607016,1207318,액션,15세이상관람가,일반영화,5.1,"박서준,강하늘",109,9.095669037,1547,2017,0,0,0,11958935,1,0,8,15.54473111,2316,1204,0,A
476,킹스맨: 골든 서클,매튜 본,이십세기폭스코리아(주),B,20170927,autumn,개봉영화,장편,미국,1687,40987484736,4945484,12306638886,1419759,액션,청소년관람불가,일반영화,5,"콜린 퍼스,줄리안 무어,태런 에저튼",141,8.748452265,3069,2017,6125154,1,1,17498236,1,1,17,15.41398539,2279,965,0,B
477,토르: 라그나로크,타이카 와이티티,월트디즈니컴퍼니코리아 유한책임회사,B,20171025,autumn,개봉영화,장편,미국,1640,39227691395,4853778,12078816595,1417791,액션,12세이상관람가,일반영화,6.13,"크리스 헴스워스,마크 러팔로,톰 히들스턴",130,9.030628946,4277,2017,0,1,1,29719383,1,0,15,15.39526793,225,559,0,B
478,꾼,장창원,(주)쇼박스,C,20171122,autumn,개봉영화,장편,한국,1314,31312029795,4018035,7524164445,931841,범죄,15세이상관람가,일반영화,4.4,"현빈,유지태,배성우",117,8.346560847,1512,2017,0,0,0,36389348,1,0,20,15.20630354,340,177,0,A
479,강철비,양우석,(주)넥스트엔터테인먼트월드(NEW),C,20171214,winter,개봉영화,장편,한국,1426,31983233566,4012889,7836617016,954933,액션,15세이상관람가,일반영화,7.18,"정우성,곽도원",139,8.811791383,2205,2017,0,0,1,13933654,1,0,7,15.20502199,1987,1574,0,A
480,남한산성,황동혁,씨제이이앤엠(주),A,20171003,autumn,개봉영화,장편,한국,1229,31067321992,3829891,7375553392,889444,사극,15세이상관람가,일반영화,7.5,"이병헌,김윤석,박해일",139,8.154387611,2131,2017,8655360,0,1,39144835,1,1,17,15.1583469,813,1363,1,A
481,슈퍼배드 3,"피에르 꼬팽,카일 발다",유니버설픽쳐스인터내셔널 코리아(유),B,20170726,summer,개봉영화,장편,미국,1057,24216987019,3324861,5558252919,723552,애니메이션,전체관람가,일반영화,5,"스티브 카렐,크리스틴 위그,트레이 파커",90,8.793984962,3325,2017,5251144,1,0,6003864,2,2,7,15.01693843,108,444,0,B
482,아이 캔 스피크,김현석,"롯데쇼핑㈜롯데엔터테인먼트,(주)리틀빅픽쳐스",A,20170921,autumn,개봉영화,장편,한국,1140,25526451186,3279296,6406642486,796298,코미디,12세이상관람가,일반영화,7.25,"나문희,이제훈",119,9.257869249,826,2017,1707487,0,1,10082233,1,1,2,15.00313932,722,750,0,A
483,덩케르크,크리스토퍼 놀란,워너브러더스 코리아(주),B,20170720,summer,개봉영화,장편,미국,1252,24550541348,2788732,9437670298,986967,액션,12세이상관람가,일반영화,8.55,"핀 화이트헤드,마크 라이런스,톰 하디",106,8.561823802,1294,2017,10103568,0,1,4524095,1,1,6,14.84109757,309,650,0,B
484,살인자의 기억법,원신연,(주)쇼박스,C,20170906,autumn,개봉영화,장편,한국,1064,21361479492,2656694,5389419142,643595,범죄,15세이상관람가,일반영화,5.78,"설경구,김남길,설현",118,8.19431988,669,2017,0,0,1,12582676,1,0,7,14.79259305,1116,823,0,A
485,혹성탈출: 종의 전쟁,맷 리브스,이십세기폭스코리아(주),B,20170815,summer,개봉영화,장편,미국,1017,16851234778,2050909,4721118278,538479,액션,12세이상관람가,일반영화,7.75,"앤디 서키스,우디 해럴슨,스티브 잔",140,8.210034014,1176,2017,4002134,1,1,8766280,1,1,6,14.53379367,161,568,1,B
486,1987,장준환,씨제이이앤엠(주),A,20171227,winter,개봉영화,장편,한국,1299,15254004037,1942077,3826119887,473352,드라마,15세이상관람가,일반영화,8.08,"김윤석,하정우,유해진",129,9.273395394,2041,2017,0,0,1,64753158,1,0,15,14.47926858,693,1783,0,A
487,애나벨 : 인형의 주인,데이비드 F. 샌드버그,워너브러더스 코리아(주),B,20170810,summer,개봉영화,장편,미국,1006,15526858738,1934192,3970570338,472569,공포,15세이상관람가,일반영화,7,"스테파니 시그만,탈리타 베이트먼,앨리시아 벨라 베일리",109,7.726762821,1248,2017,1111158,1,1,0,1,1,0,14.47520023,43,437,0,B
488,저스티스 리그,잭 스나이더,워너브러더스 코리아(주),B,20171115,autumn,개봉영화,장편,미국,1308,14629677795,1786383,4549730995,524158,액션,12세이상관람가,일반영화,5.83,"벤 애플렉,갤 가돗,제이슨 모모아",120,8.01030303,1650,2017,2256913,1,1,8337826,1,1,7,14.39570346,150,490,0,B
489,킬러의 보디가드,패트릭 휴즈,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",D,20170830,summer,개봉영화,장편,미국,482,14020395800,1721757,4048575300,488376,액션,15세이상관람가,일반영화,5.6,"라이언 레이놀즈,사무엘 L. 잭슨",125,8.909090909,77,2017,152025,0,1,27241735,1,1,13,14.35885584,37,274,0,C
490,부라더,장유정,메가박스중앙(주)플러스엠,A,20171102,autumn,개봉영화,장편,한국,889,11590908298,1468301,2357877298,287039,코미디,12세이상관람가,일반영화,5.8,"마동석,이동휘,이하늬",102,7.884267631,553,2017,0,0,1,49333846,1,0,14,14.19961651,382,530,0,A
491,기억의 밤,장항준,"메가박스중앙(주)플러스엠,주식회사 키위컴퍼니",A,20171129,autumn,개봉영화,장편,한국,751,10646654660,1386611,2885227160,362625,미스터리,15세이상관람가,일반영화,5.67,"강하늘,김무열",109,8.524390244,738,2017,0,0,0,9586734,1,0,7,14.1423732,1142,686,0,A
492,해피 데스데이,크리스토퍼 랜던,유니버설픽쳐스인터내셔널 코리아(유),B,20171108,autumn,개봉영화,장편,미국,714,11003095402,1382480,3024232752,365202,공포,15세이상관람가,일반영화,0,"제시카 로테,이스라엘 브로우사드",96,8.4784,625,2017,0,0,0,0,1,0,0,14.13938955,26,274,0,B
493,브이아이피,박훈정,워너브러더스 코리아(주),B,20170823,summer,개봉영화,장편,한국,996,10956621835,1373316,2863320535,345963,범죄,청소년관람불가,일반영화,5,"장동건,김명민,박희순",128,6.778050778,1221,2017,1584168,0,0,5806798,1,1,5,14.13273881,1513,924,0,B
494,장산범,허정,(주)넥스트엔터테인먼트월드(NEW),C,20170817,summer,개봉영화,장편,한국,711,10332117083,1305145,2153814083,257679,미스터리,15세이상관람가,일반영화,5.8,"염정아,박혁권",100,7.543103448,696,2017,0,0,1,1905872,1,0,3,14.0818247,284,505,0,A
495,지오스톰,"딘 데블린,대니 캐넌",워너브러더스 코리아(주),B,20171019,autumn,개봉영화,장편,미국,854,8480864614,1028384,2098804714,238747,액션,12세이상관람가,일반영화,5.5,"제라드 버틀러,짐 스터게스,애비 코니쉬",109,8.150684932,657,2017,0,0,0,4693132,2,0,7,13.8434992,60,307,0,B
496,스타워즈: 라스트 제다이,라이언 존슨,월트디즈니컴퍼니코리아 유한책임회사,B,20171214,winter,개봉영화,장편,미국,1107,8535886061,946547,3253329661,325647,액션,12세이상관람가,일반영화,7.75,"데이지 리들리,마크 해밀,아담 드라이버",152,7.827302632,608,2017,0,1,0,2936404,1,0,3,13.76057591,385,669,0,B
497,그것,안드레스 무시에티,워너브러더스 코리아(주),B,20170906,autumn,개봉영화,장편,미국,837,7331422607,888386,1958970207,224114,공포,15세이상관람가,일반영화,6.6,"빌 스카스가드,제이든 리버허",135,7.609907121,323,2017,0,0,1,78536,1,0,2,13.69716161,680,1046,0,B
498,오리엔트 특급 살인,케네스 브래너,이십세기폭스코리아(주),B,20171129,autumn,개봉영화,장편,미국,707,6636205163,863567,2593685463,323592,드라마,12세이상관람가,일반영화,5.88,"케네스 브래너,페넬로페 크루즈,윌렘 대포",114,8.071090047,422,2017,327591,0,1,335444,1,1,2,13.66882676,68,305,0,B
