,title,director,producer,importer,distributor,distributor_group,release_date,release_season,release,form,nation,screen,rev_nationwide,rev_seoul,rev_seoul.1,genre,rate,type,expert_rating,starring_actors,running_times,audience_rating,rating_audiences,realease_year,director_power,director_movie_num,sequel,original,actor_power
822,1919 유관순,신상민,유관순문화산업전문유한회사,,"주식회사 마운틴픽쳐스,케이티하이텔(주)",D,3/14/2019,spring,개봉영화,장편,한국,269,476403410.0,149568860,17413,다큐멘터리,12세이상관람가,독립/예술영화,3.0,"이새봄,양윤희,김나니",79,8.3125,16,2019,62985.0,1 [1],0,1,345054
533,레고 닌자고 무비,찰리 빈,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,9/28/2017,autumn,개봉영화,장편,미국,459,1149394400.0,292991400,37758,애니메이션,전체관람가,일반영화,4.0,"데이브 프랭코,올리비아 문,저스틴 서룩스",101,8.821138211000001,123,2017,154966.0,1 [1],1,1,2411840
215,특별수사: 사형수의 편지,권종관,(주)콘텐츠케이,,(주)넥스트엔터테인먼트월드(NEW),C,6/16/2016,summer,개봉영화,장편,한국,691,8774688865.0,1970102645,237370,범죄,15세이상관람가,일반영화,5.2,"김명민,김상호,성동일",120,8.610481586,706,2016,1100120.0,1 [1],0,0,150926107
705,모털 엔진,크리스찬 리버스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,12/5/2018,winter,개봉영화,장편,미국,661,2324362119.0,662068319,71826,액션,12세이상관람가,일반영화,5.5,"헤라 힐마,로버트 시한,휴고 위빙",128,7.1854304639999995,151,2018,267896.0,1 [1],0,1,6688104
834,몬스터 파크,안드레스 코투리어,,(주)일레븐엔터테인먼트,(주)박수엔터테인먼트,D,1/23/2019,winter,개봉영화,장편,영국,344,275767940.0,45619200,5733,애니메이션,전체관람가,독립/예술영화,6.0,"릴리 콜린스,토비 켑벨,이안 맥쉐인",86,7.58490566,53,2019,38262.0,1 [1],0,0,599477
617,미드나잇 선,스콧 스피어,,(주)우성엔터테인먼트,씨네그루(주)키다리이엔티,B,6/21/2018,summer,개봉영화,장편,미국,472,1277894600.0,433992200,50930,멜로/로맨스,12세이상관람가,독립/예술영화,5.25,"벨라 손,패트릭 슈왈제네거",92,8.992907801,141,2018,1828.0,1 [1],0,1,2
196,캡틴 아메리카: 시빌 워,"안소니 루소,조 루소",,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),B,4/27/2016,spring,개봉영화,장편,미국,1991,72670260827.0,21246270149,2399852,액션,12세이상관람가,일반영화,7.5,"크리스 에반스,로버트 다우니 주니어",147,8.996032112,10837,2016,198955047.0,"6 [3, 3]",1,1,243115721
782,고질라: 킹 오브 몬스터,마이클 도허티,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,5/29/2019,spring,개봉영화,장편,미국,923,3074785318.0,859461348,87659,액션,12세이상관람가,일반영화,5.2,"밀리 바비 브라운,베라 파미가,카일 챈들러",132,8.111111111,288,2019,357902.0,1 [1],1,1,27485332
495,지오스톰,"딘 데블린,대니 캐넌",,워너브러더스 코리아(주),워너브러더스 코리아(주),B,10/19/2017,autumn,개봉영화,장편,미국,854,8480864614.0,2098804714,238747,액션,12세이상관람가,일반영화,5.5,"제라드 버틀러,짐 스터게스,애비 코니쉬",109,8.150684932,657,2017,3085152.0,"2 [1, 1]",0,0,27246068
17,샌 안드레아스,브래드 페이튼,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,6/3/2015,summer,개봉영화,장편,미국,847,14397026552.0,3817925452,429180,액션,12세이상관람가,일반영화,4.9,"드웨인 존슨,알렉산드라 다드다리오,칼라 구기노",114,8.426070038999999,514,2015,5977451.0,2 [2],0,0,140613327
719,부탁 하나만 들어줘,폴 페이그,,그린나래미디어(주),(주)팝엔터테인먼트,D,12/12/2018,winter,개봉영화,장편,미국,461,988418788.0,442058538,50702,스릴러,청소년관람불가,독립/예술영화,6.83,"블레이크 라이블리,안나 켄드릭",117,7.842105263,95,2018,2023958.0,4 [4],0,1,14165760
27,살인의뢰,손용호,(주)미인픽쳐스,,씨네그루(주)다우기술,B,3/12/2015,spring,개봉영화,장편,한국,646,6986456737.0,1716336937,201830,범죄,청소년관람불가,일반영화,4.33,"김상경,김성균,박성웅",102,6.614678898999999,327,2015,5429882.0,2 [2],1,0,168552961
277,레터스 투 갓,데이빗 닉슨,,(재)CBS,(주)모멘텀엔터테인먼트,D,2/25/2016,winter,개봉영화,장편,미국,119,430338300.0,75632500,10510,드라마,전체관람가,독립/예술영화,3.0,"태너 맥과이어,제프리 존슨,로빈 리블리",114,9.3,10,2016,65887.0,1 [1],1,0,0
395,노무현입니다,이창재,영화사 풀,,"CGV아트하우스,영화사 풀",A,5/25/2017,spring,개봉영화,장편,한국,775,14305195012.0,3387200312,416953,다큐멘터리,12세이상관람가,일반영화,6.67,노무현,109,9.643512451,763,2017,1849416.0,1 [1],1,0,0
228,"로봇, 소리",이호재,"(주)영화사 좋은날,(주)디씨지플러스",,롯데쇼핑㈜롯데엔터테인먼트,A,1/27/2016,winter,개봉영화,장편,한국,609,3519595560.0,951166060,126118,드라마,12세이상관람가,일반영화,6.58,"이성민,이희준,이하늬",117,8.542372881,354,2016,498831.0,1 [1],0,0,342012065
320,잭 리처: 네버 고 백,에드워드 즈윅,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,A,11/30/2016,autumn,개봉영화,장편,미국,667,4638072258.0,1375085358,175136,액션,15세이상관람가,일반영화,4.88,"톰 크루즈,코비 스멀더스",118,8.190140845,426,2016,631545.0,1 [1],1,1,88072747
147,조선마술사,김대승,위더스필름(주),,롯데쇼핑㈜롯데엔터테인먼트,A,12/30/2015,winter,개봉영화,장편,한국,607,1506449794.0,374861400,54705,드라마,12세이상관람가,일반영화,4.63,"유승호,고아라",122,7.160621762000001,579,2015,2633231.0,1 [1],1,0,3410889
879,아담스 패밀리,"그렉 티어넌,콘래드 베논",,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,11/7/2019,autumn,개봉영화,장편,미국,802,2565386140.0,547729100,64971,애니메이션,전체관람가,일반영화,6.33,"샤를리즈 테론,클로이 모레츠,오스카 아이삭",87,8.526315789,57,2019,965178.0,"2 [1, 1]",0,1,115506455
494,장산범,허정,(주)드림캡쳐,,(주)넥스트엔터테인먼트월드(NEW),C,8/17/2017,summer,개봉영화,장편,한국,711,10332117083.0,2153814083,257679,미스터리,15세이상관람가,일반영화,5.8,"염정아,박혁권",100,7.543103447999999,696,2017,1305145.0,1 [1],1,0,6823864
449,루시드 드림,김준성,(주)로드픽쳐스,,(주)넥스트엔터테인먼트월드(NEW),C,2/22/2017,winter,개봉영화,장편,한국,461,759481000.0,225006500,29168,SF,15세이상관람가,일반영화,3.0,"고수,설경구",101,8.137362637,182,2017,102170.0,1 [1],0,0,54882904
663,암수살인,김태균,"(주)필름295,(주)블러썸픽쳐스",,(주)쇼박스,C,10/3/2018,autumn,개봉영화,장편,한국,1177,32855895548.0,7777232448,862386,범죄,15세이상관람가,일반영화,8.14,"김윤석,주지훈",110,8.593857635,3484,2018,3772713.0,1 [1],0,0,408113336
106,히말라야,이석훈,(주)제이케이필름,,씨제이이앤엠(주),A,12/16/2015,winter,개봉영화,장편,한국,1009,39469775448.0,9308851168,1169945,드라마,12세이상관람가,일반영화,5.63,"황정민,정우",124,8.942040816,1225,2015,17833713.0,1 [1],1,0,423339236
350,킹 오브 프리즘,히시다 마사카즈,,동우에이앤이(주),(주)박수엔터테인먼트,D,8/11/2016,summer,개봉영화,장편,일본,53,859771500.0,630836000,73057,애니메이션,12세이상관람가,일반영화,0.0,"카키하라 테츠야,마에노 토모아키,마스다 토시키",60,9.692307692,26,2016,307662.0,2 [2],1,1,0
523,공범자들,최승호,한국탐사저널리즘센터,,(주)엣나인필름,D,8/17/2017,summer,개봉영화,장편,한국,228,2017678800.0,745661900,92054,다큐멘터리,15세이상관람가,독립/예술영화,6.44,"이명박,김재철,김장겸",106,9.649484536000001,291,2017,687080.0,2 [2],1,0,1550868
389,재심,김태윤,(주)이디오플랜,,"오퍼스픽쳐스(유),CGV아트하우스",D,2/15/2017,winter,개봉영화,장편,한국,935,19263100637.0,4569982837,555767,드라마,15세이상관람가,일반영화,6.0,"정우,강하늘,김해숙",119,8.796284433,1561,2017,2910138.0,1 [1],1,0,178414050
448,베이블레이드 버스트 갓 : 갓 발키리의 탄생,야마구치 켄타로,,(주)영실업,씨제이이앤엠(주),A,6/1/2017,summer,개봉영화,장편,일본,198,822068000.0,146349000,19055,애니메이션,전체관람가,일반영화,0.0,"김현지,한신,김보영",78,0.0,0,2017,108730.0,1 [1],1,0,6432553
93,나이트 크롤러,댄 길로이,,(주)누리픽쳐스,(주)스톰픽쳐스코리아,D,2/26/2015,winter,개봉영화,장편,미국,233,451041300.0,203599400,24807,범죄,청소년관람불가,독립/예술영화,7.31,제이크 질렌할,117,7.9655172410000015,29,2015,55892.0,1 [1],0,0,8371674
259,대니쉬 걸,톰 후퍼,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,2/17/2016,winter,개봉영화,장편,미국,246,1074763884.0,628018484,76402,드라마,청소년관람불가,독립/예술영화,6.97,"에디 레드메인,알리시아 비칸데르,앰버 허드",119,8.899497487,199,2016,996403.0,2 [2],1,0,71060068
554,래빗 스쿨,우테 폰 뮌쇼폴,,예지림엔터테인먼트,예지림엔터테인먼트,D,11/23/2017,autumn,개봉영화,장편,기타,314,401768900.0,82198100,10411,애니메이션,전체관람가,독립/예술영화,0.0,"황창영,민아,최정현",76,8.418604651,43,2017,63340.0,1 [1],0,0,1029738
823,왓칭,김성기,(주)스토리공감,,(주)리틀빅픽쳐스,D,4/17/2019,spring,개봉영화,장편,한국,488,456558262.0,100830552,11564,공포,15세이상관람가,일반영화,4.0,"강예원,이학주",97,8.348623853,109,2019,54410.0,1 [1],0,1,6654421
170,사우스포,안톤 후쿠아,,(주)스마일이엔티,씨네그루(주)다우기술,B,12/3/2015,winter,개봉영화,장편,미국,335,649386248.0,210497148,26835,드라마,15세이상관람가,일반영화,5.33,"제이크 질렌할,레이첼 맥아담스,우나 로렌스",124,8.857142857000001,35,2015,1966151.0,3 [3],0,0,68107798
254,미스컨덕트,시모사와 신타로,,㈜코리아스크린,"(주)박수엔터테인먼트,㈜코리아스크린",D,3/30/2016,spring,개봉영화,장편,미국,470,1133511038.0,343296538,43994,범죄,15세이상관람가,일반영화,3.67,"알 파치노,안소니 홉킨스,조쉬 더하멜",105,6.344444444,90,2016,148512.0,1 [1],0,0,18223241
602,덕구,방수인,"(주)영화사두둥,(주)곰픽쳐스",,메가박스중앙(주)플러스엠,A,4/5/2018,spring,개봉영화,장편,한국,544,2318099700.0,399790500,50850,드라마,전체관람가,일반영화,5.5,"이순재,정지훈",91,9.471153846,104,2018,305582.0,1 [1],0,0,1294740
252,대배우,석민우,주식회사 영화사다,,"(주)대명문화공장,(주)리틀빅픽쳐스",D,3/30/2016,spring,개봉영화,장편,한국,474,1245426228.0,337587528,44595,코미디,12세이상관람가,일반영화,5.54,"오달수,윤제문,이경영",108,7.553719008,121,2016,169855.0,1 [1],0,0,323681233
306,벤허,티무르 베크맘베토브,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,A,9/14/2016,autumn,개봉영화,장편,미국,717,11405870395.0,2957265515,356087,어드벤처,12세이상관람가,일반영화,8.75,"찰톤 헤스톤,잭 호킨스,하야 하라릿",222,9.0,1,2016,0.0,1 [1],1,0,6998855
547,드래곤 스펠: 마법 꽃의 비밀,마누크 데포얀,,㈜코리아스크린,㈜코리아스크린,D,8/15/2017,summer,개봉영화,장편,기타,164,582071200.0,113863100,15015,애니메이션,전체관람가,독립/예술영화,0.0,"방지원,이세원,박상우",86,0.0,0,2017,79446.0,1 [1],1,0,148334
738,타샤 튜더,마츠타니 미츠에,,(주)마노엔터테인먼트,(주)마노엔터테인먼트,D,9/13/2018,autumn,개봉영화,장편,일본,28,363170850.0,227891450,26942,다큐멘터리,전체관람가,독립/예술영화,6.0,타샤 튜더,104,9.452380952,42,2018,45764.0,1 [1],0,0,0
882,원스 어폰 어 타임... 인 할리우드,쿠엔틴 타란티노,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,9/25/2019,autumn,개봉영화,장편,미국,678,2269807670.0,1107269480,130601,드라마,청소년관람불가,일반영화,7.9,"레오나르도 디카프리오,브래드 피트,마고 로비",161,8.068441065,263,2019,778167.0,2 [2],0,0,36111263
428,존 윅 - 리로드,채드 스타헬스키,,(유)조이앤시네마,(주)제이앤씨미디어그룹,D,2/22/2017,winter,개봉영화,장편,미국,250,2205582600.0,752850000,92798,액션,청소년관람불가,일반영화,7.0,키아누 리브스,122,8.647058824,34,2017,1577296.0,3 [3],0,1,2506739
186,이웃집에 신이 산다,자코 반 도마엘,,(주)엣나인필름,(주)엣나인필름,D,12/24/2015,winter,개봉영화,장편,기타,73,420127300.0,213145300,26012,코미디,청소년관람불가,독립/예술영화,6.21,"브누와 뽀엘부르드,욜랜드 모로,까뜨린느 드뇌브",115,7.14,200,2015,70202.0,1 [1],0,0,258149
269,오베라는 남자,하네스 홀름,,(주)싸이더스,"(주)싸이더스,(주)디스테이션",D,5/25/2016,spring,개봉영화,장편,기타,255,650784888.0,299064888,36802,드라마,12세이상관람가,독립/예술영화,6.86,"롤프 라스가드,바하르 파르스,필립 버그",116,9.130952381,84,2016,82210.0,1 [1],1,0,493260
162,미라클 벨리에,에릭 라티고,,(주)영화사 진진,(주)영화사 진진,D,8/27/2015,summer,개봉영화,장편,프랑스,245,857214018.0,413015318,52179,드라마,12세이상관람가,독립/예술영화,6.81,"루안 에머라,카린 비아르,프랑수아 다미앙",105,8.825581395,86,2015,136946.0,1 [1],1,0,0
413,얼라이드,로버트 저메키스,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,A,1/11/2017,winter,개봉영화,장편,미국,546,4278041179.0,1600695179,190720,스릴러,15세이상관람가,일반영화,6.5,"브래드 피트,마리옹 꼬띠아르,리지 캐플란",124,8.696202532000001,632,2017,1015891.0,2 [2],1,0,26399061
717,크레이지 리치 아시안,존 추,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,10/25/2018,autumn,개봉영화,장편,미국,531,1333313141.0,606690591,68552,멜로/로맨스,12세이상관람가,일반영화,6.5,"콘스탄스 우,헨리 골딩,양자경",120,7.9064039410000015,203,2018,8210440.0,2 [2],0,1,3663164
731,엘리엇과 산타 썰매단,제니퍼 웨스트콧,,그린나래미디어(주),(주)팝엔터테인먼트,D,12/12/2018,winter,개봉영화,장편,기타,335,399032800.0,61799700,8312,애니메이션,전체관람가,독립/예술영화,5.5,"최원형,장경희,조쉬 허처슨",90,6.7826086960000005,69,2018,57579.0,1 [1],0,0,10205440
98,한 번 더 해피엔딩,마크 로렌스,,주식회사 더쿱,(주)팝엔터테인먼트,D,4/8/2015,spring,개봉영화,장편,미국,231,348096551.0,162620851,20409,멜로/로맨스,15세이상관람가,독립/예술영화,4.94,"휴 그랜트,마리사 토메이,앨리슨 제니",106,8.047619048,21,2015,45166.0,1 [1],0,0,4621700
6,분노의 질주: 더 세븐,제임스 완,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,4/1/2015,spring,개봉영화,장편,미국,983,26449334694.0,7328474894,864171,액션,15세이상관람가,일반영화,7.08,"빈 디젤,폴 워커,드웨인 존슨",138,9.294190358,809,2015,22415560.0,3 [3],0,1,159888816
743,이별의 아침에 약속의 꽃을 장식하자,오카다 마리,,(주)미디어캐슬,(주)미디어캐슬,D,7/19/2018,summer,개봉영화,장편,일본,121,321863500.0,108319700,12465,애니메이션,12세이상관람가,독립/예술영화,6.6,"이와미 마나카,이리노 미유,카야노 아이",115,9.0,19,2018,37764.0,1 [1],0,0,997365
790,악질경찰,이정범,"청년필름(주),다이스필름(주)",,워너브러더스 코리아(주),B,3/20/2019,spring,개봉영화,장편,한국,833,2256615278.0,543947088,61930,범죄,청소년관람불가,일반영화,4.29,"이선균,전소니,박해준",127,7.281081081,185,2019,262233.0,1 [1],0,0,147996374
611,한 솔로: 스타워즈 스토리,론 하워드,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,B,5/24/2018,spring,개봉영화,장편,미국,569,1964276778.0,778382478,79048,액션,12세이상관람가,일반영화,7.29,"엘든 이렌리치,에밀리아 클라크,우디 해럴슨",135,8.413043477999999,184,2018,4302393.0,3 [3],1,0,89343764
229,빅쇼트,아담 맥케이,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,A,1/21/2016,winter,개봉영화,장편,미국,489,3622268707.0,1786531309,215870,드라마,청소년관람불가,일반영화,7.29,"크리스찬 베일,스티브 카렐,라이언 고슬링",130,7.81300813,246,2016,1028253.0,2 [2],1,0,30705492
264,다이버전트 시리즈: 얼리전트,로베르트 슈벤트케,,(유)조이앤시네마,씨네그루(주)키다리이엔티,B,5/12/2016,spring,개봉영화,장편,미국,393,818823545.0,280500645,34199,액션,12세이상관람가,일반영화,4.5,"쉐일린 우들리,테오 제임스,마일즈 텔러",121,8.335766422999999,137,2016,871786.0,2 [2],1,1,29249641
368,선생님의 일기,니티왓 다라톤,,(주)미로비젼,"(주)드림팩트엔터테인먼트,(주)미로스페이스",D,11/2/2016,autumn,개봉영화,장편,기타,163,461032900.0,140191400,19833,멜로/로맨스,12세이상관람가,독립/예술영화,6.2,"레일라 분야삭,비 스크릿 위셋케우",110,9.0,1,2016,66314.0,1 [1],0,0,0
646,"스탠바이, 웬디",벤 루윈,,판씨네마(주),판씨네마(주),D,5/30/2018,spring,개봉영화,장편,미국,345,368424680.0,154005380,18676,드라마,전체관람가,독립/예술영화,6.43,"다코타 패닝,토니 콜렛",93,8.823529412000001,51,2018,46487.0,1 [1],0,0,551426
799,비스트,이정호,(주)스튜디오앤뉴,,(주)넥스트엔터테인먼트월드(NEW),C,6/26/2019,summer,개봉영화,장편,한국,737,1400766040.0,342474410,41565,범죄,15세이상관람가,일반영화,4.57,"이성민,유재명,전혜진",130,8.491150442,226,2019,0.0,1 [1],0,1,254864015
784,러브 유어셀프 인 서울,,"빅히트 엔터테인먼트,씨제이 씨지브이(CJ CGV)(주)",,씨제이 씨지브이(CJ CGV)(주),A,1/26/2019,winter,개봉영화,장편,한국,224,3209682900.0,1090468000,112697,다큐멘터리,전체관람가,일반영화,0.0,-,113,0.0,0,2019,,,0,1,0
830,쿠르스크,토마스 빈터베르그,,(유)조이앤시네마,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",D,1/16/2019,winter,개봉영화,장편,기타,192,355683500.0,173141000,21029,드라마,15세이상관람가,일반영화,6.2,"마티아스 쇼에나에츠,콜린 퍼스,레아 세이두",118,9.6,5,2019,46792.0,1 [1],0,1,54107432
403,하루,조선호,(주)라인필름,,CGV아트하우스,A,6/15/2017,summer,개봉영화,장편,한국,781,8721627698.0,2165557498,260218,스릴러,15세이상관람가,일반영화,4.6,"김영민,변요한,유재명",90,10.0,1,2017,0.0,1 [1],0,0,46517407
677,도어락,이권,(주)영화사피어나,,메가박스중앙(주)플러스엠,A,12/5/2018,winter,개봉영화,장편,한국,954,12683552886.0,2802709886,325358,스릴러,15세이상관람가,일반영화,6.11,"공효진,김예원,김성오",102,7.958402662,601,2018,1543800.0,1 [1],0,1,56778007
610,허리케인 하이스트,롭 코헨,,(주)우성엔터테인먼트,(주)넥스트엔터테인먼트월드(NEW),C,3/14/2018,spring,개봉영화,장편,미국,544,1730262848.0,406693648,49348,액션,15세이상관람가,일반영화,3.5,"토비 켑벨,매기 그레이스,라이언 콴튼",103,8.863013699,146,2018,214949.0,1 [1],0,0,20230715
189,미안해 사랑해 고마워,전윤수,타임박스엔터테인먼트(주),,(주)쇼박스,C,10/28/2015,autumn,개봉영화,장편,한국,344,359247800.0,106619300,14482,드라마,15세이상관람가,일반영화,4.0,"지진희,김성균,성유리",115,8.026315789,38,2015,51207.0,1 [1],0,0,119657403
332,혼숨,이두환,(주)무비스퀘어,,(주)프레인글로벌,D,10/26/2016,autumn,개봉영화,장편,한국,498,2258422445.0,374477045,45099,공포,15세이상관람가,일반영화,4.33,"류덕환,조복래",90,6.314741036,251,2016,288016.0,1 [1],0,0,2076604
303,라라랜드,데이미언 셔젤,,판씨네마(주),판씨네마(주),D,12/7/2016,winter,개봉영화,장편,미국,727,19993531232.0,8520674132,987682,드라마,12세이상관람가,일반영화,8.34,"라이언 고슬링,엠마 스톤",127,8.868760064,1242,2016,10113218.0,3 [3],0,0,40353253
260,극장판 꼬마버스 타요의 에이스 구출작전,류정우,"(주)아이코닉스,(주)스튜디오게일",,(주)아이코닉스,C,1/21/2016,winter,개봉영화,장편,한국,200,896765500.0,188779400,27574,애니메이션,전체관람가,일반영화,0.0,"문남숙,정혜옥,최하나",48,9.111111111,18,2016,133736.0,1 [1],1,0,74430
144,스파이 브릿지,스티븐 스필버그,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,11/5/2015,autumn,개봉영화,장편,미국,425,2013736478.0,720622378,89815,스릴러,12세이상관람가,일반영화,8.59,"톰 행크스,마크 라이런스,오스틴 스토웰",141,8.902702703,185,2015,6576583.0,4 [4],1,0,27508781
627,미니특공대X,이영준,(주)삼지애니메이션,,(주)삼지애니메이션,D,3/22/2018,spring,개봉영화,장편,한국,458,744858200.0,131013800,16957,애니메이션,전체관람가,일반영화,0.0,"엄상현,전태열,이소영",68,7.5,92,2018,907833.0,3 [3],1,0,27793865
283,드레스메이커,조셀린 무어하우스,,브릿지웍스 엔터테인먼트(주),(주)리틀빅픽쳐스,D,2/11/2016,winter,개봉영화,장편,기타,176,440059500.0,144520800,17846,드라마,15세이상관람가,독립/예술영화,6.4,"케이트 윈슬렛,주디 데이비스,리암 헴스워스",118,8.0,1,2016,55330.0,1 [1],1,0,35816549
791,기묘한 가족,이민재,씨네주 유한회사,,메가박스중앙(주)플러스엠,A,2/13/2019,winter,개봉영화,장편,한국,625,2062904275.0,465060345,56391,코미디,12세이상관람가,일반영화,5.71,"정재영,김남길,엄지원",112,7.695431472,197,2019,256202.0,1 [1],0,0,95108674
11,강남 1970,유하,"(주)모베라픽처스,(주)쇼박스",,(주)쇼박스,C,1/21/2015,winter,개봉영화,장편,한국,841,17717971499.0,4859661899,586992,액션,청소년관람불가,일반영화,5.84,"이민호,김래원,정진영",135,8.053080569,1055,2015,3804726.0,1 [1],0,0,64819098
755,증인,이한,"(주)무비락,(주)도서관옆스튜디오",,롯데컬처웍스(주)롯데엔터테인먼트,A,2/13/2019,winter,개봉영화,장편,한국,1047,20312348931.0,4478036341,547326,드라마,12세이상관람가,일반영화,6.0,"정우성,김향기",129,9.216358839,758,2019,6268514.0,2 [2],0,0,219614635
594,7년의 밤,추창민,"(주)바른손,씨제이이앤엠(주)",,씨제이이앤엠(주),A,3/28/2018,spring,개봉영화,장편,한국,872,3969337524.0,1046793224,133744,스릴러,15세이상관람가,일반영화,5.5,"장동건,류승룡,송새벽",123,6.309677419,310,2018,528007.0,1 [1],0,1,228690630
531,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,다카하시 아츠시,,대원미디어(주),(주)넥스트엔터테인먼트월드(NEW),C,8/10/2017,summer,개봉영화,장편,일본,351,1175560900.0,194738200,26136,애니메이션,전체관람가,일반영화,6.0,"미즈타 와사비,오오하라 메구미,카카즈 유미",101,8.8125,112,2017,166252.0,1 [1],1,1,3849120
469,매기스 플랜,레베카 밀러,,오드,오드,D,1/25/2017,winter,개봉영화,장편,미국,94,382361800.0,258221100,31084,코미디,15세이상관람가,독립/예술영화,6.86,"그레타 거윅,에단 호크,줄리안 무어",98,7.9117647060000005,102,2017,47668.0,1 [1],0,0,33691345
127,헝거게임: 더 파이널,프란시스 로렌스,라이온스 게이트 필름즈,(주)누리픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,A,11/18/2015,autumn,개봉영화,장편,미국,661,6069167163.0,2030631445,257764,액션,15세이상관람가,일반영화,6.6,"제니퍼 로렌스,조쉬 허처슨,리암 헴스워스",137,7.791479821,446,2015,3701500.0,2 [2],1,1,93278994
681,몬스터 호텔 3,젠디 타타코브스키,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,8/8/2018,summer,개봉영화,장편,미국,715,7932156800.0,1410233600,183174,애니메이션,전체관람가,일반영화,5.0,"아담 샌들러,셀레나 고메즈",97,8.745495495,1332,2018,3882431.0,2 [2],1,0,14064738
57,언프렌디드: 친구삭제,레오 가브리아제,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,5/7/2015,spring,개봉영화,장편,미국,386,1643911941.0,347479141,45233,공포,15세이상관람가,일반영화,6.0,"헤더 소서맨,쉘리 헨닝,모세 제이콥 스톰",83,5.173333333,75,2015,219678.0,1 [1],0,0,0
33,위험한 상견례 2,김진영,"(주)전망좋은 영화사,TCO(주)더콘텐츠온,(주)마음에드는영화사",,"롯데쇼핑㈜롯데엔터테인먼트,(주)마인스 엔터테인먼트",A,4/29/2015,spring,개봉영화,장편,한국,429,3575384754.0,738570754,93940,멜로/로맨스,15세이상관람가,일반영화,4.0,"진세연,홍종현,신정근",119,8.396039604,202,2015,810861.0,1 [1],0,1,5980430
237,구스범스,롭 레터맨,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,1/14/2016,winter,개봉영화,장편,미국,515,2221639712.0,607220925,79043,액션,12세이상관람가,일반영화,6.5,"잭 블랙,딜런 미네트,오데야 러쉬",103,8.482758621,203,2016,1281521.0,2 [2],1,0,70170514
854,말레피센트 2,요아킴 뢰닝,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,B,10/17/2019,autumn,개봉영화,장편,미국,1108,12191395690.0,3153886600,352835,어드벤처,12세이상관람가,일반영화,5.67,"안젤리나 졸리,엘르 패닝,미셸 파이퍼",119,8.996296296,270,2019,7535850.0,2 [2],1,1,28573267
282,더 보이,윌리엄 브렌트 벨,,(주)컴퍼니엘,(주)리틀빅픽쳐스,D,6/1/2016,summer,개봉영화,장편,미국,186,440944821.0,84467821,10054,공포,15세이상관람가,독립/예술영화,5.17,"로렌 코핸,루퍼트 에반스",97,7.66,100,2016,55819.0,1 [1],0,0,2551234
586,염력,연상호,(주)영화사레드피터,,(주)넥스트엔터테인먼트월드(NEW),C,1/31/2018,winter,개봉영화,장편,한국,1099,7484644112.0,1855120412,238805,드라마,15세이상관람가,일반영화,6.0,"류승룡,심은경",101,6.505415162,554,2018,35729066.0,3 [3],0,0,296694603
362,세상에서 고양이가 사라진다면,나가이 아키라,,(주)크리픽쳐스,(주)크리픽쳐스,D,11/9/2016,autumn,개봉영화,장편,일본,175,497645200.0,183328500,24986,드라마,12세이상관람가,독립/예술영화,5.9,"사토 타케루,미야자키 아오이",103,9.466666667,15,2016,69586.0,1 [1],1,0,902172
243,사냥,이우철,(주)빅스톤픽쳐스,,롯데쇼핑㈜롯데엔터테인먼트,A,6/29/2016,summer,개봉영화,장편,한국,696,1517501200.0,431564900,64479,액션,15세이상관람가,일반영화,5.05,"안성기,조진웅,한예리",93,5.964285714,616,2016,0.0,1 [1],0,0,484638627
